Time,F_Scale,Location,County,State,Lat,Lon,Comments
2227,UNK,2 SW SOUTH BEND,ST. JOSEPH,IN,41.65,-86.3,EF-0 TORNADO. PATH LENGTH OF 0.4 MILES WITH PATH WIDTH OF ABOUT 30 YARDS. A SWATH OF CORN DAMAGE WAS NOTED AT BEGINNING OF DAMAGE PATH WITH SOME TREE DAMAGE TOWARD END (IWX)
Time,Speed,Location,County,State,Lat,Lon,Comments
2040,UNK,3 SW PINEVILLE,MCDONALD,MO,36.56,-94.42,SEVERE THUNDERSTORM WIND GUSTS DOWNED A TREE ACROSS HIGHWAY H APPROXIMATELY 3 MILES SOUTHWEST OF PINEVILLE. (SGF)
2134,UNK,2 NNW LOW GAP,NEWTON,AR,36.01,-93.33,A FEW TREES WERE KNOCKED DOWN BETWEEN PONCA AND LOW GAP ON HIGHWAY 74 WEST. (LZK)
2230,UNK,2 ESE SOUTH BEND,ST. JOSEPH,IN,41.67,-86.24,TREE KNOCKED DOWN ACROSS THE STREET. (IWX)
2235,UNK,2 E BIRCH RUN,SAGINAW,MI,43.25,-83.75,LOCAL MEDIA REPORTS 5 TREES DOWN ALONG WITH SOME POWERLINES IN BIRCH RUN TWP. ONE TREE DOWN ON A HOUSE. (DTX)
2245,UNK,2 NW OSCEOLA,ST. JOSEPH,IN,41.68,-86.11,TREES REPORTED DOWN AND POWER OUTAGES. RELAYED TO US BY THE MEDIA. (IWX)
2310,UNK,3 SSW DUNLAP,ELKHART,IN,41.59,-85.94,LARGE TREE SNAPPED OFF MAIN TRUNK 15 FEET UP THE TREE. (IWX)
0005,UNK,LESLIE,SEARCY,AR,35.83,-92.56,A ROOF WAS BLOWN OFF A BUILDING AND A FEW TREES WERE BLOWN OVER ONTO HOUSES. (LZK)
0120,58,5 SSE HIGDEN,CLEBURNE,AR,35.51,-92.17,THUNDERSTORM PRODUCED HAIL TO 1 INCH AND STRONG WINDS TO 58 MPH. (LZK)
Time,Size,Location,County,State,Lat,Lon,Comments
2215,250,1 WSW PIERCETOWN,NEWTON,AR,35.96,-93.09,(LZK)
0042,175,SHIRLEY,VAN BUREN,AR,35.64,-92.31,(LZK)
0120,100,5 SSE HIGDEN,CLEBURNE,AR,35.51,-92.17,THUNDERSTORM PRODUCED HAIL TO 1 INCH AND STRONG WINDS TO 58 MPH. (LZK)
