Time,F_Scale,Location,County,State,Lat,Lon,Comments
1822,UNK,2 NNW ST GEORGE ISLAND,FRANKLIN,FL,29.69,-84.88,TORNADO SPOTTED CROSSING OVER ST. GEORGE ISLAND BRIDGE. (TAE)
2241,UNK,1 SE HOUMA,TERREBONNE,LA,29.57,-90.69,A WEAK TORNADO TOUCHED DOWN ON AN INTERMITTENT PATH FROM MAIN PORT RD...JUST OF INDUSTRIAL RD...EXTENDING NORTHEAST TO THE INTERSCTION OF GRAND CAILLOU RD AND INDUSTRIA (LIX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1420,UNK,5 N DOWNTOWN JACKSONVIL,DUVAL,FL,30.41,-81.65,UTILITY COMPANY REPORTED A TREE DOWN ON FIELDS AVE AND A FEW LARGE LIMBS DOWNING POWER LINES ON LEORA DRIVE. (JAX)
1715,UNK,4 NNW ARLINGTON,DUVAL,FL,30.39,-81.64,BROADCAST MEDIA RELAYED REPORT OF DAMAGE TO BOATS AT FISHERMAN MARINA ON THE TROUT RIVER. (JAX)
2241,UNK,1 E HOUMA,TERREBONNE,LA,29.58,-90.69,VEHICLES DAMAGED AND POWER LINES DOWN NEAR GRAND CAILLOU ROAD AND INDUSTRIAL BOULEVARD. POSSIBLE TORNADO. EVENT TIME ESTIMATED BY RADAR. (LIX)
0210,UNK,6 N YAZOO CITY,YAZOO,MS,32.95,-90.41,POWERLINES DOWN (JAN)
0300,UNK,WINONA,MONTGOMERY,MS,33.49,-89.73,TREES AND POWER LINES DOWNED (JAN)
0450,UNK,1 NNE HUNTSVILLE,MADISON,AL,34.75,-86.58,A POWER LINE WAS KNOCKED DOWN AT THE INTERSECTION OF OAKWOOD AVENUE AND ANDREW JACKSON WAY. (HUN)
0806,59,CROSSVILLE,CUMBERLAND,TN,35.95,-85.04,(OHX)
0923,UNK,1 NE APALACHICOLA AIRPO,FRANKLIN,FL,29.74,-85.02,SEVERAL TREES AND POWERLINES DOWN ON ROSEMONT DRIVE. NUMEROUS TRANSFORMERS BLOWN AROUND APALACHICOLA...EASTPOINT AND SAINT GEORGE ISLAND. POWER IS OUT TO THE STOPLIGHT (TAE)
0924,77,APALACHICOLA AIRPORT,FRANKLIN,FL,29.72,-85.03,67 KNOT WIND GUST MEASURED AT KAAF ASOS. (TAE)
1026,UNK,E CRAWFORDVILLE,WAKULLA,FL,30.18,-84.37,TREES AND POWERLINES DOWN EAST OF CRAWFORDVILLE ON SHADEVILLE ROAD. (TAE)
1045,UNK,SOUTHWOOD,LEON,FL,30.39,-84.22,75 FOOT PINE TREE BLOWN DOWN AT APARTMENT COMPLEX NEAR SOUTHWOOD AND CAPITAL CIRCLE SOUTHEAST. (TAE)
1100,UNK,WAUKEENAH,JEFFERSON,FL,30.41,-83.95,TWO TREES DOWN AROUND WAUKEENAH AND NEAR HIGHWAY 59. (TAE)
1111,UNK,METCALF,THOMAS,GA,30.7,-83.99,TWO TREES BLOWN DOWN IN THE SOUTHERN PART OF THOMAS COUNTY. (TAE)
1120,UNK,3 WNW CONYERS,ROCKDALE,GA,33.68,-84.07,*** 1 FATAL *** A LARGE PINE TREE FELL ON A VEHICLE TRAVELING ON I-20 BETWEEN SIGMAN RD AND THE DEKALB COUNTY LINE...KILLING THE OCCUPANT. THE WINDS AT THE TIME WERE EA (FFC)
1128,UNK,BOSTON,THOMAS,GA,30.79,-83.79,TREE BLOWN DOWN IN THE CITY OF BOSTON. (TAE)
Time,Size,Location,County,State,Lat,Lon,Comments
1345,125,2 NNW NEWBURN,SUWANNEE,FL,30.31,-83.15,QUARTER SIZE TO HALF DOLLAR SIZE HAIL WAS OBSERVED FOR ABOUT 15 MINUTES. (JAX)
1425,175,5 ESE DOWLING PARK,SUWANNEE,FL,30.23,-83.16,EM RECEIVED MULTIPLE REPORTS OF GOLF-BALL SIZE HAIL. (JAX)
1445,200,2 SE LIVE OAK,SUWANNEE,FL,30.28,-82.96,PUBLIC REPORTED TWO INCH HAIL CAUSING BROKEN CAR WINDOWS AND TREE LIMBS DOWNED. (JAX)
1610,100,2 N MACCLENNY,BAKER,FL,30.3,-82.13,EM REPORTED QUARTER SIZE HAIL. (JAX)
1745,100,MARIETTA,CASS,TX,33.17,-94.54,HAIL COVERING THE GROUND IN MARIETTA. (SHV)
1745,175,10 W MAUD,BOWIE,TX,33.33,-94.52,GOLF BALL SIZED HAIL REPORTED NEAR SIMMS. (SHV)
1807,100,BLACK FORK,SCOTT,AR,34.77,-94.42,(LZK)
1825,175,NEW BOSTON,BOWIE,TX,33.46,-94.42,(SHV)
1835,125,2 E WILTON,LITTLE RIVER,AR,33.74,-94.11,(SHV)
1840,175,4 W VINTON,CALCASIEU,LA,30.2,-93.65,CALCASIEU PARISH SHERIFF REPORTS GOLF BALL SIZE HAIL FOUR MILES WEST OF VINTON (LCH)
1856,100,8 E MENA,POLK,AR,34.58,-94.1,HAIL FELL ALONG HIGHWAY 8 EAST OF MENA. (LZK)
1900,175,VINTON,CALCASIEU,LA,30.2,-93.58,PUBLIC REPORTS GOLF BALL SIZE HAIL NEAR VINTON (LCH)
1910,100,NASHVILLE,HOWARD,AR,33.94,-93.85,(SHV)
