Time,F_Scale,Location,County,State,Lat,Lon,Comments
0056,UNK,5 SW RUSK,CHEROKEE,TX,31.74,-95.2,SEVERAL TREES SNAPPED. (SHV)
0101,UNK,3 SSW RUSK,CHEROKEE,TX,31.76,-95.17,ROOF DAMAGE AND OUTBUILDING LOFTED AND DESTROYED. SEVERAL TREES UPROOTED AND SNAPPED. (SHV)
0106,UNK,3 S RUSK,CHEROKEE,TX,31.76,-95.15,CONCRETE POWER POLES PUSHED OVER AND SNAPPED. (SHV)
0131,UNK,3 NE REKLAW,RUSK,TX,31.89,-94.94,A SINGLE FAMILY HOME WAS DESTROYED AS EF-2 TORNADIC WINDS OF AROUND 115 MPH LIFTED IT OFF OF PIER AND BEAM FOUNDATION AND MOVED IT ABOUT 15 YARDS INTO THE FOREST. A FIB (SHV)
0702,UNK,2 ESE QUITMAN,JACKSON,LA,32.34,-92.68,LARGE HARDWOOD TREE SNAPPED NEAR INITIAL TOUCH DOWN. (SHV)
0741,UNK,GIST,JASPER,TX,30.27,-93.91,A TORNADO TOUCHED DOWN NEAR GIST... WHERE AROUND 20 TREES WERE BLOWN DOWN OR SNAPPED. (LCH)
0800,UNK,3 N STARKS,CALCASIEU,LA,30.36,-93.66,MORE THAN 20 TREES WERE BLOWN DOWN OR SNAPPED NORTH OF STARKS. (LCH)
0820,UNK,DE QUINCY,CALCASIEU,LA,30.45,-93.44,FAUSTOS RESTAURANT HAD ROOF BLOWN OFF. (LCH)
Time,Speed,Location,County,State,Lat,Lon,Comments
0106,UNK,2 SSW RUSK,CHEROKEE,TX,31.78,-95.16,KETK LIVE FACEBOOK POST REPORTS METAL DEBRIS... METAL SHED DESTROYED... TREES DOWN ON HIGHWAY 23 SOUTH OF RUSK. (SHV)
0127,UNK,1 SW REKLAW,CHEROKEE,TX,31.86,-94.99,POWER OUT WEST OF REKLAW. (SHV)
0130,UNK,1 NE REKLAW,RUSK,TX,31.88,-94.97,MULTIPLE TREES REPORTED DOWN IN SOUTHWEST PART OF THE COUNTY ON 225 AND 84. (SHV)
0211,UNK,CUSHING,NACOGDOCHES,TX,31.82,-94.84,LARGE TREE DOWN ACROSS ROAD SHOWN IN DASH CAM VIDEO ON WEATHERNATION TWITTER PAGE IN CUSHING TEXAS. (SHV)
0700,UNK,CAMPTI,NATCHITOCHES,LA,31.9,-93.12,MANUFACTURED HOME DESTROYED. (SHV)
0705,UNK,2 NW NORTH HODGE,JACKSON,LA,32.31,-92.74,QUITMAN FIRE CHIEF REPORTS DAMAGE TO TREES AND HOMES ON BEAR CREEK ROAD. (SHV)
Time,Size,Location,County,State,Lat,Lon,Comments
