Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1100,UNK,2 SE SENTINEL,WASHITA,OK,35.14,-99.15,ONE BARN DESTROYED. POWER POLES DOWNED. (OUN)
1115,UNK,2 SE CORDELL,WASHITA,OK,35.28,-98.95,FOUR POWER POLES DOWNED FROM 2 MILES SOUTH TO 2 MILES EAST OF CORDELL. (OUN)
1120,UNK,3 NW CORN,WASHITA,OK,35.41,-98.82,BARN DESTROYED. 11 POWER POLES DOWNED. (OUN)
1156,65,OMEGA,KINGFISHER,OK,35.87,-98.2,(OUN)
Time,Size,Location,County,State,Lat,Lon,Comments
0333,100,2 WNW VAN HORNE,BENTON,IA,42.02,-92.12,NICKEL TO QUARTER SIZED HAIL. TIME ESTIMATED BASED ON RADAR. (DVN)
0511,100,1 SSE CHICAGO HEIGHTS,COOK,IL,41.5,-87.63,(LOT)
0525,100,HIGHLAND,LAKE,IN,41.55,-87.46,(LOT)
0550,100,CHESTERTON,PORTER,IN,41.6,-87.06,HAIL LASTED 5 MINUTES AND COMPLETELY COVERED THE GROUND. MOSTLY PEA SIZE HAIL BUT SOME BIGGER ONES (LOT)
0715,100,2 NW ELKHART,ELKHART,IN,41.7,-86,(IWX)
0740,100,3 SW WHITE PIGEON,ST. JOSEPH,MI,41.76,-85.68,(IWX)
1110,100,CLINTON,CUSTER,OK,35.51,-98.97,(OUN)
1125,150,12 WNW OKARCHE,KINGFISHER,OK,35.79,-98.17,(OUN)
