Time,F_Scale,Location,County,State,Lat,Lon,Comments
2315,UNK,BELCHER,CADDO,LA,32.75,-93.84,A WEAK EF-0 TORNADO TOUCHED DOWN IN AN OPEN FIELD BETWEEN HIGHWAY 71 AND 3049 ON THE NORTH SIDE OF BELCHER. THIS TORNADO CONTINUED EAST NORTHEAST ACROSS OPEN FARMLAND T (SHV)
2320,UNK,4 NNW BENTON,BOSSIER,LA,32.75,-93.77,THIS IS A CONTINUATION OF THE WEAK EF-0 TORNADO FROM EASTERN CADDO PARISH. THIS TORNADO REMAINED SPORATICALLY ON THE GROUND CROSSING OLD PLAIN DEALING ROAD TO HIGHWAY 3 (SHV)
Time,Speed,Location,County,State,Lat,Lon,Comments
2005,UNK,NASHVILLE,HOWARD,AR,33.94,-93.85,LIMBS DOWN AROUND CITY (SHV)
2035,UNK,2 WNW BENTON,BOSSIER,LA,32.7,-93.77,TREES DOWN ON OLD PLAIN DEALING ROAD (SHV)
2045,UNK,5 ESE GILMER,UPSHUR,TX,32.7,-94.87,LARGE TREE DOWN ON FM 1650 (SHV)
2210,UNK,11 SE TEXARKANA,MILLER,AR,33.36,-93.86,TREE DOWN ALONG CR 13 NEAR GENOA (SHV)
2215,UNK,JEFFERSON,MARION,TX,32.76,-94.35,POWERLINES REPORTED DOWN. (SHV)
2235,UNK,4 ESE BLOOMBURG,MILLER,AR,33.11,-94,TREES DOWN NEAR THE COMMUNITY OF BRIGHT STAR (SHV)
2245,UNK,MARSHALL,HARRISON,TX,32.54,-94.35,4 TREES REPORTED DOWN IN HARRISON COUNTY. (SHV)
2320,UNK,3 SE BRADLEY,LAFAYETTE,AR,33.07,-93.62,TREE REPORTED DOWN ON COUNTY ROAD. (SHV)
2325,UNK,1 NE BELCHER,CADDO,LA,32.76,-93.82,LARGE LIMBS WERE DOWNED ON BELCHER RIVER ROAD NEAR THE LEVEE. (SHV)
2340,UNK,5 ENE BENTON,BOSSIER,LA,32.72,-93.66,TREES DOWN ON BUTLER HILL ROAD (SHV)
Time,Size,Location,County,State,Lat,Lon,Comments
