Time,F_Scale,Location,County,State,Lat,Lon,Comments
2145,UNK,20 N WOLF POINT,ROOSEVELT,MT,48.38,-105.64,LAW ENFORCEMENT IS REPORT MULTIPLE CALLS OF A TORANDO ON THE GROUND EAST OF VOLT NEAR STATE HIGHWAY 13. (GGW)
2200,UNK,11 SW BREDETTE,ROOSEVELT,MT,48.39,-105.45,PUBLIC REPORTS A TORNADO ON THE GROUND ON STATE ROUTE 13 NEAR MILE MARKER 23 AT 4 PM. (GGW)
2241,UNK,22 N POPLAR,ROOSEVELT,MT,48.43,-105.2,TORNADO IS VISIBLE 22 MILES NORTH OF POPLAR. (GGW)
2309,UNK,20 N POPLAR,ROOSEVELT,MT,48.4,-105.2,VIDEO OF TORNADO SENT TO NWS... TORNADO ON THE GROUND AT 509 PM MDT. (GGW)
0200,UNK,WINSLOW,NAVAJO,AZ,35.03,-110.71,SEVERAL PEOPLE REPORTED SEEING A TORNADO TOUCH DOWN OVER WINSLOW CITY PARK. NO DAMAGE WAS REPORTED. (FGZ)
Time,Speed,Location,County,State,Lat,Lon,Comments
2120,UNK,NEW BRAUNFELS,COMAL,TX,29.7,-98.12,1 TO 2 INCH DIAMETER TREE LIMBS BLOWN DOWN AT FREDERICKSBURG RD AND LANDA PARK. WINDS ESTIMATED AT 40 TO 50 MPH. (EWX)
2150,67,ABERDEEN,BINGHAM,ID,42.94,-112.84,67 MPH WIND GUSTS WITH 43 MPH SUSTAINED WINDS AT TIME OF GUSTS. (PIH)
2155,UNK,24 N WOLF POINT,ROOSEVELT,MT,48.44,-105.64,CROP DAMAGE FROM HAIL (GGW)
2232,UNK,2 S OZARK,DALE,AL,31.43,-85.65,A COUPLE OF TREES REPORTED DOWN JUST SOUTH OF OZARK. TIME ESTIMATED BY RADAR DATA. (TAE)
2235,60,10 NE MOORHEAD,POWDER RIVER,MT,45.17,-105.73,(BYZ)
2237,UNK,GREEN VALLEY,PIMA,AZ,31.85,-111.01,LARGE DOWNED TREE IN GREEN VALLEY. TIME ESTIMATE BASED ON RADAR. (TWC)
2247,60,7 NNE DOWNTOWN GILLETTE,CAMPBELL,WY,44.39,-105.46,(UNR)
2315,UNK,2 E GENEVA,GENEVA,AL,31.04,-85.84,TREE DOWN ACROSS COUNTY ROAD 4. (TAE)
2335,UNK,WEEKS,GENEVA,AL,31.15,-86.12,TREE FELL ON A POWER LINE ALONG COUNTY ROAD 5. (TAE)
2354,60,1 SW AHWATUKEE,MARICOPA,AZ,33.31,-112.02,0.25 INCH HAIL. (PSR)
2355,UNK,RITA RANCH,PIMA,AZ,32.11,-110.79,DOWNED TREE. TIME ESTIMATED BY RADAR. (TWC)
2357,UNK,1 SW AHWATUKEE,MARICOPA,AZ,33.31,-112.02,NEAR 30TH STREET AND CHANDLER BLVD. PEA TO MARBLE SIZE HAIL WITH 45-55 MPH THUNDERSTORM WIND GUSTS. NUMEROUS LARGE TREES BLOWN DOWN. (PSR)
2358,60,MEDICINE LAKE,SHERIDAN,MT,48.5,-104.5,(GGW)
0030,UNK,3 NNE CHANDLER FASHION,MARICOPA,AZ,33.34,-111.89,1-2 IN. DIAMETER BRANCHES BLOWN OFF AND 200 YDS. VSBY IN HVY. RAIN. (PSR)
0045,UNK,MESA,MARICOPA,AZ,33.42,-111.74,14 IN. DIAMETER TREE DOWN AND NUMEROUS 2 TO 4 IN. BRANCHES BLOWN OFF. (PSR)
0112,UNK,2 S AVRA VALLEY,PIMA,AZ,32.41,-111.31,ABOUT 30 POWER POLES DOWN ON ANWAY RD BETWEEN MANVILLE AND AVRA VALLEY RD IN AVRA VALLEY. TIME ESTIMATE BASED ON RADAR. (TWC)
0244,59,5 NE LAKE PT,SALT LAKE,UT,40.73,-112.21,GREAT SALT LAKE MARINA - 4206 FT (SLC)
0400,60,MOHALL,RENVILLE,ND,48.76,-101.51,(BIS)
Time,Size,Location,County,State,Lat,Lon,Comments
2200,175,6 NW SCOBEY,DANIELS,MT,48.85,-105.51,(GGW)
2255,100,24 NNW BROCKTON,ROOSEVELT,MT,48.47,-105.12,(GGW)
0130,100,8 NE CULBERTSON,ROOSEVELT,MT,48.23,-104.39,(GGW)
0215,100,5 ESE BAINVILLE,ROOSEVELT,MT,48.11,-104.12,(GGW)
