Time,F_Scale,Location,County,State,Lat,Lon,Comments
1805,UNK,10 SE GOLCONDA,HUMBOLDT,NV,40.84,-117.34,SPOTTER SAW THE FUNNEL CLOUD PICKING UP DEBRIS FROM THE GROUND IN AN OPEN FIELD. THE ESTIMATED WIDTH OF THE TORNADO WAS APPROXIMATELY 25 YARDS. THIS OCCURRED IN A RURAL (LKN)
1925,UNK,14 N GOLCONDA,HUMBOLDT,NV,41.15,-117.52,SPOTTER SAW TORNADO TOUCH DOWN AND WENT OVER DIRT ROAD. TORNADO WENT BACK UP INTO CLOUD QUICKLY. OCCURRED IN A RURAL LOCATION WITH NO DAMAGE. (LKN)
Time,Speed,Location,County,State,Lat,Lon,Comments
0220,62,3 N PUTNAM,DEWEY,OK,35.9,-98.97,HEAT BURST. (OUN)
Time,Size,Location,County,State,Lat,Lon,Comments
1842,100,CLEVELAND,RUSSELL,VA,36.94,-82.15,QUARTER SIZE HAIL (MRX)
2346,175,RAWLINS,CARBON,WY,41.78,-107.23,(CYS)
0006,100,1 N WHEELER,WHEELER,TX,35.45,-100.28,(AMA)
0015,175,5 E SINCLAIR,CARBON,WY,41.78,-107.02,HAIL CAUSED DAMAGE TO HIS CAR. LARGE DENTS (CYS)
0704,100,1 NNE STUART,GUTHRIE,IA,41.51,-94.31,REPORT VIA SOCIAL MEDIA. TIME ESTIMATED BY RADAR. (DMX)
0830,100,SAINT MARYS,WARREN,IA,41.31,-93.73,REPORT VIA SOCIAL MEDIA. TIME ESTIMATED BY RADAR. (DMX)
