Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1200,UNK,MINOT,WARD,ND,48.23,-101.3,MINOT PD SAID MULTIPLE POWER LINES DOWN IN NW MINOT. 6TH STREET UNDERPASS STILL CLOSED. RELAYED BY BROADCAST MEDIA. (BIS)
1218,65,LAKE METIGOSHE STATE PA,BOTTINEAU,ND,48.99,-100.32,(BIS)
2110,UNK,FREEPORT,WALTON,FL,30.5,-86.14,TREE BLEW DOWN ON A POWER LINE NEAR FREEPORT. LIGHTNING MAY HAVE ALSO STARTED A FIRE NEARBY. (TAE)
2145,UNK,1 NW PONCE DE LEON,HOLMES,FL,30.73,-85.95,TREE BLOWN DOWN ACROSS HIGHWAY 81 NEAR PONCE DE LEON. (TAE)
0300,60,2 SE FARMINGDALE,PENNINGTON,SD,43.95,-102.86,(UNR)
0320,67,8 S WALL,PENNINGTON,SD,43.88,-102.24,(UNR)
0420,UNK,PHILIP,HAAKON,SD,44.05,-101.67,BRANCHES DOWN IN TOWN. LARGE TREE DOWN IN TOWN. (UNR)
0428,63,HERMOSA,CUSTER,SD,43.84,-103.19,(UNR)
0430,60,6 NNW KIRLEY,HAAKON,SD,44.61,-101.34,(UNR)
0440,80,CAPUTA,PENNINGTON,SD,43.99,-102.98,(UNR)
0452,70,15 SE DUPREE,ZIEBACH,SD,44.9,-101.37,SIGNIFICANT DAMAGE. LOST ONE BARN AND ANOTHER HEAVILY DAMAGED. HOUSE DAMAGED. LARGE COTTONWOOD TREE SPLIT IN HALF. POWERLINES DOWN. ESTIMATED GUSTS 70 MPH PLUS. (UNR)
0510,80,5 NW MISSION RIDGE,STANLEY,SD,44.74,-100.86,(ABR)
0545,70,15 SE DUPREE,ZIEBACH,SD,44.9,-101.37,SIGNIFICANT DAMAGE. LOST ONE BARN AND ANOTHER HEAVILY DAMAGED. HOUSE DAMAGED. LARGE COTTONWOOD TREE SPLIT IN HALF. POWERLINES DOWN. ESTIMATED GUSTS 70 MPH PLUS. (UNR)
0610,UNK,1 N AGAR,SULLY,SD,44.85,-100.07,TREE REPORTED BLOWN OVER IN RESIDENTS YARD. ESTIMATED 60 MPH WINDS. (ABR)
0645,UNK,2 N HOVEN,WALWORTH,SD,45.27,-99.78,LARGE LIMB DOWN... PEA HAIL AS WELL (ABR)
0649,UNK,HOVEN,POTTER,SD,45.24,-99.78,FEW BRANCHES DOWN IN HOVEN...ALONG WITH PEA HAIL (ABR)
0655,UNK,7 S EUREKA,MCPHERSON,SD,45.67,-99.62,EXTENSIVE DAMAGE TO A 50000 BUSHEL GRAIN BIN (ABR)
0710,60,4 ESE EUREKA,MCPHERSON,SD,45.74,-99.55,(ABR)
Time,Size,Location,County,State,Lat,Lon,Comments
0103,200,4 W AKRA,PEMBINA,ND,48.78,-97.81,REPORTED NEAR THE TOWN OF HALLSON (FGF)
0118,100,4 NW CAVALIER,PEMBINA,ND,48.84,-97.69,(FGF)
0140,100,1 E BATHGATE,PEMBINA,ND,48.88,-97.45,(FGF)
0230,125,3 NNW HUMBOLDT,KITTSON,MN,48.96,-97.12,(FGF)
0306,100,7 SSW CREIGHTON,PENNINGTON,SD,44.16,-102.25,(UNR)
0430,100,5 SSW DOWNTOWN RAPID CI,PENNINGTON,SD,44,-103.26,QUARTER SIZE HAIL COVERING THE ROAD FROM CATRON AND HIGHWAY 16 TO BEAR COUNTRY ON HIGHWAY 16. (UNR)
0454,200,5 SE HAYES,STANLEY,SD,44.33,-100.95,(ABR)
0535,250,3 NW FORT PIERRE,STANLEY,SD,44.39,-100.42,2 TO 2.5 INCH HAIL....MAJOR VEHICLE DAMAGE (ABR)
0535,125,2 S OVERLOOK REC AREA,HUGHES,SD,44.43,-100.38,HALF DOLLAR SIZED HAIL...TREE AND VEHICLE DAMAGE (ABR)
0540,175,COW CREEK REC AREA,SULLY,SD,44.56,-100.5,(ABR)
0605,100,7 NW FORT PIERRE,STANLEY,SD,44.43,-100.48,DIME TO QUARTER SIZE HAIL. NEIGHBORS HAVE SHINGLE DAMAGE. (ABR)
0700,100,1 WNW HIGHMORE,HYDE,SD,44.53,-99.46,HAIL LASTED BETWEEN 1 AND 2 MINUTES (ABR)
0917,100,3 S PICKEREL LAKE STATE,DAY,SD,45.46,-97.28,(ABR)
0920,100,4 NW HILLHEAD,MARSHALL,SD,45.87,-97.46,(ABR)
1157,100,12 S ROSEAU,ROSEAU,MN,48.67,-95.76,RELAYED VIA MEDIA FROM STATION FACEBOOK PAGE. (FGF)
