Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1950,UNK,3 SSW ANTIOCH,HOKE,NC,34.84,-79.21,TREE DOWN MCQUEEN ST NEAR S. DUFFY ROAD. (RAH)
2138,UNK,2 NNW HARRISBURG,CABARRUS,NC,35.35,-80.68,A BRADFORD PEAR TREE SPLIT NOT FAR FROM CHARLOTTE MOTOR SPEEDWAY. (GSP)
2300,UNK,NEW LONDON,STANLY,NC,35.45,-80.22,EMERGENCY MANAGER REPORTS SEVERAL TREES DOWN. (RAH)
0100,60,BRONTE,COKE,TX,31.89,-100.3,STRIPES CONVENIENCE STORE SIGN WAS DAMAGED. (SJT)
0117,UNK,1 NNW CLYDE,Callahan,TX,32.41,-99.5,2 DOWNED POWER LINES IN CLYDE AND BAIRD. MESONET STATION IN CLYDE MEASURED PEAK GUST OF 44 MPH. (SJT)
Time,Size,Location,County,State,Lat,Lon,Comments
1825,100,HOBE SOUND,MARTIN,FL,27.07,-80.14,TRAINED SPOTTER REPORTED QUARTER SIZE AND LARGER HAIL IN HOBE SOUND. (MLB)
1910,175,2 SSW JUPITER ISLAND,Martin,FL,26.98,-80.11,PUBLIC REPORTED GOLF BALL SIZED HAIL AT THE RIVER RIDGE COMMUNITY IN TEQUESTA OFF COUNTY LINE ROAD. (MLB)
1959,100,3 NE ANTIOCH,HOKE,NC,34.91,-79.16,QUARTER-SIZED HAIL REPORTED ON HALL ROAD. (RAH)
0010,100,2 W LORENZO,LUBBOCK,TX,33.67,-101.57,ALONG HIGHWAY 62. (LUB)
