Time,F_Scale,Location,County,State,Lat,Lon,Comments
1237,UNK,2 NE WALESKA,CHEROKEE,GA,34.33,-84.53,A BRIEF EF-0 TORNADO TOUCHED DOWN IN CHEROKEE COUNTY GEORGIA JUST AFTER 730 AM IN THE MORNING. ALTHOUGH THE TOTAL PATH WAS 3 MILES...THE TORNADO SKIPPED ALONG THE GROUN (FFC)
2032,UNK,3 ESE ISLE OF WIGHT,ISLE OF WIGHT,VA,36.89,-76.66,EF0. NUMEROUS TREES DOWN. SOME TREES WERE DOWNED ONTO HOMES. BARNS AND OUTBUILDINGS ALSO DAMAGED. (AKQ)
2032,UNK,MOGARTS BEACH,ISLE OF WIGHT,VA,37.03,-76.6,EF0. MANY TREES UPROOTED SNAPPED. POWER LINES DOWN. SOME TREES ON HOMES AND VEHICLES. (AKQ)
2050,UNK,HAMPTON,CITY OF HAMPTON,VA,37.05,-76.3,EF0...SEVERE DAMAGE TO SCHOOL MAINTENANCE BLDG IN FOXHILL AREA...TREES DOWN...ROOF DAMAGE TO HOMES (AKQ)
Time,Speed,Location,County,State,Lat,Lon,Comments
1215,UNK,4 S NEW PROSPECT,AUTAUGA,AL,32.61,-86.55,TREES DOWN BLOCKING THE ROAD IN MULTIPLE LOCATIONS...NEAR THE INTERSECTIONS OF CR 40 AND 57,CR 57 AND 42,CR 57 AND 20. ALSO TREES REPORTED DOWN BLOCKING THE SB LANE OF (BMX)
1230,UNK,2 WNW JORDAN LAKE,ELMORE,AL,32.65,-86.33,MULTIPLE TREES AND POWERLINES DOWN ALONG LIGHTWOOD RD. PORCH ROOF/AWNING REMOVED FROM HOME NEAR INTERSECTION OF LIGHTWOOD RD AND BLACKWELLS RD. TIME ESTIMATED FROM RADA (BMX)
1232,60,W VININGS,COBB,GA,33.87,-84.47,50 TO 60 MPH WINDS IN VININGS (FFC)
1250,UNK,ALEXANDER CITY,TALLAPOOSA,AL,32.93,-85.93,SEVERAL TREES WERE BLOWN DOWN IN AND NEAR THE CITY. SOME OF THE TREES LANDED ON HOMES. (BMX)
1253,UNK,2 W CEDARTOWN,POLK,GA,34.01,-85.29,NUMEROUS TREES AND POWERLINES DOWN ON PRIOR STATION ROAD AND PIEDMONT HWY (FFC)
1255,UNK,NEW SITE,TALLAPOOSA,AL,33.04,-85.78,TREES DOWN ACROSS EASTERN AND NORTHERN TALLAPOOSA COUNTY. (BMX)
1305,UNK,DADEVILLE,TALLAPOOSA,AL,32.83,-85.77,TREES DOWN ON POWERLINES IN THE CITY OF DADEVILLE. TIME ESTIMATED FROM RADAR. (BMX)
1305,UNK,6 SE CANTON,CHEROKEE,GA,34.18,-84.42,NUMEROUS TREES DOWN THROUGHOUT CHEROKEE COUNTY. PARTICULARY HWY 140 AND E. CHEROKEE DRIVE AREA (FFC)
1310,UNK,6 W WOODSTOCK,CHEROKEE,GA,34.1,-84.62,TREES DOWN ON MOBILE HOME. 2 PEOPLE TRAPPED (FFC)
1315,UNK,2 S ROOPVILLE,HEARD,GA,33.42,-85.13,ONE TREE WAS BLOWN DOWN. (FFC)
1319,UNK,ALEXANDER CITY,TALLAPOOSA,AL,32.93,-85.93,SEVERAL TREES WERE BLOWN DOWN IN AND NEAR THE CITY. SOME OF THE TREES LANDED ON HOMES. (BMX)
1325,UNK,4 SSW CONYERS,ROCKDALE,GA,33.61,-84.04,ONE TREE DOWN AT EBENEZER ROAD AND TROUPE SMITH ROAD. (FFC)
1325,UNK,WATERFORD,HALL,GA,34.29,-83.87,APPROXIMATELY 10 TREES AND POWERLINES DOWN ACROSS THE WESTERN PORTION OF THE COUNTY. (FFC)
1332,60,W VININGS,COBB,GA,33.87,-84.47,50 TO 60 MPH WINDS IN VININGS. CORRECTED FOR THE TIME (FFC)
1342,UNK,2 SW CORNELIA,HABERSHAM,GA,34.49,-83.55,TREE DOWN ON DUNCAN BRIDGE ROAD IN BALDWIN (GSP)
