Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2200,66,2 WSW LIVINGSTON,PARK,MT,45.65,-110.6,(BYZ)
2350,UNK,MASON CITY,CERRO GORDO,IA,43.15,-93.2,POWER LINE DOWN ON TREE WITH FIRE ALONG BIRCH DR. TIME ESTIMATED. (DMX)
0538,79,HUTCHINSON,RENO,KS,38.07,-97.91,(ICT)
0543,UNK,HUTCHINSON,RENO,KS,38.07,-97.91,DELAYED REPORT. KSN REPORTS ON TWITTER DAMAGE TO FENCES... TREE LIMBS AND POWER LINES DOWN IN HUTCHINSON. EXACT TIME UNKNOWN. (ICT)
Time,Size,Location,County,State,Lat,Lon,Comments
1411,100,2 WNW LONG LAKE,HENNEPIN,MN,44.99,-93.6,QUARTER SIZE HAIL IN ORONO. (MPX)
2228,125,5 SW BUFFALO CENTER,KOSSUTH,IA,43.33,-94.01,50-60 PERCENT OF BEAN LEAVES STRIPPED. HAILED 528-535PM. MAINLY DIMES... AS LARGE AS HALF DOLLAR. WITH HEAVY RAIN AND 50 MPH WIND. THE DURATION OF THE HAIL EVENT WAS 7 (DMX)
2350,175,CLEAR LAKE,CERRO GORDO,IA,43.14,-93.37,MEDIA RELAYED A PUBLIC SOCIAL MEDIA PICTURE OF LARGE HAIL... ESTIMATED AROUND GOLF BALL IN SIZE. TIME ESTIMATED FROM RADAR. (DMX)
0010,100,1 NNW MASON CITY,CERRO GORDO,IA,43.17,-93.2,TRAINED SPOTTER REPORTED NICKEL TO QUARTER SIZED HAIL. (DMX)
