Time,F-Scale,Location,County,State,Lat,Lon,Comments
1915,UNK,1 N COUDERSPORT,POTTER,PA,41.79,-78.01,EF0 TORNADO CONFIRMED NEAR COUDERSPORT (CTP)
1938,UNK,7 SSW CORNING,STEUBEN,NY,42.05,-77.11,TORNADO TOUCHDOWN NEAR INTERSECTION OF RYERS CREEK ROAD AND RIVER ROAD. TREE DAMAGE...WITH ONE TREE FALLING ON A HOUSE. TORNADO WAS DETERMINED TO BE 100 YARDS WIDE AND (BGM)
1945,UNK,SOUTH CORNING,STEUBEN,NY,42.12,-77.04,TORNADO TOUCH DOWN NEAR SOUTH CORNING CAUSING DAMAGE TO TREES AND HOMES. MINOR ROOF DAMAGE OCCURED ALONG WITH SIDING AND FLASHING DAMAGE. DEBRIS PENETRATED SOME HOUSES. (BGM)
1958,UNK,ELMIRA,CHEMUNG,NY,42.09,-76.81,NUMEROUS TREES DOWN... NUMEROUS ROOFS OFF BUILDINGS... PEOPLE TRAPPED IN VEHICLES (BGM)
2100,UNK,1 SE SOUTH MONTROSE,SUSQUEHANNA,PA,41.79,-75.87,PATH OF TREES AND STRUCTURAL DAMAGE APPROXIMATELY 0.8 MILES LONG AND 50-150 YARDS WIDE OCCURRED FROM JOHNSON POND ROAD TO MESHOHPPEN CREEK ROAD. ESTIMATED MAX WIND SPEE (BGM)
2144,UNK,1 SSW FREELAND,LUZERNE,PA,41.01,-75.9,CONFIRMED TORNADO SOUTH-SOUTHWEST OF FREELAND... PA IN FOSTER TOWNSHIP. AT THIS LOCATION...AN OUTDOOR STORAGE BARN WAS DESTROYED ALONG WITH SEVERAL UPROOTED AND SNAPPED (BGM)
Time,Speed,Location,County,State,Lat,Lon,Comments
1714,58,SOUTHWEST GA REGIONAL A,DOUGHERTY,GA,31.53,-84.19,GUST OF 010/50 KNOTS AT THE KABY AIRPORT. (TAE)
1730,UNK,KINSMAN,TRUMBULL,OH,41.45,-80.6,NUMEROUS LARGE BRANCHES DOWN. (CLE)
1734,UNK,EDINBORO,ERIE,PA,41.87,-80.12,TREES AND LARGE LIMBS DOWN. (CLE)
1740,UNK,2 W SUMMERDALE,CHAUTAUQUA,NY,42.21,-79.61,TREE DOWN ON WIRES (BUF)
1750,UNK,JAMESTOWN,MERCER,PA,41.48,-80.44,NUMEROPUS TREES DOWN FROM SANDY LAKE TO PYMATUNING LAKE. (PBZ)
1800,UNK,9 SW MEADVILLE,CRAWFORD,PA,41.55,-80.27,MANY TREES DOWN (CLE)
1800,UNK,SUGAR GROVE,WARREN,PA,41.98,-79.34,TREES AND WIRES DOWN. (CTP)
1804,UNK,RANDOLPH,CATTARAUGUS,NY,42.16,-78.98,TREE BLOCKING ROADWAY (BUF)
1804,UNK,1 NW ELLICOTTVILLE,CATTARAUGUS,NY,42.28,-78.68,TREE DOWN ON WIRES (BUF)
1815,UNK,2 NE NORTH CANTON,STARK,OH,40.89,-81.37,SEVERAL LARGE TREES DOWN. (CLE)
1821,UNK,1 N SHONGO,CATTARAUGUS,NY,42.16,-78.78,TREE DOWN (BUF)
1825,UNK,4 N BELFAST,ALLEGANY,NY,42.4,-78.11,TREES DOWN (BUF)
1830,UNK,FRANKLIN,VENANGO,PA,41.39,-79.84,WIDESPREAD TREES DOWN THROUGHOUT THE COUNTY. (PBZ)
1830,UNK,6 E OIL CITY,VENANGO,PA,41.43,-79.59,NUMEROUS TREES AND POWER LINES DOWN ALONG ROUTE 62 IN PRESIDENT TWP. (PBZ)
1835,UNK,NEW MADISON,DARKE,OH,39.97,-84.71,TWO TREES DOWN. TIME ESTIMATED. (ILN)
1835,UNK,LEWIS RUN,MCKEAN,PA,41.87,-78.66,NUMEROUS LARGE TREES AND POWER LINES DOWN. (CTP)
