Time,F-Scale,Location,County,State,Lat,Lon,Comments
2345,UNK,2 ESE ST. LOUISVILLE,LICKING,OH,40.16,-82.38,SAW FUNNEL CLOUD TOUCH DOWN BUT WAS UNABLE TO SEE ANY DEBRIS ASSOCIATED WITH IT. POSSIBLE TORNADO. (ILN)
Time,Speed,Location,County,State,Lat,Lon,Comments
1430,UNK,TUPELO,LEE,MS,34.26,-88.73,A FEW TREES REPORTED DOWN NEAR TUPELO IN LEE COUNTY. (MEG)
1820,UNK,4 NNE MONTGOMERY,MONTGOMERY,AL,32.41,-86.26,DAMAGE REPORTED TO THE ROOF OF THE CRUMP COMMUNITY CENTER. ADDITIONALLY,SOME TREE DAMAGE IN THE SAME AREA. (BMX)
2005,UNK,2 NW SEVIERVILLE,SEVIER,TN,35.91,-83.6,DISPATCH REPORTED A FEW TREES DOWN ON BOYDS CREEK HIGHWAY. (MRX)
2102,60,2 NW DANVILLE,HENDRICKS,IN,39.78,-86.55,(IND)
2157,UNK,GREENFIELD,HANCOCK,IN,39.79,-85.77,POWER LINES DOWN... 600S SR 9 (IND)
2205,UNK,FRANKLIN,JOHNSON,IN,39.49,-86.06,SMALL LIMBS DOWN (IND)
2255,UNK,2 SE MARYSVILLE,UNION,OH,40.22,-83.35,PART OF A ROOF BLOWN OFF A BARN AND DAMAGE TO A GARAGE. (ILN)
2320,UNK,URBANA,CHAMPAIGN,OH,40.11,-83.75,LARGE BRANCHES DOWN. (ILN)
2324,68,3 S ENGLEWOOD,MONTGOMERY,OH,39.82,-84.31,AT OLIVE AND SHILOH SPRINGS ROADS IN TROTWOOD (ILN)
0001,UNK,3 NNW DOWNTOWN COLUMBUS,FRANKLIN,OH,40,-83.02,LARGE BRANCHES DOWN ON OHIO STATE UNIVERSITY CAMPUS. TIME ESTIMATED FROM RADAR (ILN)
0012,59,KCMH PORT COLUMBUS APT,FRANKLIN,OH,40,-82.89,(ILN)
0025,UNK,NORTH COLLEGE HILL,HAMILTON,OH,39.22,-84.55,LARGE TREE DOWN ON LOIS DRIVE. (ILN)
0205,UNK,NELSONVILLE,ATHENS,OH,39.46,-82.23,SEVERAL TREES DOWN (RLX)
Time,Size,Location,County,State,Lat,Lon,Comments
2018,150,JAMESTOWN,HENDRICKS,IN,39.93,-86.63,(IND)
2042,100,5 E ROCKVILLE,PARKE,IN,39.77,-87.14,(IND)
2102,175,2 NW DANVILLE,HENDRICKS,IN,39.78,-86.55,(IND)
2108,100,6 E VERNON,MARION,IL,38.8,-88.98,(LSX)
2130,100,4 NE LINDSAY,PLATTE,NE,41.74,-97.64,(OAX)
2137,125,MUNCIE,DELAWARE,IN,40.2,-85.39,(IND)
2140,100,4 NW SHIRLEY,HANCOCK,IN,39.93,-85.63,(IND)
2145,100,HUMPHREY,PLATTE,NE,41.69,-97.49,NICKEL TO QUARTER SIZE HAIL. (OAX)
2150,150,CARLYLE,CLINTON,IL,38.62,-89.37,(LSX)
2153,100,1 NNE PETERSBURG CROSSI,DUPLIN,NC,34.97,-77.76,(MHX)
2203,125,4 NE SALIX,WOODBURY,IA,42.35,-96.23,QUARTER TO HALF DOLLAR HAIL FROM 2W TO 2E OF LUTON (FSD)
2205,100,LIVELY GROVE,WASHINGTON,IL,38.3,-89.62,(LSX)
2211,100,2 NNW SELMAVILLE,MARION,IL,38.64,-89.01,(LSX)
2222,100,HASTY,NEWTON,AR,36.02,-93.05,QUARTER SIZED HAIL IS COVERING THE GROUND IN HASTY. (LZK)
2229,100,MINGO,CHAMPAIGN,OH,40.21,-83.64,(ILN)
2238,100,5 S MANSFIELD,RICHLAND,OH,40.69,-82.53,(CLE)
2240,100,1 S EROS,MARION,AR,36.17,-92.85,(LZK)
2240,100,DELAWARE,DELAWARE,OH,40.3,-83.08,(ILN)
2248,100,CENTRALIA,MARION,IL,38.52,-89.13,(LSX)
2248,100,WEST MANCHESTER,PREBLE,OH,39.9,-84.63,(ILN)
2250,100,2 N MAPLETON,MONONA,IA,42.2,-95.79,(OAX)
2252,100,SUNBURY,DELAWARE,OH,40.25,-82.86,(ILN)
2300,100,1 NNE PETERSBURG,ONSLOW,NC,34.94,-77.53,HAIL COVERING LAWN. A MIX OF PEA TO QUARTER SIZE HAIL. (MHX)
2300,175,8 N BURR OAK,JEWELL,KS,39.99,-98.3,(GID)
2302,100,UNION,MONTGOMERY,OH,39.9,-84.31,(ILN)
2306,150,CAMPBELL HILL,JACKSON,IL,37.93,-89.55,PING PONG SIZE HAIL REPORTED IN THE COMMUNITY. (PAH)
2313,175,CENTERBURG,KNOX,OH,40.3,-82.7,QUARTER TO GOLF BALL SIZED HAIL REPORTED. (CLE)
2324,125,3 S ENGLEWOOD,MONTGOMERY,OH,39.82,-84.31,INTERSECTION OF OLIVE AND SHILOH SPRING ROADS IN TROTWOOD (ILN)
2333,100,2 N WESTERVILLE,DELAWARE,OH,40.15,-82.92,(ILN)
2336,100,3 N VINCENNES,KNOX,IN,38.72,-87.51,(IND)
2342,125,3 WSW MARTINSBURG,KNOX,OH,40.25,-82.41,(CLE)
2345,100,2 ESE ST. LOUISVILLE,LICKING,OH,40.16,-82.38,PENNY TO QUARTER SIZE HAIL. (ILN)
2359,100,5 E MANKATO,JEWELL,KS,39.79,-98.11,3/4 AND ONE INCH HAIL REPORTED AT THE JUNCTION OF HIWAYS 14 AND 36. (GID)
0021,100,4 ESE JAMESTOWN,FAYETTE,OH,39.64,-83.66,(ILN)
0037,100,1 S HEBRON,LICKING,OH,39.95,-82.49,(ILN)
0045,175,RIO BRAVO,WEBB,TX,27.36,-99.48,GOLF BALL HAIL REPORTED IN RIO BRAVO. (CRP)
0154,100,AUSTIN,SCOTT,IN,38.74,-85.81,(LMK)
0235,100,6 N MARIETTA,WASHINGTON,OH,39.51,-81.45,HAIL COVERING GROUND ALONG I-77. (RLX)
1130,100,2 S MOULTON,LAWRENCE,AL,34.45,-87.29,DIME TO QUARTER SIZED HAIL REPORTED SOUTH OF MOULTON. (HUN)
