Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1723,69,7 S ROCHESTER,OLMSTED,MN,43.91,-92.48,ROCHESTER ASOS PK WND 31060/1723 (ARX)
1835,UNK,BELLEFONTE,CENTRE,PA,40.91,-77.77,TREES REPORTED DOWN IN AND AROUND BELLEFONTE. (CTP)
1858,UNK,VALLEY COTTAGE,ROCKLAND,NY,41.12,-73.94,WIRES DOWN IN VALLEY COTTAGE. (OKX)
1900,UNK,HAMILTON TWP,MONROE,PA,40.93,-75.29,TREES DOWN IN HAMILTON TOWNSHIP. (PHI)
2000,65,10 S SHARON SPRINGS,WALLACE,KS,38.75,-101.75,(GLD)
2015,UNK,SHEPPTON,SCHUYLKILL,PA,40.9,-76.11,ROOF DAMAGE TO AN INDUSTRIAL COMPLEX IN EAST UNION TWP. (CTP)
2031,UNK,1 SW UPPER NYACK,ROCKLAND,NY,41.11,-73.92,LARGE TREE DOWN ON CAR AT ROUTE 9W AND CHRISTIAN HERALD RD (OKX)
2044,UNK,EAST HAMPTON,MIDDLESEX,CT,41.57,-72.5,TREE LIMBS DOWN IN EAST HAMPTON. (OKX)
2100,UNK,EAST HAMPTON,MIDDLESEX,CT,41.57,-72.5,TREE DOWN IN EAST HAMPTON. (OKX)
2208,60,8 N DODGE CITY,FORD,KS,37.88,-100.03,(DDC)
2253,81,NESS CITY,NESS,KS,38.45,-99.91,A LARGE TREE WAS ALSO BLOWN DOWN AND POWER POLE SNAPPED WITHIN NESS CITY. (DDC)
2325,80,6 N CEDAR BLUFF,TREGO,KS,38.87,-99.75,NICKEL SIZE HAIL ALSO REPORTED WITH THIS STORM. (DDC)
2357,70,ZURICH,ROOKS,KS,39.23,-99.43,DELAYED REPORT VIA FACEBOOK FROM SATURDAY EVENING. SECTIONS OF PRIVACY FENCE DESTROYED. PIECES OF METAL BLOWN OFF BARBEQUE GRILL. ALSO QUARTER SIZE HAIL. (GID)
0015,UNK,2 NW MODESTO,STANISLAUS,CA,37.68,-121.02,TWO WOOD FENCES KNOCKED OVER AND SEVERAL ROOF SHINGLES BLOWN OFF OF TWO HOMES. (STO)
0135,64,3 SSE BOISE CITY,CIMARRON,OK,36.69,-102.5,(AMA)
0210,60,12 NE COOLIDGE,HAMILTON,KS,38.17,-101.87,(DDC)
0245,74,7 SW SHARON SPRINGS,WALLACE,KS,38.82,-101.84,(GLD)
0253,63,TRIBUNE,GREELEY,KS,38.47,-101.75,(GLD)
0310,64,3 SSE BOISE CITY,CIMARRON,OK,36.69,-102.5,(AMA)
0352,UNK,MARSHFIELD,WOOD,WI,44.66,-90.16,POWER LINES DOWN (GRB)
0650,UNK,WAHKON,MILLE LACS,MN,46.12,-93.52,LARGE TREES UPROOTED. (MPX)
Time,Size,Location,County,State,Lat,Lon,Comments
1242,125,BALATON,LYON,MN,44.23,-95.87,(FSD)
1305,175,1 S TRACY,LYON,MN,44.22,-95.62,(FSD)
1648,125,2 S CLAREMONT,DODGE,MN,44.02,-93,(ARX)
1656,125,PRICHARD,LUZERNE,PA,41.26,-76.14,ALSO SOME QUARTER SIZED (BGM)
1806,125,EAST STROUDSBURG,MONROE,PA,41,-75.18,(PHI)
1837,100,NEW WINDSOR,ORANGE,NY,41.47,-74.03,ONE INCH HAIL NEAR NEW WINDSOR. (OKX)
1840,100,NERSTRAND,RICE,MN,44.34,-93.06,HAILED FOR ABOUT 5 MINUTES (MPX)
2015,100,5 NE BURNSVILLE,DAKOTA,MN,44.81,-93.2,(MPX)
2041,150,INVER GROVE HEIGHTS,DAKOTA,MN,44.83,-93.06,(MPX)
2047,175,2 NE NEWPORT,WASHINGTON,MN,44.89,-92.97,PUBLIC REPORTED GOLF BALL SIZED HAIL NEAR INTERSECTION OF BAILEY RD AND WOODLANE IN WOODBURY. (MPX)
2103,175,2 N TELL,BUFFALO,WI,44.41,-91.87,(ARX)
2140,100,4 W FOWLER,MEADE,KS,37.39,-100.27,(DDC)
2150,100,3 NNE INDEPENDENCE,TREMPEALEAU,WI,44.4,-91.4,STRONG WIND GUSTS ALSO REPORTED BETWEEN ELEVA AND INDEPENDENCE (ARX)
2150,100,3 S ELLSWORTH,PIERCE,WI,44.69,-92.48,(MPX)
2200,175,4 SW ELMWOOD,PIERCE,WI,44.74,-92.22,GOLF BALL SIZED HAIL REPORTED BY TRAINED SPOTTER. (MPX)
2215,125,ELMWOOD,PIERCE,WI,44.78,-92.15,(MPX)
2255,175,3 ESE CARYVILLE,EAU CLAIRE,WI,44.73,-91.62,GOLF BALL SIZED HAIL REPORTED IN BRUNSWICK. REPORT RELAYED VIA WARNING POINT. (MPX)
0020,100,BOOTLEG,DEAF SMITH,TX,34.83,-102.81,(AMA)
0140,100,1 SE STRATFORD,SHERMAN,TX,36.33,-102.06,(AMA)
0230,175,BIG FLATS,ADAMS,WI,44.12,-89.8,RELAYED BY WSAW. (ARX)
0420,100,ROSHOLT,ROBERTS,SD,45.87,-96.73,(ABR)
0430,100,4 N CLAIRE CITY,ROBERTS,SD,45.91,-97.1,(ABR)
0455,100,LIDGERWOOD,RICHLAND,ND,46.07,-97.15,(FGF)
0501,100,15 W BRITTON,BROWN,SD,45.79,-98.06,(ABR)
0505,100,STEELE,KIDDER,ND,46.85,-99.92,REPORT RELAYED BY MEDIA. (BIS)
0700,100,NEW LEIPZIG,GRANT,ND,46.37,-101.95,REPORT RELAYED BY MEDIA. (BIS)
0715,100,HEART BUTTE DAM,GRANT,ND,46.6,-101.81,HAIL SIZE OF 0.5 TO 1 INCH COVERING THE GROUND (BIS)
