Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2005,UNK,MARRERO,JEFFERSON,LA,29.89,-90.11,PARTIAL BUILDING COLLAPSE AT AN AUTO DEALERSHIP. UNKNOWN CAUSE BUT OCCURRED DURING TORRENTIAL RAINFALL AND POSSIBLE DOWNBURST PRIOR TO AND DURING TIME OF COLLAPSE. (LIX)
2230,60,9 W PEETZ,LOGAN,CO,40.97,-103.29,IN ADDITION TO 1.50 INCHES OF RAINFALL. (BOU)
2253,67,SIDNEY,CHEYENNE,NE,41.13,-102.97,(CYS)
2314,60,1 E SIDNEY,CHEYENNE,NE,41.13,-102.95,SMALL TREE BRANCHES TORN OFF TREES. (CYS)
2347,58,5 SSW BURLINGTON,KIT CARSON,CO,39.24,-102.29,(GLD)
0102,59,GOODLAND,SHERMAN,KS,39.35,-101.71,(GLD)
0140,60,5 SW SHARPS CORNER,OGLALA LAKOTA,SD,43.34,-102.47,(UNR)
Time,Size,Location,County,State,Lat,Lon,Comments
1800,100,15 N HAYDEN,ROUTT,CO,40.71,-107.26,2 TO 3 INCH ACCUMULATION OF BB TO PEA SIZE HAIL WITH SOME LARGER HAIL STONES UP TO A QUARTER SIZE AT TIMES AROUND NOON ON SATURDAY... SEPTEMBER 3. VERY HEAVY RAIN ALSO (GJT)
2214,100,2 N PAWNEE PASS,LOGAN,CO,40.66,-103.48,(BOU)
2248,125,ROY,HARDING,NM,35.94,-104.2,(ABQ)
2322,175,3 S MCCOOK,RED WILLOW,NE,40.16,-100.62,(GLD)
2350,125,MCCOOK,RED WILLOW,NE,40.2,-100.62,HAIL LASTED ABOUT 5 MINUTES. RELAYED VIA SOCIAL MEDIA. (GLD)
0015,125,7 SSE CHIVINGTON,KIOWA,CO,38.35,-102.49,. (PUB)
0025,100,9 SE BENKELMAN,CHEYENNE,KS,39.96,-101.41,REPORT RELAYED VIA SOCIAL MEDIA. (GLD)
0030,250,11 SE AKRON,WASHINGTON,CO,40.06,-103.06,STRONG WIND AND HEAVY RAIN ALSO OBSERVED. (BOU)
0105,300,11 SE AKRON,WASHINGTON,CO,40.09,-103.12,ROOF AND VEHICLE DAMAGE W/ 1.25 INCHES OF RAINFALL. (BOU)
0325,300,7 SE AKRON,WASHINGTON,CO,40.09,-103.12,ROOF AND VEHICLE DAMAGE W/ 1.25 INCHES OF RAINFALL. (BOU)
1005,100,SELZ,PIERCE,ND,47.86,-99.89,PICTURE SHARED ON TWITTER (BIS)
1040,150,4 SE STARKWEATHER,RAMSEY,ND,48.41,-98.82,ALSO LOTS OF HALF AND INCH TO THREE-QUARTERS INCH HAIL. LARGER HAIL WAS FOUND ON WAY OUT TO RAINGAGE A FEW HOURS AFTER IT FELL. (FGF)
