Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1700,65,SAN YGNACIO,ZAPATA,TX,27.03,-99.45,ZAPATA COUNTY EMERGENCY MANAGER REPORTS THUNDERSTORM WIND GUSTS OF 60 TO 65 MPH OCCURRED IN SAN YGNACIO. (BRO)
1700,UNK,SAN YGNACIO,ZAPATA,TX,27.03,-99.45,THREE TO FOUR HOMES WITH ROOF DAMAGE IN SAN YGNACIO AS WELL AS ONE MOBILE HOME DESTROYED. (BRO)
1735,62,ZAPATA,ZAPATA,TX,26.89,-99.26,(BRO)
1738,UNK,15 NW ZAPATA,ZAPATA,TX,27.05,-99.43,THREE TO FOUR HOMES WITH ROOF DAMAGE IN SAN YGNACIO AS WELL AS ONE MOBILE HOME DESTROYED. (BRO)
1803,UNK,ZAPATA,ZAPATA,TX,26.89,-99.26,SEVERAL TREES DOWN AROUND 4 INCHES IN DIAMETER AT 4TH AND FLORES STREETS IN ZAPATA. (BRO)
1805,68,DOLPHINS STADIUM,MIAMI-DADE,FL,25.95,-80.24,A WIND GUST OF 59 KTS...OR 68 MPH...WAS REPORTED BY A MESONET SITE AT SUN LIFE STADIUM. THIS MESONET SITE IS LOCATED ON TOP OF THE STADIUM...AT AN ESIMATED HEIGHT OF AB (MFL)
1815,UNK,1 NNW VICTORIA,COFFEE,AL,31.56,-85.93,A COUPLE TREES AND POWER LINES DOWN NEAR INTERSECTION OF CR 209 AND CR 210. (TAE)
1845,UNK,JUPITER,PALM BEACH,FL,26.93,-80.1,MEDIA REPORTED SEVERAL TREE BRANCHES WERE SNAPPED AND TWO LIGHT POLES WERE BENT/KNOCKED DOWN...NEAR THE INTERSECTION OF INDIAN CREEK PARKWAY AND MAPLEWOOD DRIVE. DAMAGE (MFL)
1856,UNK,1 NE ORANGE GROVE,JIM WELLS,TX,27.97,-97.93,TELEPHONE POLES SNAPPED ALONG WITH TREES DOWN IN ORANGE GROVE. ALSO POLES AND TREES DOWN NEAR ORANGE GROVE HIGH SCHOOL. (CRP)
1919,UNK,5 SW SAN PATRICIO,NUECES,TX,27.93,-97.83,20 FT TALL WELL SECURED TV ANTENNA BLOWN DOWN. (CRP)
2026,60,ZAPATA,ZAPATA,TX,26.89,-99.26,WIND GUSTS ESTIMATED 60 TO 65 MPH AT LINCOLN AND 5TH STREET. (BRO)
2055,UNK,3 E JEFFERSON,CARROLL,MS,33.63,-89.84,TREES WERE BLOWN DOWN ALONG TWO COUNTY ROADS NEAR THE COUNTY BORDER (JAN)
2210,UNK,6 N SAN MANUEL,HIDALGO,TX,26.66,-98.11,*** 1 INJ *** SEMI TRAILER BLOWN OVER ON US 281 6 MILES NORTH OF TX HWY 186. (BRO)
2305,60,RAYMONDVILLE,WILLACY,TX,26.48,-97.78,WILLACY COUNTY EMERGENCY MANAGER REPORTS 50 TO 60 MPH WINDS OCCURRED IN RAYMONDVILLE. (BRO)
2305,UNK,NNE ORANGE SPRINGS,MARION,FL,29.51,-81.95,A CONVENIENT STORE ALONG U.S. HIGHWAY 315 REPORTED THAT THERE WERE NUMEROUS TREE LIMBS DOWN. THE TIME GIVEN WAS BASED ON RADAR. (JAX)
2325,60,1 NE INTERLACHEN,PUTNAM,FL,29.62,-81.89,THE INTERLACHEN FIRE DEPARTMENT REPORTED WIND GUSTS ESTIMATED AT 50 TO 60 MPH. THE TIME GIVEN WAS BASED ON RADAR. (JAX)
0130,UNK,2 WNW HOLT,TUSCALOOSA,AL,33.26,-87.54,TREE DOWN AT MARTIN RD AND UNION CHAPEL RD. WINDS ESTIMATED AT 40 TO 50 MPH. (BMX)
Time,Size,Location,County,State,Lat,Lon,Comments
1950,175,CABALLO,SIERRA,NM,32.98,-107.31,(EPZ)
1952,100,4 N ROBSTOWN,NUECES,TX,27.86,-97.66,(CRP)
2023,100,ZAPATA,ZAPATA,TX,26.89,-99.26,QUARTER SIZE HAIL REPORTED AT LINCOLN AND 5TH STREET. (BRO)
2115,125,4 S DUCK HILL,MONTGOMERY,MS,33.57,-89.7,QUARTER TO HALF DOLLAR SIZE HAIL SOUTH OF DUCK HILL (JAN)
