Time,F-Scale,Location,County,State,Lat,Lon,Comments
1935,UNK,3 ESE NAPLES,COLLIER,FL,26.12,-81.75,REPORTS RELAYED BY COLLIER COUNTY EMERGENCY MANAGEMENT OF MOSTLY TREE DAMAGE IN EAST NAPLES FROM BARCELONA CIRCLE AND BEECHWOOD LAKE RD AREAS NORTHWEST TO INTERSECTION (MFL)
1958,UNK,EAST NAPLES,COLLIER,FL,26.14,-81.74,THERE WAS A POSSIBLE TORNADO TOUCHDOWN ALONG TAMIAMI TRAIL AND RATTLESNAKE HAMMOCK ROAD IN EAST NAPLES. LAW ENFORCEMENT REPORTED A DAMAGE PATH ASSOCIATED WITH THIS POSS (MFL)
2000,UNK,2 E VANDERBILT BEACH,COLLIER,FL,26.27,-81.79,*** 1 INJ *** PROBABLE BRIEF TORNADO TOUCHDOWN AT NORTH COLLIER HOSPITAL ON CORNER OF IMMOKALEE AND GOODLETTE-FRANK ROADS IN NORTH NAPLES AREA. DAMAGE REPORTED TO TREES (MFL)
2015,UNK,NAPLES,COLLIER,FL,26.14,-81.8,*** 1 INJ *** A POSSIBLE TORNADO PASSED OVER NORTH COLLIER HOSPITAL IN NAPLES. DAMAGES CONSISTED OF DOWNED TREE LIMBS AND BROKEN STREET LIGHTS ON A PARKING GARAGE. ONE (MFL)
Time,Speed,Location,County,State,Lat,Lon,Comments
1940,UNK,CHESTERFIELD,HAMPSHIRE,MA,42.4,-72.85,TREED OWN ON HYDE HILL ROAD (BOX)
1940,UNK,KEENE,CHESHIRE,NH,42.95,-72.3,TREES AND WIRES DOWN IN WEST KEENE (BOX)
2005,UNK,WESTHAMPTON,HAMPSHIRE,MA,42.3,-72.77,TREES AND WIRES DOWN ON RTE 66 (BOX)
2015,59,LAURINBURG MAXTON APT,SCOTLAND,NC,34.79,-79.37,KMEB PEAK WIND OF 51 KTS AT 2015Z. (RAH)
2038,UNK,BOXFORD,ESSEX,MA,42.67,-70.99,TREE DOWN ON CAR BLOCKING LAKE SHORE ROAD. TREE AND WIRES DOWN ON GLENDALE ROAD (BOX)
2100,UNK,8 NE ARLINGTON,SNOHOMISH,WA,48.26,-122.01,MICROBURST. DAMAGE SURVEY INDICATED STRAIGHT-LINE WINDS. MANY TREES UPROOTED OR SNAPPED OFF. 18-INCH HEALTHY CEDAR WAS SNAPPED OFF 8 FEET ABOVE GROUND. 27-INCH PARTIALL (SEW)
2107,UNK,ARLINGTON,MIDDLESEX,MA,42.42,-71.16,TREE DOWN ON MYSTIC LAKE DRIVE (BOX)
2111,UNK,WESTWOOD,NORFOLK,MA,42.22,-71.22,ELECTRICAL LINES DOWN ON CHURCH STREET (BOX)
2114,UNK,DANVERS,ESSEX,MA,42.57,-70.95,LARGE TREE LIMB DOWN ON DAYTON STREET (BOX)
