Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
0043,UNK,1 WNW KATHLEEN,HOUSTON,GA,32.5,-83.62,MULTIPLE TREES WERE BLOWN DOWN IN THE KATHLEEN AREA INCLUDING TWO TREES ONTO HOUSES AT ROBERTS RD AND SOUTH BLACKBERRY CIRCLE. (FFC)
0045,UNK,OMEGA,TIFT,GA,31.34,-83.59,TREES DOWN IN OMEGA. ONE ON ROOF OF HOUSE. NOTE- THERE HAS BEEN 2.5-3 INCHES RAIN IN THE AREA RECENTLY SO THIS COULD BE FROM SUB-SEVERE WINDS AND SATURATED SOIL. (TAE)
0350,61,4 NNE CALLAO,TOOELE,UT,39.95,-113.7,(SLC)
0445,66,18 NNE CALLAO,TOOELE,UT,40.12,-113.53,(SLC)
0515,64,23 NE IBAPAH,TOOELE,UT,40.28,-113.7,(SLC)
0555,72,21 SE WENDOVER,TOOELE,UT,40.52,-113.75,(SLC)
0730,UNK,16 WSW BONDURANT,LINCOLN,WY,43.08,-110.69,SPOTTER REPORTS SEVERAL ALIVE AND DEAD PINE TREES DOWN NEAR A HUNTING AREA AT THE END OF A ROAD THAT FOLLOWS THE LITTLE GREYS RIVER. (RIW)
Time,Size,Location,County,State,Lat,Lon,Comments
