Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1800,UNK,4 NW MIDDLEBURG,CLAY,FL,30.1,-81.94,CLAY ELECTRIC REPORTED TREES WERE BLOWN DOWN INTO POWERLINES IN THE CLAY HILL AREA. (JAX)
1840,UNK,1 NNE NORMANDY,DUVAL,FL,30.32,-81.76,POWERLINES WERE DAMAGED DUE TO THUNDERSTORM WINDS BLOWING TREES AND DEBRIS INTO THE LINES. THERE WERE ALSO REPORTS OF SOME LIGHTNING STRIKES DAMAGING THE POWERLINES. CU (JAX)
1924,UNK,3 W MAYO,SPARTANBURG,SC,35.09,-81.9,TREE DOWN BLOCKING SANDY FORD ROAD NEAR THE INTERSECTION WITH COUNTRY OAK ROAD. TIME ESTIMATED BY RADAR. (GSP)
1930,UNK,1 E ARLINGTON,DUVAL,FL,30.34,-81.58,THE JACKSONVILLE ELECTRIC AUTHORITY REPORTED WIDESPREAD POWERLINE DAMAGE ACROSS ARLINGTON AND NEAR CRAIG AIRFIELD WHERE TREES AND DEBRIS WERE BLOWN INTO POWER LINES FRO (JAX)
2005,UNK,1 NW RICEBORO,LIBERTY,GA,31.74,-81.44,LIBERTY COUNTY WARNING POINT RELAYED A REPORT OF A TREE DOWN ACROSS HIGHWAY 119 AND HIGHWAY 17. (CHS)
2008,UNK,2 NW CRESCENT BEACH,ST. JOHNS,FL,29.75,-81.27,LARGE TREE DOWN AT 1365 STATE ROAD 206 (JAX)
2025,UNK,FLAGLER BEACH,FLAGLER,FL,29.47,-81.13,WINDS PUSHED A WINDOW OFF ITS TRACK AT THE FIRE STATION AT 320 SOUTH FLAGLER. TRAINED SPOTTER ESTIMATED WINDS TO BE 70 MPH. (JAX)
2043,UNK,4 NNE PROSPERITY,NEWBERRY,SC,34.26,-81.5,HIGHWAY PATROL REPORTED TREES DOWN NEAR BACHMAN CHAPEL ROAD AND INTERSTATE 26. (CAE)
2050,UNK,1 W LAKE LURE,RUTHERFORD,NC,35.44,-82.23,STATE PARK EMPLOYEE OBSERVED TREES DOWN ALONG BOYS CAMP ROAD. (GSP)
2121,74,11 WNW MAJORS PLACE,WHITE PINE,NV,39.1,-114.76,SCHELL CREEK ELK VIEW NDOT SITE,6687 FEET AMSL,MEASURED A DRY MICROBURST WIND GUST OF 74 MPH (LKN)
2140,UNK,3 SSW GROVELAND,LAKE,FL,28.52,-81.88,3 DOWNED TREES AND A BLOWN OVER SCREEN ENCLOSURE. EVENT TIME ESTIMATED BY RADAR. (MLB)
2146,UNK,SILVERSTREET,NEWBERRY,SC,34.22,-81.71,HIGHWAY PATROL REPORTED TREES DOWN IN SILVERSTREET ALONG HIGHWAY 34 AND ALSO ALONG WERTS ROAD AND DEADFALL ROAD. (CAE)
2210,UNK,1 SSW SUMMERTON,CLARENDON,SC,33.59,-80.36,HIGHWAY PATROL REPORTED TREES DOWN ALONG INTERSTATE 95 BETWEEN MILE MARKER 107 AND MILE MARKER 109. (CAE)
2218,UNK,9 ENE COLUMBIA,RICHLAND,SC,34.08,-80.74,HIGHWAY PATROL REPORTED TREES DOWN NEAR THE INTERSECTION OF SCREAMING EAGLE ROAD AND KOON ROAD. (CAE)
2255,UNK,1 SSW MAX MEADOWS,WYTHE,VA,36.95,-80.94,POWER POLES DOWN JUST SOUTH OF FORT CHISWELL. (RNK)
2257,UNK,3 NW OAKLAND,SUMTER,SC,34.02,-80.54,HIGHWAY PATROL REPORTED TREES DOWN ALONG HIGHWAY 261 AND CATCHALL ROAD. (CAE)
