Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1315,UNK,BRIDGEPORT,LAWRENCE,IL,38.71,-87.76,DELAYED REPORT. SEVERAL LARGE TREE LIMBS DOWN. GARDEN PLANTS FLATTENED. TIME ESTIMATED. (ILX)
1505,UNK,LIBERTY,CASEY,KY,37.32,-84.93,TREE DOWN ON HWY. 1649 NEAR CASEY COUNTY HIGH SCHOOL (LMK)
1700,UNK,2 NE SADIEVILLE,SCOTT,KY,38.41,-84.51,THREE TREES DOWN ON SADIEVILLE ROAD (LMK)
1708,UNK,NNE COTTAGE HILL PARK,MOBILE,AL,30.66,-88.18,PROBABLE 40 MPH WIND DAMAGED THE CANOPY OVERHANGING GASOLINE PUMPS AT A CONVENIENCE STORE AT THE CORNER OF GRELOT AND KNOLLWOOD DRIVE. (MOB)
1815,UNK,FLORAL,INDEPENDENCE,AR,35.59,-91.76,TREES AND POWER LINES WERE BLOWN DOWN...AND THREE CHICKEN HOUSES HAD ROOF DAMAGE. (LZK)
1816,59,MCCONNELL AIR FORCE BAS,SEDGWICK,KS,37.62,-97.27,(ICT)
1820,61,3 NNW WINCHESTER,CLARK,KY,38.04,-84.21,AT WINCHESTER MESONET SITE. (LMK)
1830,UNK,MOUNT STERLING,MONTGOMERY,KY,38.06,-83.95,TREES DOWN ON WINCHESTER ROAD OUTSIDE OF MOUNT STERLING. (JKL)
1840,60,4 S OWINGSVILLE,BATH,KY,38.08,-83.76,KENTUCKY MESONET RECORDED GUST TO 60 MPH. (JKL)
1845,UNK,8 N RUTHERFORDTON,RUTHERFORD,NC,35.48,-81.96,ONE TREE DOWN IN UNION MILLS. (GSP)
1845,UNK,4 N WEST LIBERTY,MORGAN,KY,37.97,-83.27,TREE DOWN ON HIGHWAY 7. (JKL)
1855,UNK,3 E FRENCHBURG,MENIFEE,KY,37.95,-83.57,TREES AND LARGE LIMBS DOWN ON TOM STAMPER ROAD. (JKL)
1900,UNK,8 N FOREST CITY,RUTHERFORD,NC,35.45,-81.87,ONE TREE DONW IN CANE CREEK AREA. (GSP)
1905,UNK,PEA RIDGE,CABELL,WV,38.41,-82.32,TREE DOWN. TIME ESTIMATED BY RADAR. (RLX)
1920,UNK,HELECHAWA,WOLFE,KY,37.77,-83.34,TREE DOWN ON WILSON BRANCH ROAD. TIME ESTIMATED FROM RADAR. (JKL)
1925,UNK,MILTON,CABELL,WV,38.43,-82.14,PHONE LINES DOWN IN PARTS OF THE CITY. TIMED FROM RADAR (RLX)
1940,UNK,1 SSE MIDWAY,WOODFORD,KY,38.14,-84.68,MULTIPLE TREES DOWN ON AIKEN ROAD AND OLD FRANKFORT PIKE (LMK)
1945,UNK,DAMASCUS,VAN BUREN,AR,35.38,-92.42,NUMEROUS TREES AND POWER LINES DOWN IN DAMASCUS. (LZK)
1945,70,2 NNE DAMASCUS,VAN BUREN,AR,35.39,-92.39,SEVERAL PIECES OF SIDING WERE BLOWN OFF A HOUSE. (LZK)
1946,UNK,GREENSBURG,WESTMORELAND,PA,40.3,-79.54,TREES DOWN (PBZ)
1955,UNK,5 E BEATTYVILLE,LEE,KY,37.58,-83.62,TREES DOWN ON HIGHWAY 52. (JKL)
1955,UNK,ST. ALBANS,KANAWHA,WV,38.38,-81.82,TREE DOWN ON MAIN STREET. TIMED FROM RADAR. (RLX)
2007,UNK,1 SW STATESVILLE,IREDELL,NC,35.78,-80.9,TREE DOWN ON SHED AT HILL STREET (GSP)
2009,UNK,1 NNE NINE TIMES,PICKENS,SC,34.93,-82.83,TREES DOWN ON LITTLE EASTATOEE RD NEAR HIGHWAY 11 (GSP)
2010,UNK,CHARLESTON,KANAWHA,WV,38.35,-81.63,POWERLINES DOWN ON HILLCREST DR. TIME ESTIMATED FROM RADAR. (RLX)
2015,UNK,1 SSE CONCORD,PERSON,NC,36.46,-79.05,TREE DOWN ON CONCORD CEFFO RD. (RAH)
2020,UNK,GRETHEL,FLOYD,KY,37.49,-82.65,TREES DOWN ON HIGHWAY 979 ALONG MUD CREEK. TIME ESTIMATED FROM RADAR. (JKL)
