Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2204,59,2 NW FORT STOCKTON,PECOS,TX,30.91,-102.91,(MAF)
2215,UNK,HACKLEBURG,MARION,AL,34.27,-87.83,DAMAGE TO A METAL CARPORT AND MINOR ROOF DAMAGE TO A HOME ON CLAY STREET. WINDS ESTIMATED AT 50 MPH. (BMX)
2310,UNK,4 ENE INTERLACHEN,PUTNAM,FL,29.63,-81.84,THUNDERSTORM WINDS SNAPPED TREES AND CAUSED LARGE LIMBS TO FALL. THE TIME OF DAMAGE WAS BASED ON RADAR (JAX)
0006,UNK,1 ENE FORT MCCOY,MARION,FL,29.37,-81.95,DISPATCH HAD TWO REPORTS OF POWERLINES DOWNED IN FORT MCCOY. TIME ESTIMATED BY RADAR. (JAX)
0245,UNK,LA VERNIA,WILSON,TX,29.36,-98.11,ROOF RIPPED OFF A MOBILE HOME. (EWX)
0311,66,19 ESE CONTACT,ELKO,NV,41.64,-114.44,THUNDERSTORM PRODUCED 66 MPH GUST AT ROCK SPRING CREEK RAWS (LKN)
0403,UNK,3 SSE NEW SALEM,UNION,NC,35.09,-80.34,TREE DOWN 9200 OLIVE BRANCH RD. (GSP)
0415,UNK,JACKSON,TETON,WY,43.47,-110.76,3 REPORTS OF TREES 50 TO 60 FEET TALL DOWNED IN THE TOWN OF JACKSON. ONE TREE HIT A CAR. ESTIMATED DIAMETER ON ONE OF THE TREES WAS 3 FEET. TIME OF OCCURANCE ESTIMATED. (RIW)
0720,65,2 E TRAIL CITY,CORSON,SD,45.47,-100.69,ALSO A LOT OF DIME HAIL MIXED IN WITH THE STRONG WINDS (ABR)
Time,Size,Location,County,State,Lat,Lon,Comments
1835,100,6 N LOUISVILLE,WINSTON,MS,33.21,-89.05,QUARTER SIZE HAIL REPORTED. (JAN)
2040,100,WELLS,ELKO,NV,41.11,-114.95,PUBLIC REPORTED VIA FACEBOOK...HEAVY RAIN AND 1.00 INCH HAIL AT THEIR LOCATION. PREVIOUS REPORT INDICATING TIME OF 5 PM AND LOCATION 8 MILES SOUTH WAS AN ESTIMATE BEFOR (LKN)
2224,100,10 E LAVA HOT SPRINGS,CARIBOU,ID,42.62,-111.81,HAIL WAS ACCOMPANIED BY WIND GUSTS TO 45 MPH. HAIL BRIEFLY COVERED THE ROADWAY AT FISH CREEK PASS. (PIH)
0002,100,8 S WELLS,ELKO,NV,41,-114.95,PUBLIC REPORTED VIA FACEBOOK...HEAVY RAIN AND 1.00 INCH HAIL AT THEIR LOCATION. (LKN)
0615,100,7 W TRAIL CITY,CORSON,SD,45.47,-100.88,MOSTLY DIME SIZE HAIL WITH A FEW LARGER STONES MIXED IN (ABR)
0715,100,7 W TRAIL CITY,CORSON,SD,45.47,-100.88,MOSTLY DIME SIZE HAIL WITH A FEW LARGER STONES MIXED IN (ABR)
0718,100,3 WSW TRAIL CITY,DEWEY,SD,45.46,-100.79,DIME TO QUARTER SIZED HAIL. WIND DAMAGE TO CORN AND BEANS AS WELL. TIME ESTIMATED BY RADAR. (ABR)
