Time,F-Scale,Location,County,State,Lat,Lon,Comments
1650,UNK,2 SE DIGGS,RICHMOND,NC,34.83,-79.84,RICHMOND COUNTY EM REPORTS A LIKELY TORNADO TOUCHDOWN AT 1250 PM JUST SOUTH OF DIGGS. MOST OF THE DAMAGE IS NEAR ST STEVENS CHURCH ROAD. INITIAL REPORTS INDICATE 3 BUIL (RAH)
Time,Speed,Location,County,State,Lat,Lon,Comments
1705,UNK,2 SE DIGGS,RICHMOND,NC,34.83,-79.84,PARTIAL DAMAGE TO A COUPLE OF BUILDINGS NEAR INTERSECTION OF ST STEVENS CHURCH RD AND FAIRLY HAYS RD. (RAH)
1725,UNK,2 NW DARLINGTON,DARLINGTON,SC,34.32,-79.89,LARGE TREE AROUND 3 FT IN DIAMETER FELL ON TRAILER ON WIRE RD NEAR INTERSECTION OF HIGHWAY 52. MAN INSIDE SLEEPING WAS NOT HARMED. (ILM)
1755,UNK,5 N EAST LAURINBURG,SCOTLAND,NC,34.84,-79.46,ONE TREE DOWN BLOCKING OLD WIRE ROAD NEAR US ROUTE 501. (RAH)
1758,UNK,1 NE GREEN POND,COLLETON,SC,32.75,-80.6,COLLETON COUNTY WARNING POINT REPORTED A TREE DOWN ACROSS MAGWOOD BRYANT ROAD. TIME ESTIMATED BY RADAR. (CHS)
1941,UNK,5 SSW RAINS,MARION,SC,34.03,-79.36,TREES DOWN NEAR ALICE AVENUE. TIME ESTIMATED BASED OFF RADAR. (ILM)
2040,UNK,4 SE WOODBINE,CAMDEN,GA,30.92,-81.67,LARGE TREE FELL DOWN ONE HALF MILE SOUTH OF MILE MARKER 12 ON INTERSTATE 95. (JAX)
2040,UNK,WAVERLY,CAMDEN,GA,31.09,-81.72,LARGE TREE WAS REPORTED DOWN ON HIGHWAY 110 JUST OUTSIDE OF WAVERLY. (JAX)
2041,UNK,1 NE BOSTWICK,PUTNAM,FL,29.78,-81.63,NUMEROUS TREES DOWN ACROSS WEST TOCOI RD AND CSS TRAIN TRACK NEAR EAST HWY US 17 (JAX)
2050,UNK,2 SSE SHELDON,BEAUFORT,SC,32.57,-80.79,BEAUFORT COUNTY WARNING POINT REPORTED 1 TREE DOWN ON PAIGE POINT BLUFF ROAD. TIME ESTIMATED BY RADAR. (CHS)
2103,60,NW WESTON,BROWARD,FL,26.11,-80.39,AT 503 PM EDT A MEMBER OF THE PUBLIC REPORTED ESTIMATED WIND SPEEDS OF 39 KTS...OR 45 MPH...WITH GUSTS TO 52 KTS...OR 60 MPH... NEAR THE INTERSECTION OF GLADES PARKWAY (MFL)
2107,UNK,3 SW WILLISTON,BARNWELL,SC,33.37,-81.45,TREE AND LIMBS DOWN ON PATTERSON RD. PENNY SIZE HAIL IN THE SAME AREA. (CAE)
