Time,F_Scale,Location,County,State,Lat,Lon,Comments
1906,UNK,1 ESE CAPE CARTERET,CARTERET,NC,34.69,-77.05,NWS STORM SURVEY CONFIRMS AN EF0 TORNADO TOUCHED DOWN NEAR LIVE OAK DRIVE. THE MAXIMUM ESTIMATED WIND SPEED WAS 80 MPH... WITH A PATH WIDTH OF 70 YARDS AND A PATH LENGT (MHX)
1910,UNK,2 W INDIAN BEACH,CARTERET,NC,34.68,-76.92,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM 2 W INDIAN BEACH. EF2 TORNADO CONFIRMED BY NWS STORM SURVEY. ESTIMATED MAX WIND SPEED OF 120 MPH... WITH A PATH WIDTH OF 75 Y (MHX)
1916,UNK,3 ENE BROAD CREEK,CARTERET,NC,34.72,-76.93,CORRECTS PREVIOUS WATER SPOUT REPORT FROM 3 ENE BROAD CREEK. THIS WAS THE ENDING OF THE SAME TORNADO THAT STARTED IN EMERALD ISLE AND PRODUCED AN EF2 TORNADO NEAR OCEAN (MHX)
1940,UNK,1 NNW CRAB POINT VILLAG,CARTERET,NC,34.78,-76.74,A NWS STORM SURVEY CONFIRMS AN EF0 TORNADO ALONG MILL CREEK ROAD. MAXIMUM ESTIMATED WINDS WERE 65 MPH. THE DURATION WAS 1 MINUTE... WITH A MAXIMUM PATH WIDTH OF 40 YARD (MHX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1902,UNK,2 W INDIAN BEACH,CARTERET,NC,34.68,-76.92,DAMAGE SUSTAINED TO 6 OR 7 HOMES WITH ONE HOME HAVING ITS ROOF BLOWN OFF. PEOPLE TRAPPED IN THEIR CAR UNDERNEATH POWER LINES. POSSIBLE TORNADO. TIME ESTIMATED BY RADAR. (MHX)
1909,UNK,1 NNE MOREHEAD CITY,CARTERET,NC,34.73,-76.73,DAMAGE TO SIGNS IN THE CITY. (MHX)
1920,UNK,4 NNE BROAD CREEK,CARTERET,NC,34.76,-76.93,TREE DOWN ON POWERLINES ON NINE MILE RD. TIME BASED ON RADAR. (MHX)
1950,70,1 N CEDAR ISLAND,AMZ135,NC,35.02,-76.32,CORRECTS PREVIOUS TSTM WND GST REPORT FROM 1 N CEDAR ISLAND. PEAK WIND OF 70 MPH AT CEDAR ISLAND FERRY TERMINAL BEFORE EQUIPMENT FAILED. (MHX)
1119,59,3 SW DALHART,HARTLEY,TX,36.03,-102.55,(AMA)
Time,Size,Location,County,State,Lat,Lon,Comments
