Time,F_Scale,Location,County,State,Lat,Lon,Comments
1200,UNK,4 WNW I-75 AT EXIT 22,LOWNDES,GA,30.91,-83.42,SURVEY FOUND AN EF1 TORNADO TRACK FROM FAR WESTERN LOWNDES COUNTY STARTING NEAR 30.91...-83.42 AROUND 7 AM AND ENDING NEAR 30.91...-83.32 AROUND 704 AM. TRACKED NEAR ST (TAE)
1900,UNK,1 SW GRANDBERRY CROSSRO,HENRY,AL,31.34,-85.25,MULTIPLE STRUCTURES DAMAGED INCLUDING A MOBILE HOME AND A BARN. RATED AS AN EF1 TORNADO AFTER STORM SURVEY (TAE)
1906,UNK,1 NW SHOPTON,BULLOCK,AL,32.13,-85.96,A TORNADO TOUCHED DOWN NEAR SHOPTON. MOST OF THE DAMAGE WAS TO TREES... BUT AT LEAST ONE HOME SUFFERED DAMAGE. (BMX)
1939,UNK,2 NE HARRISONS MILL,CLAY,GA,31.57,-84.86,TORNADO TOUCHED DOWN IN CLAY COUNTY AND MOVED INTO FAR NORTHWEST CALHOUN COUNTY AND THEN RANDOLPH COUNTY. RATED EF2 WITH DAMAGE TO STRUCTURES AND TREES. (TAE)
1944,UNK,5 NW EDISON,CALHOUN,GA,31.61,-84.8,EF2 TORNADO MOVED FROM CLAY COUNTY THROUGH FAR NORTHWEST CALHOUN COUNTY BEFORE MOVING INTO RANDOPLH COUNTY. (TAE)
1946,UNK,4 ENE I-85 REST AREA,LEE,AL,32.53,-85.56,AN EF-0 TORNADO FORMED ALONG CR-14 SOUTH OF I-85 AND CONTINUED NORTHEAST TO ITS DISSIPATION POINT CROSSING SR-267. ALONG ITS PATH... A FEW SMALL PINE TREES WERE UPROOTE (BMX)
1949,UNK,1 SSW SHIVERS MILL,RANDOLPH,GA,31.66,-84.75,EF2 TORNADO MOVED FROM CLAY COUNTY THROUGH FAR NORTHWEST CALHOUN COUNTY AND INTO RANDOLPH COUNTY BEFORE LIFTING WITH DAMAGE TO TREES AND STRUCTURES (TAE)
1952,UNK,1 W CREELS,FRANKLIN,FL,29.82,-84.93,TREES AND POWER LINES DOWN IN THE AREA WITH DUAL-POL TDS OBSERVED. ALSO PUBLIC REPORT OF A TORNADO IN THE AREA (TAE)
2000,UNK,1 NE ROBERT G. PITTS AI,LEE,AL,32.63,-85.42,EF1 WITH WINDS OF 90-95MPH TOUCHED DOWN SOUTH OF PEPPERELL PKWY... MOVED NORTHEAST CROSSING US280 AND WAVERLY PKWY. PATH LENGH OF 3.08MI. MAX WIDTH OF 600YDS. TOR LIFTE (BMX)
2020,UNK,3 S ALBANY,DOUGHERTY,GA,31.54,-84.17,*** 4 FATAL *** MULTIPLE REPORTS OF TORNADO DAMAGE IN DOUGHERTY COUNTY (TAE)
2025,UNK,3 S ALBANY,DOUGHERTY,GA,31.54,-84.17,*** 4 FATAL *** DOUGHERTY COUNTY PORTION OF TORNADO RATED EF3. ADDITIONAL DETAILS ON DAMAGE...PATH WIDTH...AND PATH LENGTH WILL FOLLOW ON WEDNESDAY. TORNADO TRACKED INT (TAE)
2042,UNK,4 SSW DOLES,WORTH,GA,31.65,-83.9,EF3 TORNADO FROM DOUGHERTY COUNTY CONTINUED INTO WORTH COUNTY WITH EF3 DAMAGE FOUND IN WORTH COUNTY AS WELL. ADDITIONAL DETAILS WILL FOLLOW ON WEDNESDAY. (TAE)
2100,UNK,4 N ASHBURN,TURNER,GA,31.77,-83.66,EF3 TORNADO FROM DOUGHERTY AND WORTH COUNTIES CONTINUED INTO TURNER COUNTY WITH EF3 DAMAGE FOUND IN TURNER COUNTY AS WELL. ADDITIONAL DETAILS WILL FOLLOW ON WEDNESDAY. (TAE)
2109,UNK,4 W OWENSBORO,WILCOX,GA,31.89,-83.49,PRELIMINARY REPORT OF DAMAGE TO 4 HOMES ABOUT 4 MILES NORTH OF REBECCA ON HWY 112. (FFC)
2115,UNK,2 SW KRAMER,WILCOX,GA,31.94,-83.41,DAMAGED REPORTED ALONG AMERICAN LEGION RD....WITH HOUSES HEAVILY DAMAGED....SEMI TRUCKS TURNED OVER...AND TREES DOWN. (FFC)
2326,UNK,9 SW WOODBINE,CAMDEN,GA,30.87,-81.83,EF1 WITH WINDS OF 100 TO 110MPH. PATH LENGTH 16.63 MI. MAX WIDTH 120 YARDS. (JAX)
2329,UNK,WOODBINE,CAMDEN,GA,30.96,-81.72,TDS SIGNATURE BY DUAL POL NEAR WOODBINE. (JAX)
0639,UNK,3 WNW FAU NORTH CAMPUS,PALM BEACH,FL,26.86,-80.14,EF-1 DAMAGE CONFIRMED BY SURVEY CREW. TREES SNAPPED AT TRUNKS. WINDS ESTIMATED AT 90 MPH (MFL)
0645,UNK,2 W JUNO BEACH,PALM BEACH,FL,26.88,-80.09,EF-0 DAMAGE CONFIRMED BY SURVEY CREW. TREE DAMAGE. WINDS ESTIMATED AT 75-80 MPH (MFL)
0845,UNK,1 WNW VIRGINIA GARDENS,MIAMI-DADE,FL,25.82,-80.32,EF-1 DAMAGE INDICATED BY SURVEY. DAMAGE TO WAREHOUSES... TRUCKS... AND SHIPPING CONTAINERS. (MFL)
Time,Speed,Location,County,State,Lat,Lon,Comments
1210,UNK,4 SSW SHILOH,BROOKS,GA,30.88,-83.44,TREE DOWN AT HIGHWAY 133 AND STUDSTILL RD. (TAE)
1215,UNK,4 ESE QUINCY,GADSDEN,FL,30.56,-84.52,TREE DOWN ON MCCLENDON LANE (TAE)
1220,UNK,2 N VALDOSTA,LOWNDES,GA,30.88,-83.27,REPORT OF BUILDING DAMAGED AT 3000 BLOCK OF BEMISS ROAD. (TAE)
1225,UNK,5 NNE THOMASVILLE,THOMAS,GA,30.91,-83.96,POWER LINES DOWN ON FREDONIA ROAD (TAE)
1240,UNK,FINCHER,JEFFERSON,FL,30.65,-83.97,POWER LINES DOWN IN NORTHERN JEFFERSON COUNTY (TAE)
1244,UNK,3 SSW HOMERVILLE,CLINCH,GA,31,-82.77,EM REPORTS POWER LINES DOWN ON HWY 187. TIME OF EVENT ESTIMATED WITH RADAR. (JAX)
1250,UNK,BOSTON,THOMAS,GA,30.79,-83.79,POWER LINES DOWN AROUND BOSTON (TAE)
1340,UNK,LAKELAND,LANIER,GA,31.04,-83.07,3 REPORTS OF TREES DOWN IN LANIER COUNTY (TAE)
1400,UNK,KILLEARN LAKES,LEON,FL,30.58,-84.22,SEVERAL LARGE TREES DOWN NEAR KILLEARN LAKES AND DEERLAKE (TAE)
1400,UNK,3 S RENO,GRADY,GA,30.73,-84.29,TREE DOWN ON PINE HILL ROAD (TAE)
1530,UNK,2 SW EGLIN AFB,OKALOOSA,FL,30.44,-86.58,LARGE TREE LIMB SNAPPED IN SHALIMAR... FL (MOB)
