Time,F-Scale,Location,County,State,Lat,Lon,Comments
1829,UNK,1 W DAMASCUS,MONTGOMERY,MD,39.27,-77.23,RATED EF-0. PATH LENGTH 1.0 MILES. WIDTH 0.1 MILES. DAMAGE MAINLY TO TREES EXCEPT A PORTION OF A BARN ROOF WAS PEELED OFF. (LWX)
1837,UNK,3 NW COUNTRYSIDE,MONTGOMERY,MD,39.08,-77.45,VERY BRIEF EF0 TORNADO CONFIRMED BY VIDEO. (LWX)
1848,UNK,2 SE MOUNT AIRY,CARROLL,MD,39.36,-77.14,A BRIEF TORNADO...RATED EF0...STARTED JUST WEST OF THE INTERSECTION OF TWIN ARCH ROAD AND OLD FREDERICK ROAD AND JUST NORTH OF I-70...CONTINUING NORTH UNTIL IT DISSIPAT (LWX)
1852,UNK,1 SW WATERSVILLE,HOWARD,MD,39.36,-77.12,A TORNADO...RATED EF1...STARTED ON WEST WATERSVILLE ROAD JUST NORTH OF OLD FREDERICK ROAD AND MOVED NORTHEAST BEFORE DISSIPATING NEAR THE INTERSECTION OF WATERSVILLE RO (LWX)
1909,UNK,2 SSE DAMASCUS,MONTGOMERY,MD,39.25,-77.19,RATED EF-0. PATH LENGTH 1.0 MILE AND WIDTH 0.1 MILE. DAMAGE MAINLY TO TREES WITH MINOR STRUCTURE DAMAGE TO SEVERAL HOMES. (LWX)
1921,UNK,3 NNW GAMBER,CARROLL,MD,39.5,-76.95,PATH LENGTH 2.9 MILES AND WIDTH 150 YARDS. DAMAGE CONSISTED OF UPROOTED AND SNAPPED TREES AND LIMBS. (LWX)
2029,UNK,1 ENE SCAGGSVILLE,HOWARD,MD,39.15,-76.88,TORNADO RATED EF0. PATH LENGTH 1.6 MILES AND WIDTH 75 YARDS. DAMAGE CONSISTED OF SNAPPED AND UPROOTED TREES AND LIMBS. PATH STARTED SOUTH OF MIDDLE PAUTEXNT RIVER NEAR (LWX)
2030,UNK,2 N WINTERSTOWN,YORK,PA,39.87,-76.61,EF0. PATH 75 YARDS. WIDTH 25 YARDS. (CTP)
2118,UNK,2 W CHESTERFIELD HEIGHT,PASQUOTANK,NC,36.28,-76.29,OFFICER REPORTED TORNADO ON THE GROUND JUST NORTH OF HIGHWAY 17. TORNADO LIFTED AFTER SEVERAL MINUTES BUT ROTATION WAS STILL EVIDENT. (AKQ)
2125,UNK,LIGONIER,WESTMORELAND,PA,40.24,-79.24,TORNADO REPORTED ON WILPEN ROAD (PBZ)
2126,UNK,1 NW SPRINGDALE,PRINCE GEORGES,MD,38.94,-76.85,BRIEF TORNADO WAS DOCUMENTED EAST OF THE US50 AND BELTWAY INTERCHANGE IN PRINCE GEORGES COUNTY. DAMAGE WAS LIGHT AND CONSISTED OF UPROOTED TREES AND SNAPPED LIMBS. DAMA (LWX)
2134,UNK,LIGONIER,WESTMORELAND,PA,40.24,-79.24,STRUCTURAL DAMAGE POSSIBLY FROM TORNADO (PBZ)
2145,UNK,4 NNE SEWARD,INDIANA,PA,40.47,-78.99,EF0 BRIEF SECOND TOUCHDOWN OF LIGONIER TORNADO THAT SNAPPED NUMEROUS TREES OFF LONGSPUR LANE. CONFIRMED BY GROUND SURVEY FROM CERTIFED SPOTTER AND VIDEO. (PBZ)
2154,UNK,PLEASANT HILLS,HARFORD,MD,39.48,-76.39,*** 2 INJ *** RATED EF-1. PATH LENGTH 1.25 MILES AND WIDTH 0.25 MILES. (LWX)
2218,UNK,2 ENE ALUM BANK,BEDFORD,PA,40.19,-78.58,(CTP)
2227,UNK,2 N COLUMBIA,BROWN,SD,45.65,-98.32,BRIEF TOUCHDOWN (ABR)
2230,UNK,2 WSW BELLEGROVE,ALLEGANY,MD,39.69,-78.38,MANY TREES SNAPPED AND UPROOTED NEAR INTERSECTION OF ORLEANS RD NE AND TURKEY FARM RD (LWX)
2302,UNK,BATTLEFIELD PARK,CITY OF PETERSBUR,VA,37.19,-77.38,DAMAGE FROM TORNADO IN OAKHURST AND BATTLEFIELD PARK NEIGHBORHOODS. NUMEROUS TREES ON HOMES WITH HOMES DAMAGED. (AKQ)
2306,UNK,1 SSW FORT MEADE,ANNE ARUNDEL,MD,39.1,-76.74,REPORT HAS BEEN AMENDED TO REFLECT THE START OF THE PATH ASSOCIATED WITH THIS TORNADO. DAMAGE CONSISTED OF SNAPPED OR UPROOTED TREES...SNAPPED LIMBS AND MINOR DAMAGE TO (LWX)
2308,UNK,BATTLEFIELD PARK,CITY OF PETERSBUR,VA,37.19,-77.38,DAMAGE FROM TORNADO IN OAKHURST AND BATTLEFIELD PARK NEIGHBORHOODS. NUMEROUS TREES ON HOMES WITH HOMES DAMAGED. (AKQ)
2317,UNK,5 ENE ASHLAND,CAROLINE,VA,37.79,-77.39,SPOTTER REPORT OF TORNADO ON THE GROUND (AKQ)
2319,UNK,BWI AIRPORT,ANNE ARUNDEL,MD,39.18,-76.65,TORNADO WAS REPORTED INSIDE THE AIRPORT PERIMETER. TREE DEBRIS FROM THE TORNADO WAS REPORTED BY TOWER PERSONNEL. (LWX)
2326,UNK,1 NW SPRINGDALE,PRINCE GEORGES,MD,38.94,-76.85,BRIEF TORNADO WAS DOCUMENTED EAST OF THE US50 AND BELTWAY INTERCHANGE IN PRINCE GEORGES COUNTY. DAMAGE WAS LIGHT AND CONSISTED OF UPROOTED TREES AND SNAPPED LIMBS. DAMA (LWX)
0011,UNK,RALEIGH TERRACE,CITY OF HAMPTON,VA,37,-76.36,TORNADO ON THE GROUND ALONG CHESAPEAKE AVENUE. (AKQ)
0017,UNK,1 NE KECOUGHTAN,CITY OF HAMPTON,VA,37.02,-76.34,TORNADO MOVED ACROSS THE HAMPTON YACHT CLUB CUASING DAMAGE. (AKQ)
0025,UNK,HAMPTON,CITY OF HAMPTON,VA,37.05,-76.3,MANY TREES AND POWER POLES DOWN AROUND MERCURY BLVD AND HAMPTON CREEK (AKQ)
0030,UNK,5 NE CENTREVILLE,QUEEN ANNE'S,MD,39.09,-76,MINOR DAMAGE TO SEVERAL HOMES. NUMEROUS TREES SNAPPED OR UPROOTED. RATED EF0. (PHI)
0055,UNK,HAMPTON,CITY OF HAMPTON,VA,37.05,-76.3,MANY TREES AND POWER POLES DOWN AROUND MERCURY BLVD AND HAMPTON CREEK (AKQ)
0059,UNK,3 E RAYMOND,CLARK,SD,44.91,-97.88,(ABR)
0110,UNK,3 N CAPE CHARLES,NORTHAMPTON,VA,37.31,-76.01,EF-0 TORNADO CONFIRMED AT SAVAGE NECK STATE PARK. MORE DETAILED REPORT TO BE ISSUED SHORTLY. (AKQ)
0148,UNK,5 N WILLOW LAKE,CLARK,SD,44.7,-97.64,(ABR)
0214,UNK,3 S WILLOW LAKE,CLARK,SD,44.58,-97.64,(ABR)
Time,Speed,Location,County,State,Lat,Lon,Comments
1650,UNK,3 WNW AFTON,WARREN,NC,36.35,-78.26,LARGE LIMBS BLOWN DOWN AT COOLSPRING AND TOWER ROADS... TIME ESTIMATED (RAH)
1728,UNK,4 NNE NEW HOPE,WAKE,NC,35.86,-78.51,A LARGE PINE TREE...50-60 FT TALL AND 12 INCHES IN DIAMETER...FELL AT OLD WATKINS AND FORESTVILLE ROADS. (RAH)
1732,UNK,8 W HALIFAX,HALIFAX,NC,36.32,-77.73,TREE DOWN BLOCKING BOTH LANES OF ROAD AT TANNER ROAD AND JUSTICE BRANCH ROAD... TIME ESTIMATED BY RADAR (RAH)
1745,UNK,2 WNW WAKE FOREST,WAKE,NC,35.98,-78.56,LARGE TREE DOWN ON HWY-98. TREE FELL ACROSS POWER LINES CREATING LARGE SWATH OF POWER OUTAGES IN NORTHERN WAKE COUNTY. (RAH)
1745,UNK,5 E GASTON,NORTHAMPTON,NC,36.5,-77.55,LOTS OF DEBRIS ON HWY 48...LEAVES...SMALL BRANCHES AND SMALL PINE TREE ON POWERLINE (AKQ)
1750,UNK,1 NW TURNERS CROSSROADS,GREENSVILLE,VA,36.54,-77.39,ROOF BLOWN OFF SHED. TREES SNAPPED OFF. (AKQ)
1801,UNK,5 NNW HURT,CAMPBELL,VA,37.15,-79.31,TREE DOWN ON ROUTE 43. (RNK)
1802,UNK,2 SE ALDIE,LOUDOUN,VA,38.96,-77.62,DAMAGE TO OUTBUILDINGS WITH NUMEROUS TREES DOWN ALONG HWY 15 BETWEEN BRADDOCK AND RT 50. (LWX)
1805,UNK,1 E IRMO,RICHLAND,SC,34.09,-81.17,UTILITY COMPANY REPORTED POWER OUTAGES AND A COUPLE LINES DOWN JUST EAST OF IRMO NEAR INTERSTATE 26. (CAE)
1808,UNK,DICKERSON,MONTGOMERY,MD,39.22,-77.42,LARGE LIMB SNAPPED NEAR MOUNT EPHRAIM ROAD AND MD-28. (LWX)
1810,UNK,DENTSVILLE,RICHLAND,SC,34.08,-80.96,UTILITY COMPANY REPORTED POWER OUTAGES AND LINES DOWN ARBOR DRIVE AND LAKE AVENUE. (CAE)
1819,UNK,2 NNW BELMONT,LOUDOUN,VA,39.09,-77.52,TREES DOWN AT INTERSECTION OF ROUTE 7 AND RIVER CREEK PKWY (LWX)
1820,UNK,1 SSW JONESBORO,NELSON,VA,37.77,-78.98,STRUCTURAL DAMAGE AND TREES DOWN (LWX)
1825,UNK,2 NNW LORIS,HORRY,SC,34.08,-78.91,PINE TREE UPROOTED ON VERNON LANE NEAR LORIS SC (ILM)
1828,UNK,5 W RUSTBURG,CAMPBELL,VA,37.29,-79.2,TREE DOWN ON LYNNBROOK ROAD. (RNK)
1828,UNK,2 WSW DAMASCUS,MONTGOMERY,MD,39.27,-77.25,LARGE TREE DOWN ACROSS KINGSTEAD RD OFF BURNT HILL RD. (LWX)
1835,UNK,POOLESVILLE,MONTGOMERY,MD,39.14,-77.41,TREE DOWN AT RESIDENCE. MT. NEBO ROAD (LWX)
1837,UNK,1 SSE MONROVIA,FREDERICK,MD,39.36,-77.26,A LARGE BRANCH WAS SNAPPED AND FELL INTO POWER LINES ALONG WELLER ROAD (LWX)
1838,UNK,3 SSE ROCKWELL,ROWAN,NC,35.51,-80.38,TWO TREES REPORTED DOWN WITH ONE TREE CAUSING DAMAGE TO A HOUSE. (GSP)
1845,UNK,2 SSW HIGH POINT,GUILFORD,NC,35.95,-80.01,SEVERAL TREES DOWN IN THE CITY OF HIGH POINT (RAH)
