Time,F_Scale,Location,County,State,Lat,Lon,Comments
2204,UNK,1 W RALEIGH,SMITH,MS,32.03,-89.54,THE TORNADO BEGAN JUST OFF OF HIGHWAY 540 WEST OF RALEIGH SNAPPING A FEW TREES. THE TORNADO CONTINUED ACROSS COURT HOUSE SQUARE...WHERE IT TOOK PART OF A METAL ROOF OFF (JAN)
Time,Speed,Location,County,State,Lat,Lon,Comments
1645,UNK,2 NW HERMANVILLE,CLAIBORNE,MS,31.98,-90.86,TREE DOWN ACROSS THE TRACE (JAN)
1702,UNK,5 SSE CARPENTER,COPIAH,MS,31.98,-90.64,A COUPLE OF TREES WERE DOWN (JAN)
1845,UNK,4 NW KOSCIUSKO,ATTALA,MS,33.1,-89.64,TREE DOWN ON HWY 35N NORTH OF KOSCIUSKO. (JAN)
1845,UNK,WEIR,CHOCTAW,MS,33.26,-89.29,TREE DOWN AT HWY 413 AND HWY 12. (JAN)
2205,UNK,RALEIGH,SMITH,MS,32.03,-89.52,HALF OF THE METAL ROOF OFF A 40 FT EQUIPMENT SHED. POSSIBLE TORNADO. (JAN)
1011,UNK,10 WSW BAYOU CANE,TERREBONNE,LA,29.57,-90.91,TREE BLOWN OVER AT 3839 BAYOU BLACK DRIVE. TIME ESTIMATED FROM RADAR. (LIX)
Time,Size,Location,County,State,Lat,Lon,Comments
