Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1750,UNK,2 E HOMESTEAD,MIAMI-DADE,FL,25.48,-80.43,AN OFF-DUTY NWS EMPLOYEE REPORTED 3 MEDIUM SIZED TREES DOWN AT THE OASIS SHOPPING PLAZA NEAR THE INTERSECTION OF CAMPBELL DRIVE AND SW 152ND AVENUE. (MFL)
2024,UNK,2 ENE HAVERHILL,PALM BEACH,FL,26.7,-80.1,PALM BEACH COUNTY FIRE RESCUE REPORTED A POWERLINE DOWN NEAR THE INTERSECTION OF CHERRY RD AND SEMINOLE BLVD. (MFL)
2114,UNK,1 NNW DEERFIELD BEACH,PALM BEACH,FL,26.33,-80.11,BROWARD COUNTY SHERIFF OFFICE REPORTED DAMAGE TO SEVERAL HOMES NEAR THE INTERSECTION OF NW 2ND WAY AND NW 4TH ST. DAMAGE INCLUDED AN AWNING BEING RIPPED OFF OF A HOME A (MFL)
Time,Size,Location,County,State,Lat,Lon,Comments
2012,100,1 WNW LEASBURG,DONA ANA,NM,32.46,-106.9,PUBLIC REPORT OF QUARTER SIZED HAIL NEAR LEASBURG. (EPZ)
2204,100,3 SE LAS CRUCES,DONA ANA,NM,32.28,-106.75,QUARTER SIZED HAIL FALLING IN SHEETS AT THE NMSU BOOKSTORE (EPZ)
2222,100,1 N COLUMBUS,LUNA,NM,31.84,-107.64,TRAINED SPOTTER REPORTS QUARTER SIZED HAIL NEAR COLUMBUS (EPZ)
2228,100,1 NNE TALAVERA,DONA ANA,NM,32.31,-106.66,TRAINED SPOTTER REPORTS QUARTER SIZED HAIL FALLING AT TALAVERA AND COMPLETELY COVERING THE GROUND. (EPZ)
0054,125,1 E RUIDOSA,PRESIDIO,TX,29.98,-104.66,(MAF)
0225,150,15 W SHAFTER,PRESIDIO,TX,29.82,-104.55,(MAF)
0407,100,49 SSE ALPINE,BREWSTER,TX,29.71,-103.35,(MAF)
