Time,F_Scale,Location,County,State,Lat,Lon,Comments
1826,UNK,3 WNW WINFIELD,HENRY,IA,41.14,-91.49,STRONGER EF0 TORNADO TOUCHED DOWN NORTHWEST OF WINFIELD IA. DAMAGE TO TREES AND CORN WERE NOTED ALONG ITS LITTLE OVER A QUARTER OF MILE PATH. THE MAX WIDTH WAS ESTIMATE (DVN)
1829,UNK,1 S ALBURNETT,LINN,IA,42.13,-91.62,A BRIEF HIGH END EF-1 TORNADO SNAPPED AND UPROOTED HARDWOOD TREES AT A FARMSTEAD 1 MILE SOUTH OF ALBURNETT. THE TORNADO WAS 20 YARDS WIDE ALONG ITS 0.12 MILE PATH WITH (DVN)
1853,UNK,1 SSW MECHANICSVILLE,CEDAR,IA,41.89,-91.26,BRIEF TORNADO SOUTH OF TOWN. LOFTED 2 GRAIN BINS AND CAUSED DAMAGE TO SOME CORN. (DVN)
1914,UNK,2 NNW WINFIELD,HENRY,IA,41.16,-91.46,EF1 TORNADO TRAVELED A LITTLE OVER ONE MILE AND CAUSED DAMAGE TO TREES ALONG ITS PATH. SOME HOUSES WERE DAMAGED BY FALLING TREES. THE TORNADO AT ITS WIDEST WAS AROUND 2 (DVN)
0023,UNK,4 NW MONROE,MONROE,MI,41.96,-83.43,TORNADO TRAVELED 4.3 MILES AND CAUSED EF1 DAMAGE TO ROOFS... WINDOWS... AND GARAGE DOORS ON HOMES NEAR TOBEN AND SOUTH STONEY CREEK RDS IN FRENCHTOWN TOWNSHIP IN ADDITI (DTX)
0045,UNK,5 S FLAT ROCK,MONROE,MI,42.04,-83.26,TORNADO TRAVELED 4 MILES FROM BERLIN TOWNSHIP IN MONROE COUNTY TO WAYNE COUNTY NEAR THE BORDER OF BROWNSTOWN TOWNSHIP AND THE CITY OF GIBRALTAR. EF0 DAMAGE WAS EXHIBITE (DTX)
0055,UNK,4 ESE FLAT ROCK,WAYNE,MI,42.09,-83.21,TORNADO TRAVELED 3.3 MILES FROM W JEFFERSON AVE / GIBRALTAR RD IN GIBRALTAR ACROSS THE DETROIT RIVER TO THE NORTH END OF ELBA ISLAND IN GROSSE ILE TOWNSHIP. EF1 DAMAGE (DTX)
0453,UNK,3 W CLARKRANGE,FENTRESS,TN,36.19,-85.08,A SMALL BRIEF EF-1 TORNADO MOVED NORTH HITTING A RESIDENCE AND NEARBY AREAS ALONG CAMPGROUND ROAD WEST OF CLARKRANGE. AN OUTBUILDING WAS SHIFTED OFF ITS FOUNDATION...ON (OHX)
0953,UNK,2 E DOWNTOWN COLUMBUS,FRANKLIN,OH,39.96,-82.97,A TORNADO TOUCHED DOWN CAUSING DAMAGE TO TREES... POWER POLES... A PICKUP TRUCK AND TO SEVERAL HOMES. (ILN)
Time,Speed,Location,County,State,Lat,Lon,Comments
1824,60,HIAWATHA,LINN,IA,42.05,-91.68,(DVN)
1836,UNK,S ALBURNETT,LINN,IA,42.15,-91.62,SEVERAL HEALTHY LARGE TREE BRANCHES DOWN...TIME ESTIMATED FROM RADAR. (DVN)
1859,UNK,3 SSE NOBLE,HENRY,IA,41.13,-91.6,LARGE TREE LIMB DOWN. NOTED FROM SURVEY. (DVN)
1936,UNK,1 ESE SEALY SPRINGS,HOUSTON,AL,31.03,-85.29,TREES AND POWERLINES DOWN ON THE 1400 BLOCK OF MT. ZION ROAD IN COTTONWOOD. (TAE)
1952,UNK,2 ENE SMYRNA,HOUSTON,AL,31.24,-85.3,TREE DOWN ON FURNIE FOLKS ROAD AT HWY 52. (TAE)
1955,UNK,CARBON CLIFF,ROCK ISLAND,IL,41.5,-90.39,SEVERAL LARGE TREES UPROOTED ALONG WITH A SNAPPED POWER POLE. TIME ESTIMATED BASED ON RADAR. (DVN)
2010,UNK,1 S WOODS AIRPORT,ROCK ISLAND,IL,41.51,-90.38,TREES ON TWO HOUSES... POWER POLES DOWN... AND FENCE POSTS RIPPED OUT OF GROUND. (DVN)
2020,UNK,MILLEDGEVILLE,CARROLL,IL,41.96,-89.78,LARGE TREE UPROOTED IN TOWN (DVN)
2023,UNK,ABBEVILLE,HENRY,AL,31.57,-85.25,TREES AND POWERLINES DOWN ACROSS THE COUNTY. (TAE)
