Time,F_Scale,Location,County,State,Lat,Lon,Comments
2221,UNK,7 WSW BURDETTE,HAND,SD,44.66,-98.94,BRIEF TORNADO TOUCHDOWN IN AN OPEN FIELD. (ABR)
0035,UNK,6 NNE HAMILL,TRIPP,SD,43.67,-99.64,BRIEF TOUCHDOWN NEAR THE INTERSECTION OF 257TH STREET AND 325TH AVENUE... TIPPING OVER AND DAMAGING AN IRRIGATION PIVOT BEFORE DISSIPATING. HIGHEST WINDS OF THE TORNADO (UNR)
Time,Speed,Location,County,State,Lat,Lon,Comments
2018,UNK,8 SW CARY,ISSAQUENA,MS,32.72,-91.02,TREES DOWN... ONE ACROSS HWY 1 NEAR DERR PLANTATION RD. (JAN)
2053,70,RAPID CITY AIRPORT,PENNINGTON,SD,44.05,-103.06,(UNR)
2100,UNK,6 SSE MONTICELLO,LAWRENCE,MS,31.47,-90.08,COUNTY EM REPORTS POSSIBLE FUNNEL CLOUD AND DAMAGE AT 4708 HWY 587. DAMAGE INCLUDES STRUCTURAL DAMAGE AND DOWNED TREES. (JAN)
2120,UNK,6 ESE FLORA,MADISON,MS,32.52,-90.22,A COUPLE TREES DOWN IN S MADISON COUNTY... RANKIN RD... CEDAR HILL... AND COKER RD. (JAN)
2125,UNK,4 SE FOLSOM,CUSTER,SD,43.8,-102.81,LARGE TREE BRANCHES BROKEN. (UNR)
2150,UNK,3 E BRANDON,RANKIN,MS,32.28,-89.95,LARGE TREE DOWN IN BRANDON ALONG TRICKHAMBRIDGE RD JUST NORTH OF PAIGE MCDILL RD. WINDS ESTIMATED TO BE AROUND 40 MPH. (JAN)
2158,60,1 NNE ROCKYFORD,OGLALA LAKOTA,SD,43.51,-102.5,(UNR)
2235,UNK,2 E STANDING PINE,LEAKE,MS,32.67,-89.42,ONE TREE DOWN ACROSS HIGHWAY 487 SOUTHEAST OF CARTHAGE. TIME ESTIMATED BY RADAR. (JAN)
2236,UNK,4 N GRAYS,JASPER,SC,32.73,-81.03,TREE REPORTED DOWN POSSIBLY DUE TO OUTFLOW NEAR THE INTERSECTION OF GRAYS HIGHWAY WITH CAT BRANCH ROAD. (CHS)
2239,59,2 ENE PIERRE,HUGHES,SD,44.38,-100.28,(ABR)
2255,UNK,1 S EAST DUBLIN,LAURENS,GA,32.53,-82.87,TREE REPORTED DOWN AT THE INTERSECTION OF NATHANIEL DR AND OAKWOOD DR. (FFC)
0016,60,7 NE ALMERIA,LOUP,NE,41.91,-99.44,(LBF)
0030,UNK,5 N HAMILL,TRIPP,SD,43.66,-99.67,A SHED WAS LEVELED... MANY WINDOWS BROKEN... CEDAR TREES UPROOTED... 2 VERY LARGE PINE TREES BROKEN OFF ONE 6 FEET OFF THE GROUND THE OTHER ABOUT 12 FEET OFF THE GROUND (UNR)
0040,62,3 N TAYLOR,LOUP,NE,41.81,-99.38,DIME SIZE HAIL ALSO OBSERVED (LBF)
0045,UNK,4 W COMSTOCK,CUSTER,NE,41.56,-99.32,WIND DRIVEN HAIL RESULTED IN SOME CROP DAMAGE. CORN STALKS LAID OVER VIA SOCIAL MEDIA (LBF)
0050,UNK,3 SSW GRESSTON,DODGE,GA,32.24,-83.27,TREE DOWN ON POWER LINES AT THE INTERSECTION OF APPLE LN AND ANTIOCH CHURCH RD. (FFC)
0122,60,15 WNW PLATTE,CHARLES MIX,SD,43.47,-99.12,(FSD)
0348,UNK,ONEILL,HOLT,NE,42.46,-98.65,POWER CURRENTLY OUT IN MOST OF ONEILL. LARGE TREE DAMAGE REPORTED AT ST MARYS HIGH SCHOOL. GARAGE AND OUTBUILDINGS DESTROYED ON THE EAST SIDE OF ONEILL. MULTIPLE TREES (LBF)
0540,UNK,CEDAR RAPIDS,BOONE,NE,41.56,-98.15,SEMI TRACTOR TRAILER OVERTURNED. LARGE TREE BRANCHES UP TO 12" DIAMETER BROKEN. EVENT TIME BASED ON RADAR. (OAX)
