Time,F_Scale,Location,County,State,Lat,Lon,Comments
2020,UNK,8 WSW HEREFORD,DEAF SMITH,TX,34.76,-102.52,SEVERE REPORTS OF A BRIEF TORNADO BETWEEN 315 PM AND 325 PM FROM EMERGENCY MANAGEMENT...STORM CHASERS...AND THE PUBLIC JUST WEST OF FM1057 NEAR COUNTY ROAD 2 IN EXTREME (AMA)
2025,UNK,4 NNW EDNA,LABETTE,KS,37.11,-95.39,LANDSPOUT TORNADO OBSERVED BY LAW ENFORCEMENT AND A HANDFUL OF CITIZENS. (ICT)
2334,UNK,1 W LOOP,GAINES,TX,32.92,-102.44,BRIEF TORNADO REPORTED. (MAF)
Time,Speed,Location,County,State,Lat,Lon,Comments
1600,UNK,RUSHVILLE,RUSH,IN,39.61,-85.45,LARGE LIMB DOWNED FROM OAK TREE AT 7TH AND HARRISON. (IND)
1717,UNK,4 NNE ANDERSON,MADISON,IN,40.15,-85.66,REPORTS OF WIND RELATED DAMAGE TO TREES AND POWERLINES IN RICHLAND TOWNSHIP 400 NORTH AND ALEXANDRIA PIKE AREA. EVENT TIME IS ROUGHLY ESTIMATED. (IND)
1749,60,N FINDLAY,HANCOCK,OH,41.04,-83.64,VERY HEAVY RAIN. (CLE)
1750,UNK,GETTYSBURG,DARKE,OH,40.12,-84.5,ONE LARGE LIMB DOWNED. (ILN)
1755,UNK,5 NW BENTON RIDGE,HANCOCK,OH,41.06,-83.86,DOWNED TREE NEAR US 224 AND TWP HWY 116 BLOCKING LANE. (CLE)
1829,UNK,TIFFIN,SENECA,OH,41.12,-83.18,LARGE TREE BRANCH FELL ON TO A CAR WITH A PERSON TRAPPED IN THE CAR. (CLE)
1845,UNK,UPPER SANDUSKY,WYANDOT,OH,40.83,-83.28,2 UTILITY POLES DOWN (CLE)
1850,UNK,NORWALK,HURON,OH,41.24,-82.61,TREE DOWN ON PLANK RD. (CLE)
1852,UNK,3 WNW DELAWARE,DELAWARE,OH,40.32,-83.13,TREE DOWN ON SOUTH SECTION LINE ROAD. TIME ESTIMATED FROM RADAR. (ILN)
1915,UNK,NILES,CAYUGA,NY,42.83,-76.4,NUMEROUS TREES AND WIRES DOWN NILES TO SEMPRONIOUS (BGM)
1930,UNK,ERIE,ERIE,PA,42.13,-80.09,TREES DOWN ACROSS CITY OF ERIE. MINOR URBAN STREET FLOODING. (CLE)
1930,60,1 N SCOTT,CORTLAND,NY,42.75,-76.23,(BGM)
1934,UNK,NNE MIDDLETOWN,BUTLER,OH,39.51,-84.37,TREE DOWN AND POWERPOLE DAMAGED ON HIGHVIEW ROAD. TIME ESTIMATED FROM RADAR. (ILN)
1935,UNK,PARK VILLAGE,NIAGARA,NY,43.03,-78.84,TREES AND WIRES DOWN ACROSS SWEENEY STREET (BUF)
1937,60,5 W RENSSELAER,JASPER,IN,40.94,-87.25,ESTIMATED BETWEEN 60-70 MPH (LOT)
1937,UNK,2 SSE KENILWORTH,ERIE,NY,42.94,-78.83,LARGE TREE ON HOUSE ON BENNETT VILLAGE TERRACE (BUF)
