Time,F_Scale,Location,County,State,Lat,Lon,Comments
2347,UNK,2 WSW CALMAR,WINNESHIEK,IA,43.17,-91.91,TREE DAMAGE EVIDENCE OF A BRIEF LOW-END EF0 TORNADO IN THE LAKE MEYER AREA AND ALONG 265TH AVE FURTHER WEST. (ARX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1305,UNK,ARMOUR,DOUGLAS,SD,43.32,-98.34,SHINGLES OFF ROOFS... SOME BUILDING DAMAGE. (FSD)
1330,63,1 SE PARKSTON,HUTCHINSON,SD,43.38,-97.97,SDSU MESONET STATION. (FSD)
1330,UNK,PARKSTON,HUTCHINSON,SD,43.39,-97.99,8 INCH DIAMETER TREE BRANCHES DOWN. (FSD)
2151,60,4 NNW KANAWHA,HANCOCK,IA,42.99,-93.81,PENNY SIZE HAIL AS WELL WITH SMALL BRANCHES DOWN. DELAYED REPORT... TIME RADAR ESTIMATED. (DMX)
2213,60,SPOTTED HORSE,CAMPBELL,WY,44.71,-105.84,MOVED HORSE TRAILER ACROSS THE YARD (UNR)
2245,UNK,OSAGE,MITCHELL,IA,43.28,-92.81,DELAYED REPORT. TREES DOWN. (ARX)
2249,UNK,SHEFFIELD,FRANKLIN,IA,42.89,-93.21,NUMBER OF LARGE LIMBS DOWN AND AT LEAST ONE POWER LINE DOWN. MOST OF THE DAMAGE SEEMS TO BE CONFINED TO THE WESTERN SIDE OF TOWN. TIME ESTIMATED BY RADAR. (DMX)
2250,UNK,9 SSE RULETON,SHERMAN,KS,39.22,-101.8,DELAYED REPORT. SHINGLES BLOWN OFF ROOF OF HOUSE. (GLD)
2257,60,MARBLE ROCK,FLOYD,IA,42.96,-92.87,(ARX)
2320,75,NASHUA,CHICKASAW,IA,42.95,-92.54,TIME ESTIMATED FROM RADAR. TREES DOWN IN NASHUA. (ARX)
2327,UNK,NASHUA,CHICKASAW,IA,42.95,-92.54,NUMEROUS TREES BLOWN DOWN...SNAPPED...UPROOTED. (ARX)
2328,UNK,PLAINFIELD,BREMER,IA,42.84,-92.54,60-70 MPH WIND ESTIMATED. 4-6 INCH DIAMETER TREE BRANCHES BROKEN OFF. (DMX)
2330,68,1 S PLAINFIELD,BREMER,IA,42.83,-92.54,PLAINFIELD IDOT RWIS ALONG HIGHWAY 218. (DMX)
2335,UNK,HAMPTON,FRANKLIN,IA,42.74,-93.2,TRAFFIC POLES DOWNED AND ROOF DAMAGE REPORT VIA SOCIAL MEDIA. (DMX)
2344,UNK,TRIPOLI,BREMER,IA,42.81,-92.26,KWWL SHARED A PUBLIC IMAGE OF DOWNED TREE IN TRIPOLI DUE TO STRONG WINDS. TIME ESTIMATED VIA RADAR. (DMX)
2354,60,4 ESE BIG BOW,GRANT,KS,37.54,-101.49,(DDC)
2356,82,CALMAR,WINNESHIEK,IA,43.18,-91.86,TIME ESTIMATED FROM RADAR. (ARX)
0000,UNK,3 NE FESTINA,WINNESHIEK,IA,43.15,-91.83,DELAYED REPORT. SHED DESTROYED... 30 FOOT TRAVEL TRAILER TOSSED ACROSS LAWN... PINE TREE TOPPED. (ARX)
0010,UNK,3 S FRANKVILLE,WINNESHIEK,IA,43.14,-91.61,NUMEROUS TREES DOWN. (ARX)
0011,UNK,1 NNW FAYETTE,FAYETTE,IA,42.86,-91.81,TREES DOWN AND ROOFS OFF BUILDINGS IN NUMEROUS AREAS. CENTRAL PART OF COUNTY SEEMS HARDEST HIT. (ARX)
0022,65,MONONA,CLAYTON,IA,43.05,-91.39,(ARX)
0022,UNK,2 E POSTVILLE,CLAYTON,IA,43.08,-91.53,SIGNS BLOWN DOWN. (ARX)
0024,UNK,2 NNE GARBER,CLAYTON,IA,42.77,-91.25,3 BARNS AND 1 MACHINE SHED DESTROYED. NO PATH SEEN... ALL STRAIGHT LINE WINDS. (ARX)
0033,60,7 NE HOUGH,TEXAS,OK,36.94,-101.49,(AMA)
0038,60,2 E ARAPAHOE,FURNAS,NE,40.31,-99.87,ESTIMATED 50 TO 60 MPH WIND GUSTS. (GID)
