Time,F_Scale,Location,County,State,Lat,Lon,Comments
1900,UNK,3 S ATHENS,LIMESTONE,AL,34.76,-86.97,TORNADO INITIALLY TOUCHED DOWN ALONG ROY LONG RD JUST WEST OF U.S. HWY 31. SEVERAL TREES WERE SNAPPED/UPROOTED AROUND RESIDENTIAL PROPERTY. MAX WINDS WERE DETERMINED TO (HUN)
1946,UNK,4 SW ARDMORE,LIMESTONE,AL,34.95,-86.89,TORNADO REPORTED AT FORT HAMPTON RD AND CLEM RD. RELAYED BY 911/EMA. (HUN)
2154,UNK,9 N CRAWFORD,DAWES,NE,42.82,-103.41,CHADRON WARNING POINT RECEIVED 3 SEPARATE REPORTS OF A TORNADO ON THE GROUND 7N OF CRAWFORD. TORNADO HAS SINCE LIFTED BACK INTO THE STORM. (CYS)
2245,UNK,WILDER,JACKSON,MN,43.83,-95.21,REPORT WAS IN THE VICINITY OF WILDER. (FSD)
2310,UNK,3 N LAKEFIELD,JACKSON,MN,43.72,-95.17,RELAYED BY JACKSON COUNTY EMERGENCY MANAGEMENT (FSD)
0035,UNK,1 N ELIASVILLE,STEPHENS,TX,32.96,-98.75,ALSO SEEN ON CHASERTV (FWD)
0050,UNK,ELIASVILLE,STEPHENS,TX,32.95,-98.75,SECOND TOUCHDOWN NEAR ELIASVILLE...NEAR THE YOUNG/STEPHENS COUNTY LINE. (FWD)
Time,Speed,Location,County,State,Lat,Lon,Comments
1905,UNK,4 S ATHENS,LIMESTONE,AL,34.75,-86.98,TREES AND POWERLINES DOWN ALONG MOYERS ROAD. ADDITIONAL DAMAGE JUST NORTHEAST AROUND STEELCASE INC. POSSIBLE TORNADO. (HUN)
1938,UNK,3 SSW ARDMORE,LIMESTONE,AL,34.96,-86.87,STRUCTURE AND TREE DAMAGE ON HARDIMAN ROAD NEAR ARDMORE. TORNADO POSSIBLE. (HUN)
1955,UNK,5 SSE ELKTON,GILES,TN,35,-86.86,NWS HUNTSVILLE SURVEY TEAM NOTED A TREE WITH LARGE LIMBS SNAPPED ALONG HWY 7 JUST EAST OF PLEASANT VIEW DRIVE. (OHX)
2250,60,RICHLAND SPRINGS,SAN SABA,TX,31.27,-98.94,(SJT)
2315,60,7 N VETAL,BENNETT,SD,43.32,-101.37,(UNR)
2340,60,3 WNW ROSEBUD,TODD,SD,43.25,-100.91,(UNR)
0034,60,5 ENE BOWMAN HALEY DAM,BOWMAN,ND,46.02,-103.14,PEA SIZED HAIL STARTED AT 1925 AND WAS STILL ONGOING AT THE TIME OF CALL (BIS)
0035,UNK,4 NE OLIVER SPRINGS,ANDERSON,TN,36.08,-84.29,COUPLE OF TREES DOWN NEAR HWY 61 BETWEEN OLIVER SPRINGS AND CLINTON (MRX)
0116,58,1 E HAYES,STANLEY,SD,44.37,-101,REPORTED BY MESONET WIND EQUIPMENT AT HAYS AIRPORT. (ABR)
0151,61,3 NW PIERRE,HUGHES,SD,44.4,-100.37,TRAINED SPOTTER REPORTED 61 MPH WIND GUST MEASURED WITH ANEMOMETER (ABR)
0151,61,8 NW PIERRE,STANLEY,SD,44.45,-100.44,TRAINED SPOTTER REPORTED 61 MPH WIND GUST MEASURED WITH ANEMOMETER (ABR)
0205,60,7 NE HAYNES,ADAMS,ND,46.05,-102.36,SPOTTER ESTIMATES 45 MPH WINDS WITH GUSTS TO 60 MPH. TORRENTIAL RAINS. WILL FOLLOW UP WITH ANY ADDITIONAL REPORTS. (BIS)
0229,60,10 N NORTH LEMMON,ADAMS,ND,46.09,-102.16,WINDS ESTIMATED 50 MPH WITH GUSTS TO 60 MPH JUST STARTED AT THE TIME OF CALL. PATIO TABLE FLIPPED OVER WITH LARGE PINE TREES BENDING. (BIS)
0353,60,6 N LARK,GRANT,ND,46.54,-101.39,(BIS)
0545,60,8 WSW UNION CENTER,MEADE,SD,44.52,-102.82,(UNR)
