Time,F-Scale,Location,County,State,Lat,Lon,Comments
2239,UNK,15 SE MARVELL,PHILLIPS,AR,34.4,-90.73,LOCAL LAW ENFORCEMENT REPORTED TORNADO ON THE GROUND. (MEG)
Time,Speed,Location,County,State,Lat,Lon,Comments
1830,UNK,3 W OBERLIN,ALLEN,LA,30.62,-92.81,KPLC RELAYED A PUBLIC REPORT OF DAMAGE TO 2 HOMES. ONE WAS ON MUSSELWHITE RD 3 MILES WEST OF OBERLIN OFF OF HIGHWAY 26. THE SECOND WAS ALONG HIGHWAY 26. DAMAGE INCLUDED (LCH)
2024,UNK,BISMARCK,HOT SPRING,AR,34.32,-93.17,TREES AND POWERLINES ARE DOWN IN BISMARK. (LZK)
2050,UNK,MALVERN,HOT SPRING,AR,34.37,-92.82,TREES AND POWERLINES ARE DOWN IN MALVERN. (LZK)
2130,UNK,2 N LEOLA,GRANT,AR,34.2,-92.59,SEVERAL TREES WERE BLOWN DOWN ALONG 46 SOUTH. (LZK)
2130,UNK,HUMNOKE,LONOKE,AR,34.54,-91.76,SEVERAL TREES ARE DOWN IN THE HUMNOKE AREA. (LZK)
2138,86,3 S SLOVAK,PRAIRIE,AR,34.61,-91.58,MEASURED AT THE STUTTGART AIRPORT. (LZK)
2138,UNK,3 S SLOVAK,PRAIRIE,AR,34.61,-91.58,MINOR DAMAGE WAS REPORTED TO THREE HANGERS AT THE STUTTGART MUNICIPAL AIRPORT. POWER LINES ARE ALSO DOWN ALONG HWY 79 BETWEEN STUTTGART AND ROE. (LZK)
2140,UNK,PINE BLUFF,JEFFERSON,AR,34.21,-92.02,SEVERAL TREES ARE DOWN IN PINE BLUFF ON 5TH AND CHERRY. A FEW POWERLINES ARE ALSO DOWN. (LZK)
2140,UNK,3 N STUTTGART,ARKANSAS,AR,34.54,-91.55,SEVERAL TREES AND POWERLINES ARE DOWN ON HIGHWAY 79 BETWEEN STUTTGART AND ULM. (LZK)
2214,UNK,DE WITT,ARKANSAS,AR,34.29,-91.34,A COUPLE OF TREES WERE DOWNED IN THE DE WITT AREA. (LZK)
2237,UNK,WATSON,DESHA,AR,33.89,-91.26,A TREE WAS DOWNED ALONG HWY 1 IN WATSON. (LZK)
2239,75,TRENTON,PHILLIPS,AR,34.5,-90.86,STATE POLICE REPORTED 70-75 MPH WIND GUSTS ACROSS CENTRAL PHILLIPS COUNTY. (MEG)
2244,UNK,FRIARS POINT,COAHOMA,MS,34.37,-90.64,A SHED WAS DESTROYED. TREES WERE ALSO DOWN. (MEG)
2250,UNK,1 NE ROSEDALE,BOLIVAR,MS,33.86,-91.02,A UTILITY POLE WAS DOWNED ALONG HWY 1 NORTH OF ROSEDALE (JAN)
2300,UNK,CLARKSDALE,COAHOMA,MS,34.2,-90.58,TREE DOWN ON RENO STREET. (MEG)
2305,UNK,MOUND BAYOU,BOLIVAR,MS,33.88,-90.73,LARGE TREES DOWN...REPORTED BY BOLIVAR EOC (JAN)
2316,UNK,4 W DREW,SUNFLOWER,MS,33.81,-90.6,2 HOMES WITH ROOF DMG AND A OUTBUILDING WAS BLOWN AWAY ALONG DREW-MERIGOLD RD. (JAN)
2320,UNK,DUNDEE,TUNICA,MS,34.52,-90.45,TREES DOWN IN DUNDEE. (MEG)
2335,UNK,2 SW MINTER CITY,LEFLORE,MS,33.73,-90.32,A FEW POWER LINES AND POWER POLES DOWN BETWEEN MINTER CITY AND SCHLATER. (JAN)
2357,UNK,1 SE AVALON,CARROLL,MS,33.64,-90.07,TREES DOWNED ALONG MS HIGHWAY 7 NEAR THE GRENADA COUNTY LINE. (JAN)
2358,UNK,HOLCOMB,GRENADA,MS,33.76,-89.98,A FEW TREES WERE BLOWN DOWN AROUND THE HOLCOMB AREA. (JAN)
0003,UNK,3 E GREENWOOD,LEFLORE,MS,33.52,-90.14,A TREE DOWN ACROSS KAY LANE. (JAN)
0005,UNK,2 NNE JEFFERSON,CARROLL,MS,33.66,-89.87,TREES DOWNED ALONG CR 106 NEAR THE GRENADA COUNTY LINE (JAN)
0010,UNK,3 E JEFFERSON,CARROLL,MS,33.63,-89.85,*** 1 FATAL *** ONE FATALITY OCCURRED WHEN A PINE TREE FELL ON A ATV/OPERATOR. (JAN)
0022,UNK,TAYLOR,LAFAYETTE,MS,34.27,-89.58,POWERLINES DOWN FROM A 6-18 INCH DIAMETER TREE. (MEG)
0050,UNK,2 N BELLEFONTAINE,WEBSTER,MS,33.68,-89.31,A FEW TREES WERE BLOWN DOWN. (JAN)
0109,UNK,1 SW MANTEE,WEBSTER,MS,33.72,-89.07,A FEW TREES WERE BLOWN DOWN ACROSS NE WEBSTER CO. (JAN)
0110,UNK,CHERRY CREEK,PONTOTOC,MS,34.35,-88.99,SEVERAL TREES DOWN ALONG HIGHWAY 345 FROM 1 MILE SOUTH OF CHERRY CREEK NORTH TO INCLUDE CHERRY CREEK. (MEG)
0146,UNK,N ABERDEEN,MONROE,MS,33.83,-88.55,ROOF DAMAGE TO A STORE ALONG HWY 145 NORTH IN ABERDEEN. (MEG)
0212,UNK,2 SE SPLUNGE,MONROE,MS,33.95,-88.24,DAMAGE TO A MOBILE HOME AND DAMAGE TO OUTDOOR STORAGE BUILDINGS ON SIPSEY-DETROIT ROAD A MILE AND A HALF WEST OF THE ALABAMA STATE BORDER. (MEG)
Time,Size,Location,County,State,Lat,Lon,Comments
1426,100,5 NNW ADA,PONTOTOC,OK,34.84,-96.69,REPORTED BY PONTOTOC COUNTY EMERGENCY MANAGEMENT (OUN)
1545,100,8 ENE ASHLAND,PITTSBURG,OK,34.81,-95.94,DELAYED MEDIA REPORT. - CORRECTED TIME. THIS IS THE SAME EVENT AS THE HAIL REPORT AT HAYWOOD. (TSA)
1545,100,MCALESTER,PITTSBURG,OK,34.93,-95.77,MOSTLY NICKELS AND SMALLER BUT A FEW AS BIG AS A QUARTER. RELAYED BY KOTV. (TSA)
1650,100,8 ENE ASHLAND,PITTSBURG,OK,34.81,-95.94,DELAYED MEDIA REPORT. (TSA)
1906,100,ROVER,YELL,AR,34.95,-93.4,(LZK)
1940,150,1 N BROKEN BOW,MCCURTAIN,OK,34.04,-94.74,CO OP OBSERVER REPORTS HAIL OF ALL SIZES WITH THE LARGEST BEING A LITTLE SMALLER THAN A GOLF BALL (SHV)
1955,100,6 N QUEEN CITY,CASS,TX,33.24,-94.15,(SHV)
2010,100,5 S PARON,SALINE,AR,34.69,-92.75,HAIL BETWEEN THE SIZE OF DIMES AND QUARTERS ARE COVERING THE GROUND ON HIGHWAY 9 BETWEEN CROWS AND PARON. (LZK)
2014,100,GLENWOOD,PIKE,AR,34.33,-93.55,HAIL RANGING FROM DIME SIZED TO QUARTER SIZED ARE CURRENTLY FALLING. (LZK)
2043,175,7 S LEWISVILLE,LAFAYETTE,AR,33.26,-93.58,BROADCAST MEDIA RECEIVED A REPORT FROM A TRAVELER IN LAFAYETTE COUNTY THAT ENCOUNTERED GOLF BALL-SIZED HAIL...AND COULD HAVE POSSIBLY BEEN BIGGER. (SHV)
2045,175,EAST END,SALINE,AR,34.55,-92.32,(LZK)
2054,100,2 SE MALVERN,HOT SPRING,AR,34.35,-92.79,(LZK)
2101,100,REDFIELD,JEFFERSON,AR,34.44,-92.18,(LZK)
2117,100,2 NW MAGNOLIA,COLUMBIA,AR,33.29,-93.26,HAIL OF DIFFERENT SIZES FALLING...MOSTLY MARBLE WITH LARGER MIXED IN. (SHV)
2119,175,AIN,GRANT,AR,34.21,-92.34,(LZK)
2138,150,3 S SLOVAK,PRAIRIE,AR,34.61,-91.58,(LZK)
2141,100,3 W SMACKOVER,UNION,AR,33.36,-92.78,SMACKOVER POLICE DEPARTMENT REPORTED QUARTER-SIZED HAIL ON WEST SIDE OF THE CITY OF SMACKOVER. (SHV)
2331,100,CURTIS STATION,PANOLA,MS,34.33,-90.15,(MEG)
2335,100,1 S BATESVILLE,PANOLA,MS,34.31,-89.94,(MEG)
