Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2005,UNK,1 W BURKBURNETT,WICHITA,TX,34.09,-98.58,A POWER POLE WAS DOWNED. (OUN)
2025,UNK,KAMAY,WICHITA,TX,33.86,-98.81,CARPORT DESTROYED BY THUNDERSTORM WIND. (OUN)
2352,60,CUNDIFF,JACK,TX,33.32,-98,(FWD)
0000,UNK,1 N CRAFTON,WISE,TX,33.36,-97.9,TREES UP TO 12" DIAMETER DOWN ON CR-1875 & ROOF DAMAGE ON FM-2127 (FWD)
0411,UNK,ONETA,WAGONER,OK,36.02,-95.71,SEVERAL LARGE TREE BRANCHES BROKEN. (TSA)
1138,60,3 WNW HASLET,TARRANT,TX,32.97,-97.4,ESTIMATED 60 MPH WIND GUSTS PRODUCED DAMAGE TO TREES AND SHEDS IN A NEIGHBORHOOD OFF OF AVONDALE-HASLET ROAD IN HASLET. (FWD)
1142,UNK,3 SW PONDER,DENTON,TX,33.15,-97.32,WIND DAMAGE TO A BARN OFF OF SWAFFORD ROAD... SOUTHWEST OF PONDER. ROOF BLOWN OFF... WITH WINDS ESTIMATED AROUND 65 MPH. (FWD)
Time,Size,Location,County,State,Lat,Lon,Comments
1223,100,PLEASANT HILL,CASS,MO,38.79,-94.27,OBSERVED AT WFO EAX. (EAX)
1345,100,4 E HOLTS SUMMIT,CALLAWAY,MO,38.64,-92.05,HAIL COVERING THE GROUND. (LSX)
1723,100,9 NNW BOWIE,MONTAGUE,TX,33.68,-97.9,QUARTER SIZED HAIL REPORTED BY STONEBURG VFD. (FWD)
1818,100,MUNDAY,KNOX,TX,33.45,-99.63,DIME TO QUARTER SIZE HAIL COVERING THE GROUND. MULTIPLE REPORTS. (OUN)
1852,175,3 NW SEYMOUR,BAYLOR,TX,33.63,-99.3,(OUN)
1906,100,2 ENE LAKE KEMP,BAYLOR,TX,33.77,-99.16,(OUN)
1920,125,7 SSW HASKELL,HASKELL,TX,33.06,-99.76,(SJT)
1950,100,2 NNE SEYMOUR,BAYLOR,TX,33.62,-99.24,(OUN)
2000,200,ROSCOE,NOLAN,TX,32.45,-100.54,(SJT)
2016,100,1 N ROSCOE,NOLAN,TX,32.46,-100.54,(SJT)
2025,175,8 S ROBY,FISHER,TX,32.63,-100.38,PICTURE RECEIVED ON TWITTER VIA BROADCAST MEDIA (SJT)
2113,100,4 E TUXEDO,JONES,TX,32.93,-99.88,(SJT)
2139,100,11 N THROCKMORTON,THROCKMORTON,TX,33.34,-99.18,(SJT)
2156,175,1 W THROCKMORTON,THROCKMORTON,TX,33.18,-99.19,(SJT)
2210,100,FORT GRIFFIN,SHACKELFORD,TX,32.93,-99.23,QUARTER SIZE HAIL REPORTED AT FORT GRIFFIN STATE HISTORIC SITE (SJT)
2223,100,1 NW WOODSON,THROCKMORTON,TX,33.02,-99.06,(SJT)
2256,100,4 WSW NEWCASTLE,YOUNG,TX,33.18,-98.81,QUARTER SIZE HAIL REPORTED 4WSW NEWCASTLE (FWD)
2257,175,GARDEN CITY,GLASSCOCK,TX,31.87,-101.48,QUARTER TO SOME GOLF BALL SIZE. (MAF)
2315,275,9 S LORAINE,Mitchell,TX,32.28,-100.71,(MAF)
2331,150,9 SW SHANNON,JACK,TX,33.38,-98.38,(FWD)
2345,125,12 N STERLING CITY,STERLING,TX,32.01,-100.98,1.25 HAIL REPORTED AT THE LUCID ENERGY FACILITY. (SJT)
2351,200,N ROSCOE,NOLAN,TX,32.45,-100.54,2.00 HAIL NEAR ROSCOE (SJT)
0010,100,1 S SWEETWATER,NOLAN,TX,32.45,-100.41,QUARTER SIZE HAIL NEAR SWEETWATER. (SJT)
0015,100,WOODSON,THROCKMORTON,TX,33.01,-99.06,(SJT)
0020,125,1 E SILVER,COKE,TX,32.07,-100.66,1.25 HAIL ON HWY 208 NEAR SILVER (SJT)
0020,100,2 SE BOWIE,MONTAGUE,TX,33.55,-97.83,PEA - MARBLE-SIZED COVERING THE GROUND AT COLE RD AND BRUSH CREEK. A FEW STONES UP TO QUARTER SIZE. (FWD)
0035,100,1 E STAMFORD,JONES,TX,32.94,-99.79,PEA TO QUARTER SIZE HAIL IN STAMFORD (SJT)
0055,125,1 E SILVER,COKE,TX,32.07,-100.66,1.25 HAIL ON HWY 208 NEAR SILVER (SJT)
0205,100,15 NE RANKIN,Reagan,TX,31.38,-101.76,(MAF)
0425,175,BUFFALO GAP,TAYLOR,TX,32.28,-99.83,(SJT)
0525,175,BUFFALO GAP,TAYLOR,TX,32.28,-99.83,(SJT)
