Time,F-Scale,Location,County,State,Lat,Lon,Comments
1735,UNK,CLEBURNE,JOHNSON,TX,32.35,-97.4,SPOTTERS REPORT TORNADO DAMAGE IN CLEBURNE (FWD)
1807,UNK,OAK LEAF,ELLIS,TX,32.52,-96.85,SPOTTERS OBSERVE DEVELOPING TORNADO NEAR OAK LEAF (FWD)
1816,UNK,LANCASTER,DALLAS,TX,32.6,-96.75,SPOTTERS CONFIRM LARGE AND DANGEROUS TORNADO LOCATED NEAR LANCASTER (FWD)
1821,UNK,EVERMAN,TARRANT,TX,32.63,-97.28,SPOTTERS OBSERVED TORNADO ON GROUND NEAR LANCASTER (FWD)
1902,UNK,MESQUITE,DALLAS,TX,32.77,-96.6,TORNADO ON GROUND NEAR MESQUITE RODEO STADIUM AREA (FWD)
2007,UNK,4 N LONE OAK,HUNT,TX,33.06,-95.93,POSSIBLE TORNADO NORTH OF LONE OAK HEADING NORTHEAST (FWD)
2012,UNK,CAMPBELL,HUNT,TX,33.15,-95.95,TORNADO THAT WAS ON THE GROUND BETWEEN LOAN OAK AND CAMPBELL HAS LIFTED 3 E OF CAMPBELL. (FWD)
2023,UNK,4 S CUMBY,HOPKINS,TX,33.09,-95.85,TORNADO REPORTED JUST S OF 30 AT FM 1567W. (FWD)
2039,UNK,5 SW SULPHUR SPRINGS,HOPKINS,TX,33.08,-95.66,BRIEF TORNADO AT FM3389 AND FM1170 (FWD)
2040,UNK,FORNEY,KAUFMAN,TX,32.75,-96.47,ON GROUND JUST WEST OF WALMART IN FORNEY (FWD)
2100,UNK,5 S ROYSE CITY,ROCKWALL,TX,32.91,-96.33,EM REPORTS HOMES LEVELED POETRY RD SOUTH OF ROYSE CITY. FIRE DEPT CONDUCTING SAR. (FWD)
2101,UNK,10 W QUINLAN,HUNT,TX,32.9,-96.3,POSSIBLE TORNADO NEAR 548 AND MUNSON (FWD)
2105,UNK,SULPHUR SPRINGS,HOPKINS,TX,33.13,-95.6,SULPHUR SPRINGS PD REPORTS TORNADO AT HWY 19 N NEAR LOOP 301 (FWD)
2108,UNK,3 SE ROYSE CITY,HUNT,TX,32.95,-96.29,COUNTY EM REPORTS TORNADO NEAR UNION VALLEY (FWD)
2110,UNK,5 NE MOUNT PLEASANT,TITUS,TX,33.22,-94.91,TITUS COUNTY SHERIFF REPORTED WITNESSING A TORNADO TOUCH DOWN. (SHV)
2139,UNK,11 NNE MOUNT VERNON,FRANKLIN,TX,33.32,-95.15,AN EF0 TORNADO TOUCHED DOWN ABOUT 2 MILES EAST OF HAGANSPORT IN AN OPEN FIELD JUST NORTH OF FM 71...WHERE SEVERAL TREES WERE SNAPPED. THE TORNADO TRAVELED NORTHEAST ACR (SHV)
2141,UNK,10 S CLARKSVILLE,RED RIVER,TX,33.46,-95.06,AN EF0 TORNADO TOUCHED DOWN ALONG CR 4610...WHERE A FEW TREES WERE UPROOTED. THE TORNADO TRAVELED NORTH NORTHEAST JUST EAST OF CR 910...WHERE ADDITIONAL TREES WERE SNAP (SHV)
2144,UNK,8 SW DE KALB,BOWIE,TX,33.43,-94.71,A TORNADO TOUCHED DOWN 8 MILES SW OF DE KALB TX...JUST WEST OF CR 4306 WHERE A FEW TREES WERE SNAPPED AND UPROOTED. THE TORNADO CROSSED CR 4306 AND CONTINUED ENE REMAIN (SHV)
2145,UNK,5 E HAGANSPORT,FRANKLIN,TX,33.35,-95.14,EMERGENCY MANAGER IS REPORTING POSSIBLE TORNADO EAST OF HAGANSPORT IN FRANKLIN COUNTY. (SHV)
2245,UNK,4 SE PICKTON,HOPKINS,TX,32.99,-95.33,BRIEF TORNADO REPORTED 6 NW WINNSBORO. TREE DAMAGE (FWD)
0008,UNK,1 ESE RODESSA,CADDO,LA,32.97,-93.98,AN EF0 TORNADO TOUCED DOWN 1 MILE ESE OF RODESSA LA...ALONG PITTS ROAD WHERE AN OUTBUILDING WAS DAMAGED AND TREES WERE SNAPPED. THE TORNADO CONTINUED ENE...UPROOTING 2 (SHV)
Time,Speed,Location,County,State,Lat,Lon,Comments
1518,UNK,6 S HENRIETTA,CLAY,TX,33.73,-98.19,SEMI BLOWN OVER ON HWY 287 NR ROADSIDE PARK (OUN)
1545,UNK,4 NNW AUGUSTA,RICHMOND,GA,33.5,-82.03,COUNTY DISPATCH REPORTED TREES AND POWERLINES DOWN IN THE AREA OF HEATH DRIVE AND CHERRY STREET. (CAE)
1750,UNK,CLEBURNE,JOHNSON,TX,32.35,-97.4,4 HOMES DAMAGED IN CLEBURNE WITH INJURIES. TIME IS APPROXIMATE. (FWD)
1825,80,3 N WILLOW PARK,PARKER,TX,32.8,-97.65,SPOTTER REPORTED ROOF AND STRUCTURAL DAMAGE NORTH OF WILLOW PARK. (FWD)
1850,UNK,3 WSW ASHEVILLE,BUNCOMBE,NC,35.56,-82.6,A TREE FELL ON HOUSE. (GSP)
1856,UNK,GRAND PRAIRIE,DALLAS,TX,32.75,-96.98,110TH STREET IN GRAND PRAIRIE. FUNNEL NOTED 100 YDS FROM LOCATION. EVIDENCE OF SOME ROOF DAMAGE IN THE AREA. (FWD)
