Time,F_Scale,Location,County,State,Lat,Lon,Comments
2257,UNK,GUTHRIE,KING,TX,33.63,-100.32,MULTIPLE REPORTS AND DOCUMENTATION OF A TOUCHDOWN NEAR THE FOUR SIXES RANCH. (LUB)
2326,UNK,20 SW FREER,WEBB,TX,27.68,-98.85,BRIEF TOUCHDOWN...BUT BASE IS STILL ROTATING (CRP)
Time,Speed,Location,County,State,Lat,Lon,Comments
1522,UNK,6 W BLANCO,BLANCO,TX,30.1,-98.52,WIND GUSTS TORE OFF A LARGE TREE LIMB...CHAINSAW HAD TO BE USED TO CLEAR THE BRANCH FROM THE ROADWAY (EWX)
1600,UNK,6 ENE BUCHANAN DAM,BURNET,TX,30.84,-98.35,WIND GUSTS BLEW DOWN SOME SMALL TREES...SIZE UNKNOWN (EWX)
1733,UNK,3 N ONION CREEK,TRAVIS,TX,30.18,-97.78,WIND GUSTS ESTIMATED AT 30MPH BROKE OFF SMALL TREE BRANCHES (EWX)
2120,60,OZONA,CROCKETT,TX,30.71,-101.2,(SJT)
Time,Size,Location,County,State,Lat,Lon,Comments
2112,100,THE TERRELL GAS PLANT,TERRELL,TX,30.37,-101.85,(MAF)
2350,100,7 NW CROWELL,FOARD,TX,34.06,-99.81,DELAYED REPORT OF NICKEL TO QUARTER SIZED HAIL. TIME ESTIMATED FROM RADAR. (OUN)
0135,175,2 W THALIA,FOARD,TX,33.98,-99.56,DELAYED REPORT OF HAIL ALONG HIGHWAY 70 BETWEEN CROWELL AND THALIA. TIME ESTIMATED FROM RADAR. (OUN)
