Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
0130,UNK,5 ESE TALLAHASSEE COML,LEON,FL,30.41,-84.21,TREE DOWN ON WIRE AT OLD ST. AUGUSTINE RD AND SOUTHWOOD PLANTATION RD. (TAE)
0150,UNK,CRAWFORDVILLE,WAKULLA,FL,30.18,-84.37,SEVERAL TREES AND POWERLINES DOWN AROUND WAKULLA COUNTY. (TAE)
0200,UNK,WAUKEENAH,JEFFERSON,FL,30.41,-83.95,LARGE PINE TREE DOWN AT WAUKEENAH HIGHWAY AND HIGHWAY 59. (TAE)
0215,UNK,LAMONT,JEFFERSON,FL,30.38,-83.81,TREES DOWN NEAR LAMONT (TAE)
0215,UNK,4 ESE LEE,MADISON,FL,30.4,-83.24,TREE DOWN ON US 90 (TAE)
0225,UNK,3 E GREENVILLE,MADISON,FL,30.47,-83.58,TREE DOWN ON US 90. (TAE)
0245,UNK,3 NW ERIDU,MADISON,FL,30.32,-83.78,TREE DOWN AT MT. OLIVE RD AND WYOMING AVE. (TAE)
0305,UNK,4 ESE LEE,MADISON,FL,30.4,-83.24,TREE DOWN ON US 90 (TAE)
0330,UNK,1 ENE JENNINGS,HAMILTON,FL,30.6,-83.1,TRAINED SPOTTER REPORTS ONE TREE DOWNED ALONG WITH LARGE BRANCHES IN JENNINGS. (JAX)
0345,UNK,PERRY-FOLEY AIRPORT,TAYLOR,FL,30.07,-83.58,MULTIPLE TREES AND POWERLINES DOWN IN TAYLOR COUNTY. (TAE)
0400,UNK,BOYD,TAYLOR,FL,30.19,-83.61,TREES DOWN ON HIGHWAY 221 NORTH. (TAE)
0415,UNK,HAMPTON SPRINGS,TAYLOR,FL,30.08,-83.65,TREE DOWN ON POWERLINES ON HIGHWAY 98 WEST (TAE)
0430,UNK,LIVE OAK,SUWANNEE,FL,30.29,-82.99,911 DISPATCH AND SUWANNEE COUNTY EMERGENCY MANAGEMENT REPORT TREES AND POWERLINES DOWNED BY STRONG WIND GUSTS THROUGHOUT THE NORTHERN HALF OF THE COUNTY. PEA SIZED HAIL (JAX)
0530,UNK,MAYO,LAFAYETTE,FL,30.05,-83.18,SEVERAL TREES DOWN ACROSS LAFAYETTE COUNTY (TAE)
0540,UNK,JENA,DIXIE,FL,29.66,-83.37,TREES DOWN IN THE JENA AREA (TAE)
0600,UNK,CROSS CITY,DIXIE,FL,29.64,-83.12,TREES DOWN IN THE CROSS CITY AREA (TAE)
0605,UNK,3 E ICHETUCKNEE SPRINGS,COLUMBIA,FL,29.96,-82.73,COLUMBIA COUNTY 911/DISPATCH REPORTS SEVERAL TREES DOWNED THROUGHOUT THE COUNTY...INCLUDING ONE IMPACTING THE INTERSECTION OF ELIM CHURCH ROAD AND SOUTHWEST CENTERVILLE (JAX)
0625,UNK,5 NNE BELL,GILCHRIST,FL,29.83,-82.84,A COUPLE OF TREES REPORTED DOWN ON A DIRT ROAD IN RURAL NORTHWEST PART OF COUNTY. TIME ESTIMATED FROM RADAR. (JAX)
0710,UNK,4 WSW GAINESVILLE,ALACHUA,FL,29.64,-82.4,A TREE FELL ON AN APARTMENT COMPLEX IN THE 1000 BLOCK OF SW 62ND BLVD CAUSING A WATER MAIN BREAK AND DAMAGING 6 APARTMENTS. (JAX)
Time,Size,Location,County,State,Lat,Lon,Comments
