Time,F-Scale,Location,County,State,Lat,Lon,Comments
2355,UNK,12 NW BREWSTER,SHERMAN,KS,39.49,-101.54,LANDSPOUT TORNADO REPORTED BY NWS EMPLOYEE AND CONFIRMED VISUALLY FROM NWS OFFICE. (GLD)
Time,Speed,Location,County,State,Lat,Lon,Comments
1630,UNK,6 NW OCILLA,IRWIN,GA,31.66,-83.32,TREE DOWN ON HIGHWAY 107 ONE MILE INTO IRWIN COUNTY. (TAE)
1655,UNK,2 E ASHBURN,TURNER,GA,31.72,-83.61,TREES DOWN ALONG HWY 112 NEAR ASHBURN (TAE)
1715,UNK,TIFTON,TIFT,GA,31.45,-83.51,POWER LINES AND TREES DOWN. (TAE)
1718,UNK,10 ESE NASHVILLE,BERRIEN,GA,31.15,-83.09,ONE TREE DOWN ON POWER LINE,CROSSROADS OF ROUTE 168 AND ROUTE 135. (TAE)
1722,UNK,8 SE BURTONS FERRY LAND,ALLENDALE,SC,32.85,-81.41,DISPATCH CENTER REPORTED A TREE DOWN AT SC HWY 3 AND COHENS BLUFF RD. (CHS)
1735,UNK,WINDER,BARROW,GA,33.99,-83.72,SEVERAL TREES AND POWER LINES BLOWN DOWN IN THE WINDER AREA. (FFC)
1742,UNK,ENIGMA,BERRIEN,GA,31.41,-83.33,SEVERAL TREES DOWN COUNTYWIDE (TAE)
1745,UNK,5 WNW GRAHAM,JEFF DAVIS,GA,31.86,-82.58,THE SHERIFFS OFFICE REPORTED A LARGE TREE DOWN ON OLD GRAHAM ROAD WHICH WAS BLOCKING THE ROADWAY. THE TIME GIVEN WAS BASED ON RADAR. (JAX)
1815,UNK,WALNUT GROVE,WALTON,GA,33.74,-83.85,SEVERAL TREES BLOWN DOWN IN THE WALNUT GROVE AREA. (FFC)
1820,UNK,OXFORD,NEWTON,GA,33.62,-83.87,SEVERAL TREES BLOWN DOWN IN THE OXFORD AREA. (FFC)
1824,UNK,HENDERSONVILLE,HENDERSON,NC,35.32,-82.46,MULTIPLE TREES AND POWER LINES DOWN ON 4TH AVE WEST NEAR NORTH WASHINGTON ST. (GSP)
1825,UNK,AMBROSE,COFFEE,GA,31.59,-83.01,TREES DOWN NEAR THE TOWN CENTER OF AMBROSE (JAX)
1830,UNK,CAIRO,GRADY,GA,30.88,-84.21,ONE LARGE TREE DOWN ON 4TH AVE SE IN CAIRO BY SOUTHSIDE ELEMENTARY,POWER WAS OUT IN THE AREA. (TAE)
1830,UNK,NICHOLLS,COFFEE,GA,31.52,-82.64,LARGE TREES DOWN ON 2 HOMES ON BIRMINGHAM AVENUE IN NICHOLLS. IN ADDITION...QUARTER SIZED HAIL WAS REPORTED. (JAX)
1834,UNK,NE CAIRO,BAY,FL,30.3,-85.48,TREE DOWN ON HOME AT 891 BOLD SPRINGS ROAD. (TAE)
1841,UNK,MEXICO BEACH,BAY,FL,29.95,-85.42,POWER LINE DOWN AT 800 N 15TH IN MEXICO BEACH. (TAE)
1853,UNK,SSW BAINBRIDGE,DECATUR,GA,30.9,-84.58,COUNTY DISPATCH REPORTS NUMEROUS TREES DOWN ALL OVER DECATUR COUNTY. (TAE)
1855,UNK,1 NNE RUFFIN,COLLETON,SC,33.02,-80.81,TREE DOWN ON HIGHWAY 21 NEAR SCDOT SHED ACCORDING TO HIGHWAY PATROL. (CHS)
1915,UNK,WAUKEENAH,JEFFERSON,FL,30.41,-83.95,TREE DOWN ON POWER LINE ON COUNTY ROAD 259. (TAE)
1918,UNK,HOPKINTON,ST. LAWRENCE,NY,44.69,-74.7,MULTIPLE TREES DOWN (BTV)
1920,UNK,1 N CHATTAHOOCHEE,DECATUR,GA,30.72,-84.84,NUMEROUS TREES DOWN. SOME OVER ROADWAY (TAE)
1920,UNK,PONCE DE LEON,HOLMES,FL,30.72,-85.94,TREES DOWN BETWEEN ARGYLE AND PONCE DE LEON ON U.S. 90. (TAE)
1920,UNK,WALTERBORO,COLLETON,SC,32.91,-80.67,DISPATCH CENTER REPORTED A CAR HIT A TREE THAT FELL ON JEFFERIES BLVD IN WALTERBORO. (CHS)
1920,UNK,2 NE MCDONOUGH,HENRY,GA,33.47,-84.12,PUBLIC REPORTED ONE LARGE TREE DOWN ACROSS A DRIVEWAY ON NORTHEAST SIDE OF MCDONOUGH. (FFC)
1921,UNK,2 W POTSDAM,ST. LAWRENCE,NY,44.67,-75.03,TREES DOWN ON MORLEY-POTSDAM ROAD OUTSIDE OF POTSDAM (BTV)
1925,UNK,1 WSW BOSTON,THOMAS,GA,30.79,-83.8,POWERLINES DOWN IN CITY OF BOSTON (TAE)
1930,UNK,WAUKEENAH,JEFFERSON,FL,30.41,-83.95,TREE DOWN ON POWER LINE ON CHERRY TREE ROAD CLOSE TO HIGHWAY 27. (TAE)
1939,UNK,4 SW HARDIN HEIGHTS,GADSDEN,FL,30.63,-84.89,TREES DOWN NEAR MILE MARKER 161 ON INTERSTATE 10 (TAE)
1940,UNK,2 W INDRIO,ST. LUCIE,FL,27.52,-80.39,ST LUCIE EM REPORTED ONE QUARTER OF PLYWOOD ROOF PEELED OFF OF A QUADPLEX. POSSIBLE TORNADO. TIME ESTIMATED BY RADAR. (MLB)
1940,UNK,2 ENE LYNN HAVEN,BAY,FL,30.25,-85.62,TREES DOWN AT COLLEGE POINT. (TAE)
1950,UNK,4 NNE ECLECTIC,ELMORE,AL,32.69,-86.01,POWER LINES DOWN ALONG KOWALIGA RD CAUSING A GRASS FIRE. TIME ESTIMATED FROM RADAR. (BMX)
1950,UNK,SARANAC,CLINTON,NY,44.65,-73.74,TREES DOWN (BTV)
