Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1300,58,3 W MEDICINE PARK,COMANCHE,OK,34.73,-98.55,(OUN)
1339,59,15 SW CLINTON,WASHITA,OK,35.35,-99.16,CSM ASOS (OUN)
1405,UNK,ENLOE,DELTA,TX,33.43,-95.67,UNSPECIFIED STRUCTURES DAMAGED NEAR THE INTERSECTION OF SH24 AND FM198. (FWD)
1450,UNK,1 S BLOSSOM,LAMAR,TX,33.66,-95.38,UNSPECIFIED STRUCTURES DAMAGED ON FM196 SOUTH OF BLOSSOM. (FWD)
2230,UNK,CAMDEN,OUACHITA,AR,33.57,-92.85,MULTIPLE TREES AND POWER LINES ARE DOWN IN CAMDEN AND ACROSS PORTIONS OF OUACHITA COUNTY. TIME IS ESTIMATED OFF OF RADAR. (LZK)
2234,90,5 WSW CHARLESTON,TALLAHATCHIE,MS,33.98,-90.14,*** 2 INJ *** SIX MOBILE HOMES WERE SHIFTED OFF OF THEIR FOUNDATIONS WITH SOME RECEIVING EXTENSIVE ROOF DAMAGE. THERE WERE A FEW SNAPPED PINE TREES AS WELL. PATH LENGTH (MEG)
2239,UNK,CHARLESTON,TALLAHATCHIE,MS,34.01,-90.06,THE PUBLIC REPORTED A FALLEN TREE WHICH HAS DAMAGED A MOBILE HOME IN CHARLESTON. THIS REPORT WAS RECEIVED VIA LOCAL TELEVISION METEOROLOGIST. (MEG)
2245,100,TILLATOBA,YALOBUSHA,MS,33.98,-89.9,SIGNIFICANT DAMAGE WAS FIRST OBSERVED AT AN AUTOMOTIVE REPAIR SHOP WHICH SUFFERED MAJOR METAL ROOF DAMAGE AND WALL FAILURE ON THE REAR OF THE BUILDING. DAMAGE CONTINUED (MEG)
2245,UNK,TILLATOBA,YALOBUSHA,MS,33.98,-89.9,A BROADCAST METEOROLOGIST WITH WABG-TV REPORTS THAT A CAR WAS STRUCK BY A TREE IN TILLATOBA. IN ADDITION...NUMEROUS BUILDINGS HAVE SUSTAINED MAJOR DAMAGE AND LIGHT POLE (MEG)
2300,UNK,TILLATOBA,YALOBUSHA,MS,33.98,-89.9,TREES AND POWER LINES DOWN. ROOFS OFF HOMES. (MEG)
2322,UNK,BANNER,CALHOUN,MS,34.1,-89.4,TREES DOWN. (MEG)
2326,UNK,TULA,LAFAYETTE,MS,34.23,-89.37,50-60 MPH WINDS. STRUCTURE DAMAGE CO RD 149. (MEG)
2344,UNK,5 N BRUCE,CALHOUN,MS,34.06,-89.34,TREES DOWN NORTH PART OF CALHOUN COUNTY IN THE BRUCE,BANNER,AND SAREPTA AREAS. PSBL SMALL TORNADO. (MEG)
2344,UNK,TULA,LAFAYETTE,MS,34.23,-89.37,50-60 MPH WINDS. STRUCTURE DAMAGE CO RD 149 (MEG)
0002,UNK,VAN VLEET,CHICKASAW,MS,33.99,-88.9,NUMEROUS TREES DOWN ALONG HIGHWAY 32 IN VAN VLEET WITH CARS STRIKING FALLEN TREES. NO INJURIES REPORTED AT THIS TIME. (MEG)
0018,UNK,EVERGREEN,ITAWAMBA,MS,34.17,-88.52,A TREE REPORTED DOWN ALONG NEW CHAPEL ROAD IN THE EVERGREEN COMMUNITY OF ITAWAMBA COUNTY AS REPORTED BY THE ITAWAMBA COUNTY SHERIFFS OFFICE. (MEG)
0040,UNK,2 N AMORY,MONROE,MS,34.02,-88.48,TREES REPORTED DOWN TO THE NORTH OF AMORY IN MONROE COUNTY AS REPORTED BY MONROE COUNTY EMA. (MEG)
0057,UNK,1 SSW WISE GAP,MONROE,MS,33.88,-88.34,TREE DOWN ON HIGHWAY 8. (MEG)
0102,UNK,5 E DETROIT,LAMAR,AL,34.03,-88.08,TREES REPORTED DOWN JUST EAST OF DETROIT. (BMX)
0111,UNK,2 SSW LAMAR COUNTY AIRP,LAMAR,AL,33.82,-88.13,TREES DOWN ON BUCK JACKSON ROAD JUST TO THE WEST OF THE LAMAR COUNTY AIRPORT. (BMX)
0400,UNK,MIRANDO CITY,WEBB,TX,27.43,-98.93,TREE BLOWN DOWN IN MIRANDO CITY. (CRP)
Time,Size,Location,County,State,Lat,Lon,Comments
2030,100,1 SE CANEY,ATOKA,OK,34.22,-96.2,(OUN)
2145,125,4 NE YANUSH,LATIMER,OK,34.75,-95.26,(TSA)
0201,100,26 N LAREDO,WEBB,TX,27.91,-99.49,SHERIFF DEPUTY REPORTED QUARTER-SIZED HAIL AT MILE MARKER 26 ON INTERSTATE 37. (CRP)
0315,175,24 ENE LAREDO,WEBB,TX,27.67,-99.12,OBSERVER REPORTED PEA TO GOLF BALL SIZED HAIL. (CRP)
0330,175,24 ENE LAREDO,WEBB,TX,27.67,-99.12,OBSERVER REPORTED PEA TO GOLF BALL SIZED HAIL. (CRP)
0501,125,SAN ANGELO,TOM GREEN,TX,31.45,-100.45,NEAR HIGHWAY 277 AND LOOP 306 INTERSECTION (SJT)
