Time,F-Scale,Location,County,State,Lat,Lon,Comments
1940,UNK,GRAND ISLE CMAN,JEFFERSON,LA,29.27,-89.96,WATERSPOUT MOVED ONSHORE ON WEST SIDE OF ISLAND WITH FLYING DEBRIS SIGHTED. PHOTOS BEING TAKEN OF THE DAMAGE BY NOAA NOS OFFICIAL ON LOCATION. (LIX)
1950,UNK,GRAND ISLE CMAN,JEFFERSON,LA,29.27,-89.96,POWER LINES DOWN NEAR BOUDREAUX LANE. SOME STRUCTURAL DAMAGE ALSO REPORTED. (LIX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1630,UNK,4 ENE AIKEN,AIKEN,SC,33.55,-81.66,EMERGENCY MANAGER REPORTED SEVERAL TREES DOWN IN THE NICHOLSON VILLAGE AREA EAST OF AIKEN. A TIN ROOF WAS ALSO TAKEN OFF A BUILDING AND UNDERPINNING OF SOME MOBILE HOME (CAE)
1804,UNK,4 WNW ASHTON,COLLETON,SC,33.05,-81.03,1 TREE DOWN ON BROXTON BRIDGE HWY AT BACHMAN RD. (CHS)
1827,UNK,3 N SMOAKS,COLLETON,SC,33.13,-80.81,1 TREE DOWN ON LOWCOUNTRY HIGHWAY AT COMMUNITY AVE. (CHS)
1902,UNK,4 SE SUMMERTON,CLARENDON,SC,33.55,-80.31,TREES DOWN AND QUARTER SIZE HAIL ON WILLIAM BRUNSON RD. (CAE)
1903,UNK,3 SSE CLIMAX,RANDOLPH,NC,35.88,-79.7,FEW TREES DOWN NEAR THE INTERSECTION OF NEW SALEM ROAD AND BETHEL CHURCH ROAD (RAH)
1925,UNK,3 NNE GARDENS CORNER,BEAUFORT,SC,32.64,-80.74,LAW ENFORCEMENT REPORTED ONE TREE DOWN ON BIG ESTATE ROAD. (CHS)
1925,UNK,CROSS,BERKELEY,SC,33.33,-80.15,2 TREES DOWN IN CROSS. (CHS)
1933,UNK,1 WSW LADSON,CHARLESTON,SC,32.98,-80.12,LAW ENFORCEMENT REPORTED A TREE DOWN ON LINCOLNVILLE ROAD. (CHS)
1935,UNK,6 SW PERRY,TAYLOR,FL,30.06,-83.65,ONE TREE DOWN ON HAMPTON SPRINGS ROAD. (TAE)
1938,UNK,2 SW MARINE CORPS AIR S,BEAUFORT,SC,32.45,-80.74,1 TREE DOWN AT LAUREL BAY ROAD AND STANLEY FARM ROAD. TIME ESTIMATED FROM RADAR. (CHS)
