Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1859,61,3 NNW NARANJA,MIAMI-DADE,FL,25.56,-80.45,(MFL)
1901,UNK,3 NNW NARANJA,MIAMI-DADE,FL,25.55,-80.45,A CAR PORT BLEW ONTO A RESIDENCE AND NICKEL HAIL WAS ALSO REPORTED IN THE REDLAND AREA. (MFL)
2015,74,6 E BUCKHEAD RIDGE,AMZ610,FL,27.14,-80.8,64 KNOT WIND OBSERVED. (MFL)
2045,60,1 NNW HOBE SOUND,MARTIN,FL,27.07,-80.14,A STORM SPOTTER IN HOBE SOUND ESTIMATED WIND GUSTS OF 60 MPH AT 445PM LOCAL. PEA-SIZED HAIL WAS ALSO OBSERVED DURING THIS OBSERVATION. (MLB)
2055,UNK,7 NW JUPITER,MARTIN,FL,27,-80.18,A MEMBER OF THE MEDIA REPORTED DAMAGE TO A TENNIS COURT IN THE TAILWIND AIRPARK SUBDIVISION LOCATED WEST OF INTERSTATE 95 AT 455PM LOCAL. WIND GUSTS WERE ESTIMATED TO B (MLB)
2115,UNK,2 SE JUPITER,PALM BEACH,FL,26.91,-80.08,POOL SCREEN DAMAGE TO ONE TOP PANEL DUE TO THUNDERSTORM WINDS. (MFL)
0425,60,WARRENTON,WARREN,MO,38.82,-91.14,50-60 MPH WIND GUSTS (LSX)
0510,UNK,2 NW ROCHESTER,SANGAMON,IL,39.77,-89.57,DELAYED REPORT. FRUIT TREE SNAPPED IN HALF. LARGE FENCE KNOCKED DOWN. SHINGLES RIPPED FROM ROOF. (ILX)
Time,Size,Location,County,State,Lat,Lon,Comments
1705,100,WOOD RIVER,MADISON,IL,38.86,-90.08,REPORTS FROM PEA SIZE TO UP TO QUARTER SIZE HAIL IN EAST ALTON AND WOOD RIVER. (LSX)
2159,150,4 N JACKSBORO,JACK,TX,33.28,-98.17,(FWD)
2233,175,10 W ALVORD,WISE,TX,33.37,-97.85,IN CRAFTON (FWD)
2235,200,3 NW CUNDIFF,JACK,TX,33.35,-98.04,(FWD)
2255,125,4 NW ALVORD,WISE,TX,33.41,-97.73,HAIL INCREASED IN SIZE FROM QUARTERS FROM EARLIER REPORT TO PING PONG BALL SIZED (FWD)
2310,175,15 NNE JACKSBORO,JACK,TX,33.42,-98.07,COVERING THE GROUND HWY 59 AT FROG HOLLLAR ROAD (FWD)
2315,175,9 N ALVORD,MONTAGUE,TX,33.5,-97.68,(FWD)
0003,175,SUNSET,MONTAGUE,TX,33.45,-97.77,(FWD)
0019,125,4 E SUNSET,MONTAGUE,TX,33.45,-97.7,(FWD)
0109,100,SHAWNEE,POTTAWATOMIE,OK,35.34,-96.92,HARRISON AND INDEPENDANCE...DIME TO QUARTER HAIL (OUN)
0156,100,5 E SEMINOLE,SEMINOLE,OK,35.23,-96.59,(OUN)
0300,100,HERMITAGE,HICKORY,MO,37.94,-93.32,RELAYED VIA TELEVISION MEDIA (SGF)
0342,100,5 SSW EL DORADO SPRINGS,CEDAR,MO,37.81,-94.06,PICTURE RECEIVED VIA SOCIAL MEDIA (SGF)
0437,100,FRONTENAC,CRAWFORD,KS,37.46,-94.69,DELAYED REPORT VIA FACEBOOK. (SGF)
