Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
Time,Size,Location,County,State,Lat,Lon,Comments
2030,200,7 SSE MERTZON,IRION,TX,31.17,-100.78,(SJT)
2038,125,2 SE LONGFELLOW,PECOS,TX,30.14,-102.62,SPOTTER MEASURED QUARTER TO HALF DOLLAR SIZE HAIL ALONG US 90. (MAF)
2325,100,5 WSW ALANREED,GRAY,TX,35.18,-100.82,STORM CHASER REPORTED QUARTER SIZE HAIL MIXED IN WITH PENNY AND NICKEL SIZE HAIL COVERING INTERSTATE 40. (AMA)
2346,150,10 E POST,GARZA,TX,33.19,-101.21,AT HWY 308 AND 2008 (LUB)
0004,125,5 NNE ADRIAN,OLDHAM,TX,35.35,-102.65,1.25 INCH HAIL REPORTED IN ADDITION TO ACCUMULATING HAIL. (AMA)
0040,100,WELCHES,CLACKAMAS,OR,45.33,-121.97,SOCIAL MEDIA REPORT OF QUARTER-SIZED HAIL AT BASEBALL FIELD IN WELCHES. (PQR)
0045,100,7 S PANHANDLE,CARSON,TX,35.25,-101.36,STORM CHASER REPORTS QUARTER SIZE HAIL 3 MILES NW OF CONWAY. (AMA)
0050,100,TULIA,SWISHER,TX,34.54,-101.77,(LUB)
0052,175,10 NW LONDON,MENARD,TX,30.78,-99.7,GOLFBALL SIZE HAIL (SJT)
0121,175,LONDON,KIMBLE,TX,30.68,-99.58,GOLFBALL SIZE HAIL (SJT)
0202,100,ZAPATA,ZAPATA,TX,26.89,-99.26,QUARTER SIZE HAIL REPORTED NEAR THE ZAPATA COUNTY AIRPORT. (BRO)
0222,100,3 N FLOYDADA,FLOYD,TX,34.03,-101.34,ON 207...HAIL 1 DEEP ON ROAD (LUB)
0234,100,ZAPATA,ZAPATA,TX,26.89,-99.26,ZAPATA COUNTY SHERIFFS DEPUTIES RELAYED SEVERAL REPORTS OF NICKEL TO QUARTER SIZE HAIL FALLING ACROSS THE TOWN OF ZAPATA. (BRO)
0339,100,6 WSW MCADOO,CROSBY,TX,33.7,-101.1,(LUB)
0415,100,SPUR,DICKENS,TX,33.48,-100.86,(LUB)
0455,100,3 SE GIRARD,KENT,TX,33.33,-100.63,SPORADIC QUARTER SIZE HAILSTONES. (LUB)
0620,100,10 NE SNYDER,SCURRY,TX,32.82,-100.79,HAIL LEFT DENTS ON A VEHICLE AND HORSE TRAILER. NUMEROUS LEAVES OFF OF TREES. (MAF)
0730,100,SWEETWATER,NOLAN,TX,32.47,-100.41,(SJT)
0750,150,10 W SNYDER,SCURRY,TX,32.71,-101.09,HAIL OF QUARTER TO PING PONG BALL SIZE FELL FROM 250 TO 300 AM CDT. (MAF)
0836,100,ROSCOE,NOLAN,TX,32.45,-100.54,QUARTER SIZE HAIL REPORTED IN ROSCOE (SJT)
