Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1836,58,1 WNW PLANTATION,BROWARD,FL,26.13,-80.27,MEASURED AT BROWARD COUNTY EMERGENCY OPERATIONS CENTER. (MFL)
1900,UNK,2 S COOPER CITY,BROWARD,FL,26.02,-80.28,SEVERAL TREES DOWN IN VICINITY OF TAFT STREET AND NW 96TH STREET. (MFL)
2108,UNK,4 SSE MARCELL,ITASCA,MN,47.54,-93.64,4 INCH DIAMETER PINE TREE PARTIALLY BLOCKING CR 49 AT MN 38. (DLH)
2203,UNK,MERRILLAN,JACKSON,WI,44.45,-90.83,TREE BLOWN DOWN ONTO A HOUSE. (ARX)
2239,UNK,1 NNE LAKE SHORE,CASS,MN,46.51,-94.35,6 INCH DIAMETER LIVE POPLAR TREE SNAPPED OFF AT 20 FT. TIME RADAR ESTIMATED. (DLH)
2239,UNK,3 WSW EMILY,CROW WING,MN,46.74,-94.02,18 INCH DIAMETER OAK TREE DOWNED AND BLOCKING BUTTERFIELD BEACH ROAD APPROXIMATELY 0.8 MILES NORTH OF COUNTY HIGHWAY 1. TIME RADAR ESTIMATED. (DLH)
2245,UNK,10 SE CADIZ,TRIGG,KY,36.77,-87.7,TIN ROOF PEELED OFF BARN. CROPS FLATTENED. (PAH)
2320,UNK,YETTER,CALHOUN,IA,42.32,-94.84,TREE DAMAGE TO OLD MAPLE TREE PARTIALLY ROTTED. WINDS ESTIMATED AT OVER 50 MPH. TORRENTIAL RAINFALL AT TIME OF WINDS. (DMX)
2321,60,LINCOLN,LANCASTER,NE,40.82,-96.69,AT 14TH STREET AND OLD CHENEY ROAD. (OAX)
2325,UNK,1 SSE LINCOLN,LANCASTER,NE,40.8,-96.68,TREE BLOWN DOWN. (OAX)
2328,UNK,WARRENS,MONROE,WI,44.13,-90.5,ESTIMATED 60 MPH WIND GUSTS THAT PRODUCED ROOF AND SIDING DAMAGE AND BLEW DOWN TREES. (ARX)
2350,UNK,3 SSW LINCOLN,LANCASTER,NE,40.77,-96.7,FAIRLY LARGE TREE BLOWN DOWN. (OAX)
0015,UNK,2 SE LINCOLN,LANCASTER,NE,40.8,-96.66,LARGE TREE LIMBS BLOWN DOWN... BLOCKING ROAD AT 40TH AND D. (OAX)
0015,UNK,3 NW ASHLAND,SAUNDERS,NE,41.07,-96.41,POWER LINES DOWN EAST OF MEMPHIS NEAR HWY 66. DELAYED REPORT. (OAX)
0040,UNK,SYRACUSE,OTOE,NE,40.66,-96.18,POWER LINES DOWN ALONG HIGHWAY 50 IN TOWN. PARTIAL ROOF MISSING AT CHURCH ON NW EDGE OF TOWN AND PARTIAL ROOF MISSING AT IMPLEMENT DEALERSHIP 0.5 NORTH OF TOWN.LATE REP (OAX)
0125,UNK,SYRACUSE,OTOE,NE,40.66,-96.18,NUMEROUS LARGE TREE LIMBS BLOWN DOWN ACROSS TOWN. POWER LINES DOWN. SIGNIFICANT SHINGLE DAMAGE TO NUMEROUS HOMES. PARTIAL ROOF BLOWN OFF CHURCH. (OAX)
0235,UNK,2 S WEEPING WATER,CASS,NE,40.85,-96.14,TREE BRANCHES BLOWN DOWN. (OAX)
0245,65,WEEPING WATER,CASS,NE,40.87,-96.14,(OAX)
0443,UNK,SPARTA,MONROE,WI,43.94,-90.81,SOME 6 TO 8 INCH DIAMETER TREES DOWN ON THE NORTH TO NORTHEAST SIDE OF SPARTA. (ARX)
Time,Size,Location,County,State,Lat,Lon,Comments
2005,125,7 N KABEKONA,HUBBARD,MN,47.34,-94.88,VERY HEAVY RAINFALL WITH INTERMITTENT LARGE HAIL REPORTED NEAR HIGHWAY 71. (FGF)
2305,100,POMEROY,CALHOUN,IA,42.55,-94.69,(DMX)
2330,250,2 ESE LINCOLN,LANCASTER,NE,40.8,-96.65,(OAX)
2349,200,3 SE LINCOLN,LANCASTER,NE,40.79,-96.64,NEAR 59TH AND SOUTH STREETS. (OAX)
0029,100,EAGLE,CASS,NE,40.82,-96.43,(OAX)
0059,100,ADDIS,WEST BATON ROUGE,LA,30.35,-91.27,QUARTER SIZE HAIL REPORTED IN ADDIS. (LIX)
