Time,F_Scale,Location,County,State,Lat,Lon,Comments
2237,UNK,10 WNW SLAPOUT,BEAVER,OK,36.67,-100.28,BRIEF 15 TO 20 SECOND TORNADO IN OPEN FIELD. NO DAMAGE OBSERVED. (AMA)
2242,UNK,9 W SLAPOUT,BEAVER,OK,36.62,-100.28,MINOR DAMAGE TO AN OLD BARN AS WELL AS MINOR ROOF DAMAGE TO A MANUFACTURED HOME. A FEW OUTBUILDINGS WERE DAMAGED. TORNADO DRIFTED SOUTH ACROSS US HIGHWAY 412. TORNADO W (AMA)
2303,UNK,14 W SLAPOUT,BEAVER,OK,36.62,-100.37,AT LEAST TWO DOZEN POWER POLES SNAPPED WITH DAMAGE TO A BARN WITH THE EAST WALL AND ROOF MISSING. A CENTER PIVOT IRRIGATION SYSTEM WAS DAMAGED. ADDITIONAL ROOF AND WALL (AMA)
2331,UNK,7 SE ELMWOOD,BEAVER,OK,36.55,-100.43,TOPS OF TREES SNAPPED AND A METAL GARAGE COMPLETELY DESTROYED. TORNADO WAS RATED EF-0...AND LASTED 1 MINUTE. (AMA)
2357,UNK,5 WSW DARROUZETT,LIPSCOMB,TX,36.42,-100.41,STORM CHASERS REPORTED A TORNADO ON THE GROUND WITH A CENTER PIVOT IRRIGATION SYSTEM FLIPPED AND DAMAGED. TORNADO WAS RATED EF-0...AND LASTED 6 MINUTES. (AMA)
0006,UNK,5 N ORCHARD,MORGAN,CO,40.4,-104.12,BRIEF TOUCH DOWN (BOU)
0022,UNK,6 NNW LIPSCOMB,LIPSCOMB,TX,36.31,-100.31,STORM CHASERS REPORTED A BRIEF TORNADO TOUCHDOWN. TORNADO WAS RATED EF-0...AND LASTED 1 MINUTE. (AMA)
0245,UNK,9 WNW CANADIAN,HEMPHILL,TX,35.96,-100.53,DAMAGE REPORTED ON RED DEER CREEK ROAD TO A FARMSTEAD AND SEVERAL BARNS. NWS AMARILLO IS CURRENTLY AWAITING RESULTS FROM A STORM SURVEY TO OFFICIALLY RATE THIS TORNADO. (AMA)
Time,Speed,Location,County,State,Lat,Lon,Comments
1715,UNK,5 WSW FRUIT COVE,CLAY,FL,30.08,-81.69,NWS EMPLOYEE REPORTED LARGE BRANCHES DOWNED CAUSING DAMAGE TO SCREENS ON LANAI PATIOS. (JAX)
1715,UNK,1 E TALLASSEE,TALLAPOOSA,AL,32.54,-85.87,A COUPLE OF TREES DOWN IN THE CITY OF TALLASSEE (BMX)
1724,60,ALMA,BACON,GA,31.54,-82.48,(JAX)
1735,UNK,N BURLINGTON,DES MOINES,IA,40.81,-91.12,LOST PART OF ROOF TO A HOME ON THE NORTH SIDE OF BURLINGTON. NUMEROUS TREE LIMBS WERE REPORTED DOWN ALONG WITH SOME POWERLINES. TIME OF THE EVENT WAS ESTIMATED USING RA (DVN)
1805,UNK,1 NW NAHUNTA,BRANTLEY,GA,31.22,-81.99,TREES WERE BLOWN DOWN WITHIN THE NAHUNTA CITY LIMITS. TIME OF DAMAGE BASED ON RADAR IMAGERY. (JAX)
1815,UNK,PANAMA CITY AIRPORT,BAY,FL,30.34,-85.8,POWER POLE AND LINES DOWN ON 15TH STREET. (TAE)
1818,61,5 E BRUNSWICK,GLYNN,GA,31.15,-81.38,(JAX)
