Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1200,60,GRAPELAND,HOUSTON,TX,31.49,-95.48,TRAINED STORM SPOTTER REPORTED WIND GUSTS OF 60MPH EAST SIDE OF GRAPELAND. (HGX)
1521,UNK,3 NNE DRIFTWOOD,HAYS,TX,30.16,-98.02,LARGE TREE BLOWN DOWN (EWX)
1549,UNK,2 SW BRYCELAND,BIENVILLE,LA,32.42,-93.01,TREE DOWN IN SHILOH... NEAR BRYCELAND... PEA SIZE HAIL ALSO (SHV)
1610,UNK,CHOUDRANT,LINCOLN,LA,32.53,-92.52,TREES DOWN NEAR CHOUDRANT AND DOWN EAST PART OF LINCOLN PARISH... HAIL REPORTED NO SIZE (SHV)
1640,UNK,WEST MONROE,OUACHITA,LA,32.51,-92.15,A FEW TREES DOWN. TREES ON A HOUSE. SHED BLOWN AWAY. CORNER OF GOOD HOE AND 40 OAKS. (SHV)
1655,UNK,WEST MONROE,OUACHITA,LA,32.51,-92.15,TREES DOWN ON STANDARD REED ROAD AND HOLLEY LANE (SHV)
1725,UNK,EPPS,WEST CARROLL,LA,32.6,-91.48,PART OF A METAL ROOF WAS DAMAGED ON A BARN. (JAN)
1737,UNK,2 W OAK GROVE,WEST CARROLL,LA,32.86,-91.43,TREE DOWN (JAN)
1820,UNK,CARY,SHARKEY,MS,32.8,-90.93,MULTIPLE LARGE LIMBS BROKEN OUT OF TREES. (JAN)
1845,UNK,SHREVEPORT,CADDO,LA,32.47,-93.8,TREE DOWN ON FAIRFIELD STREET (SHV)
1938,UNK,GRAYSON,CALDWELL,LA,32.05,-92.11,A FEW TREES DOWN (SHV)
1950,UNK,SHREVEPORT,CADDO,LA,32.47,-93.8,TREE DOWN ON FAIRFIELD STREET (SHV)
2003,UNK,5 NE JIGGER,FRANKLIN,LA,32.08,-91.68,A TREE FELL ON A BOAT AND TWO FOUR WHEELERS AND A SHED ROOF WAS BLOWN OFF AT JACKSON LANE NEAR CHASE. (JAN)
2105,UNK,TALLULAH,MADISON,LA,32.41,-91.19,A FEW TREES WERE DOWN. A FUNNEL CLOUD WAS REPORTED IN THE AREA AS WELL. (JAN)
2124,UNK,3 SSE EAGLE BEND,WARREN,MS,32.49,-90.98,REPORTS OF DAMAGE TO A BOATHOUSE AT EAGLE LAKE. (JAN)
2140,UNK,5 NW ROCKY SPRINGS,WARREN,MS,32.14,-90.87,REPORTS OF TREES AND POWERLINES DOWN IN CAMPBELL SWAMP. (JAN)
2140,UNK,VICKSBURG,WARREN,MS,32.33,-90.87,REPORTS OF MULTIPLE TREES AND POWERLINES DOWN ACROSS THE COUNTY. A TREE AND POWERLINE FELL ON A VEHICLE ON JEFF DAVIS ROAD. NO INJURIES BUT DRIVER IS TRAPPED. (JAN)
2150,UNK,SATARTIA,YAZOO,MS,32.67,-90.54,REPORTS OF TREES DOWN ON HIGHWAY 433 AND HIGHWAY 3 NEAR SATARTIA. (JAN)
2155,UNK,3 SE MYRLEVILLE,YAZOO,MS,32.68,-90.25,REPORTS OF TREES DOWN AT HIGGINS ROAD AND SCOTLAND ROAD. (JAN)
