Time,F_Scale,Location,County,State,Lat,Lon,Comments
1516,UNK,SARDINIA,BROWN,OH,39.01,-83.81,ESTIMATED WIND SPEED OF 75 MPH. MINOR STRUCTURAL AND TREE DAMAGE.PATH LENGTH OF 1 MILE AND WIDTH OF 100 YARDS. (ILN)
1842,UNK,DONORA,WASHINGTON,PA,40.17,-79.86,EF RATING YET TO BE DETERMINED (PBZ)
Time,Speed,Location,County,State,Lat,Lon,Comments
1516,UNK,SARDINIA,BROWN,OH,39.01,-83.81,FIVE BUILDINGS WITH STRUCTURAL DAMAGE. MULTIPLE TREES AND POWER LINES DOWNED. POSSIBLE TORNADO. (ILN)
1529,UNK,3 NNE ADA,KENT,MI,43,-85.47,TREE DOWN NEAR 2 MILE RD AND HONEY CREEK. (GRR)
1545,UNK,BETHEL,CLERMONT,OH,38.96,-84.08,LARGE TREE DOWN ON A SHED (ILN)
1555,UNK,3 W IONIA,IONIA,MI,42.98,-85.11,LARGE TREE DOWN OVER BOTH LANES OF M-21 NEAR THE CORRECTIONAL FACILITY. . (GRR)
1714,UNK,2 ESE CULLODEN,PUTNAM,WV,38.4,-82.03,A FEW LARGE TREES FELL INTO POWER LINES ALONG COUNTY ROUTE 50... LAKE DRIVE... AND SYCAMORE ROAD. (RLX)
1720,UNK,RARDEN,SCIOTO,OH,38.92,-83.24,A FEW TREE LIMBS DOWN (ILN)
1738,UNK,5 E FRIES,CARROLL,VA,36.71,-80.87,LARGE OAK TREE BLOWN DOWN... ALONG WITH A LARGE LIMB FROM ANOTHER TREE. (RNK)
1748,UNK,5 W LUCASVILLE,SCIOTO,OH,38.87,-83.09,LARGE TREE DOWN ACROSS HENRY DEEMER ROAD IN UNION TOWNSHIP. TIME ESTIMATED. (ILN)
1840,UNK,1 NNE LAKE TOXAWAY,TRANSYLVANIA,NC,35.15,-82.93,911 CALL CENTER REPORTED A TREE DOWN ON NC-281 IN LAKE TOXAWAY. TIME ESTIMATED FROM RADAR. (GSP)
1840,UNK,DONORA,WASHINGTON,PA,40.18,-79.86,2 ROOFS BLOWN OFF. UPROOTED TREES. (PBZ)
1845,UNK,1 NE DONORA,WESTMORELAND,PA,40.19,-79.85,TREE DOWN ON ROUTE 906 ROSTRAVER TWP. (PBZ)
1849,UNK,OLD FORT,MCDOWELL,NC,35.63,-82.17,BROADCAST MEDIA REPORTED A TREE BLOWN DOWN ON I-40 NEAR MM 74. (GSP)
1910,UNK,2 NE OLD FORT,MCDOWELL,NC,35.65,-82.14,TREE DOWN IN OLD FORT ON EBENEZER RD AND GREENLEE RD. (GSP)
1912,UNK,WSW DOBSON,SURRY,NC,36.39,-80.73,ONE TREE DOWN NEAR WEST FOLGER STREET. (RNK)
1930,UNK,MOUNT PLEASANT,WESTMORELAND,PA,40.15,-79.54,TREE DOWN VIKING DR (PBZ)
1950,UNK,1 N SPENCER,HENRY,VA,36.63,-80.02,A TREE WAS BLOWN DOWN ALONG AIRPORT ROAD. (RNK)
1952,UNK,1 ESE MARION,MCDOWELL,NC,35.68,-81.99,BROADCAST MEDIA REPORTED POWER LINES DOWN ON RUTHERFORD RD AND BALDWIN AVE IN MARION. (GSP)
1954,UNK,4 SSE MONTVALE,BEDFORD,VA,37.33,-79.7,ONE TREE DOWN OVER 6400 BLOCK OF QUARTERWOOD RD. TIME RADAR ESTIMATED (RNK)
2010,UNK,SNOW CREEK,FRANKLIN,VA,36.83,-79.75,MULTIPLE TREES WERE BLOWN DOWN IN THE SNOW CREEK AREA. (RNK)
2020,UNK,PORT HURON,ST. CLAIR,MI,42.99,-82.43,POWER LINES AND BRANCHES DOWN. (DTX)
2025,UNK,1 SSW NORTH LIBERTY,ST. JOSEPH,IN,41.52,-86.44,TREE DOWN ON HOUSE AND POWER LINES DOWN. (IWX)
2032,UNK,7 SE LIBERTY,ANDERSON,SC,34.71,-82.62,911 CALL CENTER REPORTED A TREE DOWN ON OLD GREENVILLE HWY & PICKENS DR IN PENDLETON. TIME ESTIMATED FROM RADAR. (GSP)
2033,UNK,1 NW LEWISBURG,GREENBRIER,WV,37.81,-80.46,THUNDERSTORM WINDS BROUGHT DOWN A TREE ONTO A POWERLINE CATCHING THE TREE ON FIRE ALONG ROUTE 60 JUST WEST OF LEWISBURG... WV. (RNK)
2047,UNK,KANNAPOLIS,CABARRUS,NC,35.49,-80.62,911 CALL CENTER REPORTED NUMEROUS TREES AND POWERLINES DOWN IN KANNAPOLIS. TIME ESTIMATED FROM RADAR. (GSP)
