Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1205,UNK,4 NNW FORT DODGE,WEBSTER,IA,42.56,-94.19,1 1/2 FOOT DIAMETER TREE DOWN. 50 MPH WIND GUSTS. VIA SOCIAL MEDIA. (DMX)
1312,UNK,HOLTS SUMMIT,CALLAWAY,MO,38.64,-92.12,PUBLIC SOCIAL MEDIA REPORT OF LARGE TREE LIMB SNAPPED IN HOLTS SUMMIT. TIME ESTIMATED FROM RADAR. (LSX)
1319,UNK,MASON CITY,CERRO GORDO,IA,43.16,-93.2,SEVERAL REPORTS OF LARGE BRANCHES DOWN ON MANY TREES ON THE EAST SIDE OF TOWN. REPORT RECEIVED VIA SOCIAL MEDIA. (DMX)
1319,58,3 NE CLEAR LAKE,CERRO GORDO,IA,43.16,-93.33,(DMX)
1335,88,HAMPTON,FRANKLIN,IA,42.75,-93.2,(DMX)
1350,UNK,1 NNE MASON CITY,CERRO GORDO,IA,43.17,-93.19,LARGE TREE DAMAGE. (DMX)
1414,UNK,CHARLES CITY,FLOYD,IA,43.07,-92.67,SEPARATE REPORTS OF TREE LIMBS ON POWER LINES... A STREET SIGNAL BROKEN... AND TWO TREES DOWN IN CHARLES CITY. TIME ESTIMATED FROM RADAR AND REPORTED WIND GUSTS AT CHAR (ARX)
1425,UNK,OSAGE,MITCHELL,IA,43.29,-92.81,POWER LINES AND TREE LIMBS DOWN IN THE VICINITY OF OSAGE. (ARX)
1430,UNK,APLINGTON,BUTLER,IA,42.59,-92.88,2 FOOT DIAMETER TREE DOWN... VIA SOCIAL MEDIA. (DMX)
1450,UNK,2 NE SILVER LAKE,SHAWNEE,KS,39.12,-95.84,NUMBER OF SMALL TREE LIMBS DOWN WITH THE LARGEST UP TO 6 INCHES IN DIAMETER. (TOP)
1500,UNK,CRESCO,HOWARD,IA,43.37,-92.12,TREE BLOWN DOWN IN CRESCO. (ARX)
1755,UNK,ALBANY,DOUGHERTY,GA,31.58,-84.18,REPORT OF A TREE FALLING ON A VEHICLE IN THE ALBANY AREA. (TAE)
1812,UNK,4 S CENTER HILL,COLQUITT,GA,31.08,-83.9,STRAIGHT LINE WINDS UPROOTED 4 OAK TREES ON A PROPERTY IN SOUTHWEST COLQUITT COUNTY. ONE TREE LANDED ON THE HOUSE. (TAE)
1823,UNK,CENTERTOWN,OHIO,KY,37.42,-87,TWO TREES DOWN AND A PIECE OF METAL ROOFING PEELED OFF AN OUTBUILDING. (LMK)
1824,UNK,GREENWOOD,JACKSON,FL,30.87,-85.16,REPORTS OF TREES DOWN IN THE GREENWOOD AREA. (TAE)
1842,UNK,LENOX,COOK,GA,31.28,-83.47,REPORTS OF TREES DOWN AROUND LENOX. (TAE)
1845,UNK,3 S ODUM,Wayne,GA,31.62,-82.02,TREES WERE BLOWN DOWN ONTO POWER LINES ALONG HOLMESVILLE ROAD. THE TIME OF DAMAGE WAS BASED ON RADAR. (JAX)
1903,UNK,N SNIPESVILLE,Jeff Davis,GA,31.76,-82.75,REPORT OF TREES DOWN IN THE TOWN. (JAX)
1912,UNK,2 NNW FORT MILL,YORK,SC,35.04,-80.97,DISPATCH REPORTED A TREE BLOWN DOWN ON CAROLINA PLACE. AT LEAST ONE OTHER TREE DOWN IN THE AREA. (GSP)
1918,UNK,NAYLOR,LOWNDES,GA,30.91,-83.08,REPORTS OF TREES DOWN IN LOWNDES COUNTY. (TAE)
1920,UNK,4 SW MEIGS,LANIER,GA,31.04,-83.14,TREE DOWN ACROSS HIGHWAY 122 BETWEEN LAKELAND AND WALKERS CROSSING NEAR BANKS LAKE. (TAE)
1920,UNK,S NINE TIMES,PICKENS,SC,34.91,-82.84,A COUPLE TREES AND POWERLINES DOWN. (GSP)
1925,UNK,WOODVILLE,LEON,FL,30.32,-84.25,SEVERAL LARGE LIMBS DOWN AND SOME SNAPPED TREES REPORTED IN THE WOODVILLE AREA. ONE LARGE LIMB DAMAGED A CAR. (TAE)
1925,UNK,4 N MOUNT VERNON,MONTGOMERY,GA,32.24,-82.61,TSTM WIND GUSTS BLEW PORTIONS OF A ROOF OFF OF A LARGE BARN AND BLEW OVER TWO TREES JUST NORTH OF MOUNT VERNON. (FFC)
1930,UNK,7 ENE MAYDAY,Clinch,GA,30.85,-82.9,TREE DOWN ON A RESIDENCE ON WITHERS ROAD. (JAX)
1945,UNK,2 WSW BAXLEY,Appling,GA,31.76,-82.38,REPORT OF POWER LINES DOWN ON COUNTY FARM ROAD NEAR BAXLEY... GA. (JAX)
1948,UNK,1 W SYLVANIA,SCREVEN,GA,32.75,-81.65,SCREVEN COUNTY 911 REPORTED A TREE DOWN ON FOREST ROAD IN SYLVANIA. (CHS)
1955,UNK,11 E MAYDAY,Clinch,GA,30.83,-82.82,TREE DOWN OVER ROAD ON HWY 187... APPROXIMATELY 15 MILES SOUTH OF HOMERVILLE. TIME OF EVENT ESTIMATED WITH RADAR. (JAX)
2005,UNK,3 SE GARDEN CITY,CHATHAM,GA,32.07,-81.13,CHATHAM COUNTY EMA REPORTED A LARGE GADOT HIGHWAY SIGN DOWN ON I-16 NEAR I-516 INTERCHANGE. (CHS)
2005,UNK,3 NE HUNTERS,SCREVEN,GA,32.69,-81.51,SCREVEN COUNTY 911 REPORTED A TREE DOWN ON POOR ROBIN RD. (CHS)
2020,UNK,4 WSW LEE,MADISON,FL,30.4,-83.36,TREES AND POWER LINES DOWN ACROSS MADISON COUNTY. (TAE)
2024,UNK,1 SW OLIVER,SCREVEN,GA,32.51,-81.55,SCREVEN COUNTY 911 REPORTED TWO TREES DOWN ON HWY 24 SOUTHWEST OF OLIVER. (CHS)
2028,UNK,1 SE PERRY,TAYLOR,FL,30.11,-83.58,TREE AND POWER LINE REPORTED DOWN NEAR HWY 27 AND SAN PEDRO. (TAE)
2032,UNK,11 E MAYDAY,Clinch,GA,30.83,-82.82,TREE DOWN OVER ROAD ON HWY 187... APPROXIMATELY 15 MILES SOUTH OF HOMERVILLE. TIME OF EVENT ESTIMATED WITH RADAR. (JAX)
2036,UNK,2 NW WESTMINSTER,OCONEE,SC,34.69,-83.12,A FEW TREES BLOWN DOWN ON POWERLINES. (GSP)
2040,UNK,5 NW LIVE OAK,Suwannee,FL,30.35,-83.03,TREES AND POWERLINES DOWN. TIME BASED ON RADAR. (JAX)
2043,UNK,3 W GUYTON,EFFINGHAM,GA,32.33,-81.44,TRAINED SPOTTER REPORTED QUARTER SIZE HAIL AND GUSTY WINDS JUST WEST OF GUYTON. (CHS)
2045,UNK,6 NW FOLKSTON,Charlton,GA,30.89,-82.08,TREES DOWN AND POWER LINES DOWN NEAR GRACE CHAPEL BY SPANISH CREEK ROAD. (JAX)
2046,UNK,SKIPPERVILLE,DALE,AL,31.56,-85.55,TREE DOWN ON HWY 105 NEAR SKIPPERVILLE. (TAE)
2046,UNK,1 E WILMINGTON ISLAND,CHATHAM,GA,32.01,-80.96,CHATHAM EMA REPORTS A TREE DOWN ON A VEHICLE ON MOSS DRIVE. (CHS)
2054,61,3 WNW FORT SCREVEN,CHATHAM,GA,32.03,-80.9,FORT PULASKI NOS TIDE GAGE GUSTED TO 40 MPH AT 454 PM... PEAK GUST 61 MPH AT 500 PM. (CHS)
2055,UNK,4 SE SUWANNEE SPRINGS,Suwannee,FL,30.35,-82.89,TREES AND POWERLINES DOWN NEAR 136A AND ADAMS ROAD. TIME BASED ON RADAR. (JAX)
2100,UNK,2 S FOLKSTON,Charlton,GA,30.81,-82.01,TREES AND POWER LINES REPORTED DOWN NEAR LITTLE FEEBIE CHURCH ROAD. (JAX)
2100,60,2 ENE FOLKSTON,Charlton,GA,30.84,-81.98,ESTIMATED WINDS OF 60 MPH JUST EAST OF FOLKSTON OFF OF DORA LLOYD ROAD. (JAX)
2102,UNK,SWITZERLAND,JASPER,SC,32.43,-81.01,JASPER COUNTY 911 REPORTED A TREE DOWN ON I-95 SOUTHBOUND NEAR MM15. (CHS)
2105,UNK,4 NE WATERTOWN,Columbia,FL,30.24,-82.56,TREES REPORTED DOWN ALONG NE GUM SWAMP ROAD. (JAX)
2118,UNK,NEWVILLE,HENRY,AL,31.42,-85.34,3 TREES REPORTED DOWN IN THE NEWVILLE AREA. (TAE)
2120,UNK,2 W YULEE,Nassau,FL,30.63,-81.61,POWER LINES REPORTED DOWN NEAR HARTS ROAD IN YULEE. (JAX)
2127,UNK,2 S RIDGELAND,JASPER,SC,32.45,-80.98,SCHP REPORTS A TREE DOWN ON BEES CREEK RD NEAR SCARLETT IBIS DR. (CHS)
2130,UNK,1 NE SANDERSON,Baker,FL,30.26,-82.26,BAKER COUNTY 911/DISPATCH REPORTS A TREE DOWNED BY THUNDERSTORM WIND GUSTS ALONG U.S. HIGHWAY 90 IN THE VICINITY OF SANDERSON. TIME OF DAMAGE ESTIMATED BY RADAR. (JAX)
2130,UNK,SE HILLIARD,Nassau,FL,30.69,-81.92,POWER LINES REPORTED DOWN NEAR NORTH KINGS ROAD IN HILLIARD. (JAX)
2135,UNK,MACCLENNY,BAKER,FL,30.28,-82.13,CABLE POLE DOWNED AND DAMAGED 2 VEHICLES. TIME BASED ON RADAR. (JAX)
2145,UNK,5 E CANADYS,COLLETON,SC,33.06,-80.53,COLLETON COUNTY 911 REPORTED AT LEAST TWO TREES DOWN... POWER LINES DOWN... AND HAIL OF UNKNOWN SIZE ON SIDNEYS RD. (CHS)
2150,UNK,4 SSW LUCAMA,WAYNE,NC,35.59,-78.04,TREE DOWN ON POLLY WATSON RD IN FREMONT. (RAH)
2200,UNK,4 NNW STARKE,Bradford,FL,30,-82.15,BRADFORD COUNTY 911/DISPATCH REPORTS A LARGE TREE LIMB DOWNED ACROSS COUNTY ROAD 233 AND ALSO OVER ORANGE STREET IN THE VICINITY OF STARKE. TIME OF DAMAGE BASED ON RADA (JAX)
2205,UNK,2 SSE BLAKELY,EARLY,GA,31.36,-84.92,TREES REPORTED DOWN IN BLAKELY. (TAE)
2206,UNK,DONALDSONVILLE A/P,SEMINOLE,GA,31.01,-84.88,TREE REPORTED DOWN JUST SOUTH OF DONALDSONVILLE. (TAE)
