Time,F_Scale,Location,County,State,Lat,Lon,Comments
2000,UNK,2 S CHINA,JEFFERSON,TX,30.02,-94.34,PICTURES AND PUBLIC WITNESSES INDICATE A LANDSPOUT BRIEFLY OCCURRED IN A RICE FIELD 2 MILES SOUTH OF CHINA. NO DAMAGE WAS REPORTED. (LCH)
Time,Speed,Location,County,State,Lat,Lon,Comments
2113,UNK,2 WSW F.D. ROOSEVELT ST,HARRIS,GA,32.83,-84.84,THREE TREES REPORTED DOWN ALONG US HWY 27 (FFC)
2150,UNK,THOMASTON,UPSON,GA,32.89,-84.33,TREE DOWN ON E MAIN ST NEAR DOWNTOWN (FFC)
2209,UNK,CULLODEN,MONROE,GA,32.86,-84.09,MULTIPLE TREES WERE REPORTED DOWN IN THE CITY OF CULLODEN AND NORTHEASTWARD TOWARDS I-75. (FFC)
2215,UNK,3 WNW ROBERTA,CRAWFORD,GA,32.74,-84.06,A TREE WAS REPORTED DOWN BLOCKING ALL LANES ON SR 22 NEAR THE INTERSECTION OF DIXON ROAD. (FFC)
2230,UNK,4 NNW BOLINGBROKE,MONROE,GA,33,-83.83,MULTIPLE TREES AND POWER LINES WERE REPORTED DOWN IN THE AREA OF INTERSTATE 75 AND RUMBLE ROAD AND EXTENDING EASTWARD ALONG PEA RIDGE ROAD AND HIGHWAY 87. (FFC)
2240,UNK,1 W SKIPPERTON,BIBB,GA,32.74,-83.72,TREE DOWN ACROSS ALL LANES ON I-75 S AT HARTLEY BRIDGE RD (FFC)
2255,UNK,2 NE HUBER,TWIGGS,GA,32.74,-83.52,ONE TREE WAS REPORTED DOWN ON SGODA ROAD. (FFC)
2315,UNK,2 SSE IVEY,WILKINSON,GA,32.88,-83.28,A TREE WAS REPORTED DOWN ON GORDON MCINTYRE ROAD. (FFC)
2320,UNK,1 SSE PLANT HARLEE BRAN,BALDWIN,GA,33.18,-83.29,A TREE ALONG ADMIRALTY WAY FELL ON TWO CARS... DAMAGING THE CARS. (FFC)
2345,UNK,3 N TUCKERS CROSSROAD,JOHNSON,GA,32.74,-82.86,TWO TREES WERE REPORTED DOWN ALONG CALVARY CHURCH ROAD. (FFC)
Time,Size,Location,County,State,Lat,Lon,Comments
1433,200,7 N PELAHATCHIE,RANKIN,MS,32.42,-89.79,HAIL SLIGHTLY LARGER THAN GOLFBALL SIZE NEAR THE INTERSECTION OF HARRELL RD AND REHOBETH RD. (JAN)
0327,100,BEVIL OAKS,JEFFERSON,TX,30.16,-94.27,QUARTER SIZE HAIL REPORTED IN BEVIL OAKS THROUGH SOCIAL MEDIA. TIME APPX. (LCH)
1032,100,1 SE JACKSON,HINDS,MS,32.31,-90.19,MOSTLY DIME TO NICKEL SIZE HAIL WITH A FEW STONES AROUND QUARTER SIZE MIXED IN. FELL NEAR THE INTERSECTION OF MONUMENT AND GALLATIN STREETS. (JAN)
