Time,F-Scale,Location,County,State,Lat,Lon,Comments
2349,UNK,4 E KEMPTON,GRAND FORKS,ND,47.82,-97.53,THIS LONG... THIN AND ROPE LIKE TORNADO LAST FOR JUST A COUPLE OF MINUTES AND TRACKED EASTWARD FOR ABOUT ONE MILE... NEARLY TO THE AVON AND PLEASANT VIEW TOWNSHIP LINE. (FGF)
0002,UNK,7 ENE NORTHWOOD,GRAND FORKS,ND,47.77,-97.43,THIS ROPE LIKE TORNADO LASTED FOR OVER 4 MINUTES AND TRACKED DUE EAST FOR NEARLY TWO MILE IN THE FAR NORTHWEST CORNER OF UNION TOWNSHIP. SEVERAL TREE TOPS WERE SNAPPED (FGF)
Time,Speed,Location,County,State,Lat,Lon,Comments
1503,UNK,2 ENE MORA,KANABEC,MN,45.89,-93.25,TREE DOWN ACROSS STATE ROUTE 23... IN ADDITION SPRING BROOK GOLF COURSE HAD NUMEROUS LIMBS DOWN AROUND THE COURSE. (MPX)
2024,UNK,LITTLE GIRLS POINT,GOGEBIC,MI,46.61,-90.33,TREE DOWN ON A POWER LINE ON LAKE ROAD (MQT)
2138,UNK,2 N MENOMONIE,DUNN,WI,44.92,-91.91,A LARGE TREE WAS BLOCKING COUNTY ROAD BB AND 500TH STREET,NORTH OF MENOMONIE. (MPX)
2156,65,4 NW CHIPPEWA FALLS,CHIPPEWA,WI,44.97,-91.45,CHASER NOTED CONSTUCTION SIGNS BLOWN DOWN. (MPX)
2245,UNK,1 S MENOMONIE,DUNN,WI,44.87,-91.91,MULTIPLE 6 TO 24 INCH BRANCHES DOWN JUST WEST OF 440TH ST AND 45ST AVE...WHICH IS JUST SOUTH OF MENOMONIE. LARGE BRANCH BLOCKING 451ST AVE. (MPX)
2250,UNK,2 W PHILLIPS,PRICE,WI,45.7,-90.44,5 INCH TO 16 INCH DIAMETER TREES BLOWN DOWN. REPORT RELAYED BY WSAW. (DLH)
2251,UNK,1 NW MEDFORD,TAYLOR,WI,45.15,-90.36,A COUPLE TREES AND A POWER POLE DOWN. (ARX)
2305,UNK,2 E PRENTICE,PRICE,WI,45.54,-90.25,SPOTTER ESTIMATED 50-60 MPH WINDS KNOCKED DOWN 6 INCH DIAMETER BRANCHES. (DLH)
2306,UNK,N GREENWOOD,CLARK,WI,44.77,-90.6,TREE DOWN ON ROAD AND POWER LINES...MAY HAVE BEEN A DEAD SOFT MAPLE TREE. (ARX)
2318,61,WINNER,TRIPP,SD,43.37,-99.86,(UNR)
2320,UNK,1 SW MILLARD,DOUGLAS,NE,41.2,-96.17,POSSIBLE MICROBURST SOUTHWEST OF MILLARD AIRPORT...FROM AROUND 132ND TO 144TH A LITTLE SOUTH OF HARRISON. FENCES DAMAGED...LARGE BRANCHES AND A FEW TREES DOWNED SOME PO (OAX)
2330,UNK,HARSHAW,ONEIDA,WI,45.66,-89.65,TWO TREES DOWN. ONE POWER LINE DOWN. DELAYED REPORT FROM COUNTY SHERIFF. (GRB)
2330,UNK,5 NE NASH,WALSH,ND,48.52,-97.44,APPROXIMATELY THE TOP 30 FEET OF 100 FOOT COTTONWOOD TREE TWISTED OF AS GUST FRONT PUSHED THROUGH FARMSTEAD. NO OTHER DAMAGE REPORTED. (FGF)
2340,UNK,2 NE MERRILL,LINCOLN,WI,45.2,-89.65,WIRE DOWN. REPORT VIA COUNTY DISPATCH. (GRB)
0024,UNK,ELCHO,LANGLADE,WI,45.43,-89.18,TREE DOWN ON POWER LINE. REPORT VIA COUNTY DISPATCH. TIME ESTIMATED. (GRB)
0103,60,4 WNW EARLHAM,DALLAS,IA,41.52,-94.19,SMALL 1.5 INCH BRANCHES DOWN AS WELL. (DMX)
0118,60,5 N EARLHAM,DALLAS,IA,41.56,-94.12,SMALL LIMBS DOWN. (DMX)
0121,UNK,2 NW ALLISON,BUTLER,IA,42.77,-92.82,BARN BLOWN DOWN BY STRONG WINDS. BRANCHES UP TO ONE FOOT IN DIAMETER ALSO BROUGHT DOWN AT THE SAME LOCATION. (DMX)
0127,UNK,1 NW SHELL ROCK,BUTLER,IA,42.72,-92.59,TREE DOWNED IN COUNTY PARK NEAR SHELL ROCK. REPORT RELAYED BY KWWL-TV. (DMX)
0130,UNK,EARLHAM,MADISON,IA,41.49,-94.12,1 TO 2 FOOT DIAMETER BRANCHES DOWN. WHOLE TREES DOWN. (DMX)
