Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2248,59,BENKELMAN,DUNDY,NE,40.05,-101.54,(GLD)
0028,72,8 N MCHENRY,Eddy,ND,47.69,-98.59,SUSTAINED WIND SPEEDS OF 45 MPH WITH GUST TO 72 MPH AT MCHENRY NDAWN STATION. (FGF)
0045,65,RED WILLOW LAKE,Griggs,ND,47.65,-98.37,A FEW LARGE TREE BRANCHES DOWN. WINDS ESTIMATED BETWEEN 60 AND 70 MPH. STRONG WINDS CONTINUED ACROSS CENTRAL WILLOW TOWNSHIP. (FGF)
0112,UNK,6 W SHARON,Griggs,ND,47.6,-98.03,LARGE BRANCHES WERE BROKEN DOWN IN FARM YARD. SHED DOOR BLOWN OFF. TIME ESTIMATED BASED ON RADAR AND NEARBY WIND SENSOR OBSERVATIONS. (FGF)
0121,UNK,4 NE FINLEY,Steele,ND,47.55,-97.78,SEVERAL LARGE TREE BRANCHES DOWN AND A COUPLE OF TREES SNAPPED IN FARMSTEAD SHELTER BELT. (FGF)
0136,UNK,4 SW HATTON,Steele,ND,47.6,-97.52,SEVERAL LARGE TREE BRANCHES BROKEN DOWN IN FARMSTEAD SHELTER BELTS ACROSS SOUTHERN NEWBURGH TOWNSHIP. TIME ESTIMATED BASED ON RADAR. (FGF)
0141,UNK,4 NNW GRAND FORKS,Grand Forks,ND,47.97,-97.11,SECTIONS OF WOODEN FENCING AND THE COMPANY MAILBOX WERE BLOWN DOWN AT AN INDUSTRIAL SITE. TIME ESTIMATED BASED ON NEARBY WIND SENSOR REPORT. LARGE HAIL HAD ALSO OCCURRE (FGF)
0142,UNK,3 SSE HATTON,Traill,ND,47.6,-97.43,SEVERAL LARGE BRANCHES WERE BROKEN DOWN AND ONE LARGE SPRUCE TREE SNAPPED IN FARM AND HOMESTEAD SHELTER BELTS ACROSS SOUTHERN GARFIELD TOWNSHIP. TIME BASED ON RADAR AND (FGF)
0150,UNK,7 E EAST GRAND FORKS,Polk,MN,47.93,-96.86,POWER POLE SNAPPED. TIME ESTIMATED FROM RADAR. (FGF)
0152,60,SANBORN,BARNES,ND,46.94,-98.22,ESTIMATED WINDS WITH HALF INCH HAIL. (FGF)
0155,UNK,3 W BUXTON,Traill,ND,47.6,-97.16,A FEW LARGE TREES DOWN IN SHELTER BELTS ACROSS SOUTHWEST BUXTON TOWNSHIP (FGF)
0158,90,8 ENE EAST GRAND FORKS,Polk,MN,47.97,-96.86,POWER POLE SNAPPED. PEAK WIND ESTIMATED TO 90 MPH. TIME ESTIMATED FROM RADAR. (FGF)
0242,UNK,1 N HALSTAD,Norman,MN,47.37,-96.82,TWO EMPTY HOPPER BOTTOMED SEED BINS WERE BLOWN OVER. (FGF)
0259,64,1 N ADA,Norman,MN,47.31,-96.51,ADA NDAWN STATION. (FGF)
0340,90,1 SSE WAUBUN,Mahnomen,MN,47.17,-95.93,SEVERAL LARGE TREE BRANCHES AND LIMBS DOWN... PARTIALLY BLOCKING HIGHWAY 59. ELECTRIC STEEL SIGNAGE BLOWN OVER. PEAK WINDS ESTIMATED TO 90 MPH. (FGF)
0445,UNK,2 S GREAT BEND,Richland,ND,46.13,-96.8,A FEW 4 TO 5 INCH DIAMTER TREE BRANCHES BROKEN DOWN. DIME TO NICKEL SIZED HAIL. TIME ESTIMATED BASED ON RADAR AND NEARBY WIND REPORTS. (FGF)
Time,Size,Location,County,State,Lat,Lon,Comments
2005,175,3 W FARIDEALING,RIPLEY,MO,36.67,-90.67,TIME ESTIMATED BY RADAR. (PAH)
2045,100,POYNOR,RIPLEY,MO,36.52,-90.91,DELAYED REPORT. (PAH)
2124,100,2 WSW POTTERSVILLE,HOWELL,MO,36.69,-92.06,DELAYED REPORT OF QUARTER SIZE HAIL NEAR POTTERSVILLE. TIME ESTIMATED BY RADAR. (SGF)
2139,125,CASH,CRAIGHEAD,AR,35.8,-90.93,PICTURE REPORT OF HALF DOLLAR SIZED HAIL. (MEG)
2204,175,4 WNW POCAHONTAS,RANDOLPH,AR,36.29,-91.03,REPORTED VIA TWITTER. (LZK)
2225,175,1 S SAINT ANTHONY,MORTON,ND,46.61,-100.91,40 MPH WINDS. RELAYED THROUGH STATE RADIO. (BIS)
2235,100,LA BELLE,HENDRY,FL,26.76,-81.44,CORRECTS PREVIOUS COASTAL FLOOD REPORT FROM LA BELLE. SOCIAL MEDIA VIDEO OF PEA TO QUARTER SIZE HAIL NEAR LA BELLE... FL ASSOCIATED WITH STRONG THUNDERSTORM IN THE AREA (MFL)
2256,100,3 WNW MIRAMAR,BROWARD,FL,26,-80.4,QUARTER SIZED HAIL REPORTED AT THE CHIPOTLE ON PINES BLVD JUST WEST OF I-75. (MFL)
2300,100,ATOKA,TIPTON,TN,35.45,-89.77,REPORT OF QUARTER SIZED HAIL IN ATOKA. (MEG)
2315,100,5 NE FORT RICE,EMMONS,ND,46.57,-100.52,. (BIS)
2318,150,3 N HUFF,INDEPENDENCE,AR,35.67,-91.61,(LZK)
2335,150,8 NNW LAKE WILLIAMS,KIDDER,ND,47.24,-99.68,. (BIS)
2336,100,LAKELAND,SHELBY,TN,35.24,-89.73,QUARTER SIZED HAIL REPORTED IN LAKELAND TN (MEG)
2340,150,HAZELTON,EMMONS,ND,46.49,-100.28,TWITTER REPORT. (BIS)
2344,125,ATOKA,TIPTON,TN,35.45,-89.77,REPORT OF HALF DOLLAR SIZED HAIL IN ATOKA TN. (MEG)
2350,100,3 SW CUSHMAN,INDEPENDENCE,AR,35.83,-91.82,(LZK)
2354,100,4 NNE EDMORE,Ramsey,ND,48.47,-98.42,A FEW LARGER DIME TO QUARTER SIZED HAIL ACROSS HIGHWAY 1. TIME ESTIMATED BASED ON RADAR. (FGF)
2355,150,3 N NEW ROCKFORD,Eddy,ND,47.72,-99.14,(FGF)
2356,100,2 NE CORDOVA,SHELBY,TN,35.17,-89.75,QUARTER SIZED HAIL REPORTED IN CORDOVA TN. (MEG)
0005,150,11 WSW BURNSTAD,LOGAN,ND,46.35,-99.87,. (BIS)
0008,100,7 N LAKOTA,Nelson,ND,48.14,-98.35,DIME TO QUARTER SIZED HAIL WERE REPORTED. REPORT AND PHOTO POSTED VIA SOCIAL MEDIA. TIME ESTIMATED BASED ON RADAR. (FGF)
0010,125,10 SW NAPOLEON,EMMONS,ND,46.41,-99.92,(BIS)
0011,200,2 SW SALADO,INDEPENDENCE,AR,35.67,-91.62,(LZK)
0012,100,13 ENE NEW ROCKFORD,Eddy,ND,47.75,-98.88,TIME ESTIMATED FROM RADAR. (FGF)
0028,125,DIXONVILLE,TIPTON,TN,35.42,-89.95,HALF DOLLAR SIZED HAIL REPORTED IN TIPTON TN. (MEG)
0051,125,DIXONVILLE,TIPTON,TN,35.42,-89.95,(MEG)
0115,175,SPIRITWOOD,STUTSMAN,ND,46.96,-98.5,HAILED FOR 5 MINUTES. (BIS)
0120,150,1 E MEKINOCK,Grand Forks,ND,48.01,-97.34,REPORT RECEIVED VIA SOCIAL MEDIA. TIME ESTIMATED BASED ON RADAR. (FGF)
0137,125,7 NW GRAND FORKS,Grand Forks,ND,47.99,-97.18,(FGF)
0143,125,2 N EAST GRAND FORKS,Polk,MN,47.96,-97.02,LARGE HAIL AND STRONG WINDS SWEPT ACROSS SOUTHERN GRAND FORKS TOWNSHIP. (FGF)
0213,150,4 SW VALLEY CITY,Barnes,ND,46.88,-98.07,REPORT RECEIVED VIA SOCIAL MEDIA. TIME ESTIMATED FROM RADAR. (FGF)
0214,100,VALLEY CITY,BARNES,ND,46.92,-98.01,REPORTED RELAYED BY VALLEY CITY WARNING POINT. (FGF)
0240,100,HALSTAD,NORMAN,MN,47.35,-96.82,TIME ESTIMATED FROM RADAR. (FGF)
0243,175,2 N FINGAL,Barnes,ND,46.79,-97.79,LARGE HAIL IN AND AROUND FINGAL AREA. TIME ESTIMATED BASED ON RADAR. (FGF)
0345,100,WHITE EARTH,BECKER,MN,47.1,-95.84,LOTS OF DIME AND NICKEL SIZED HAIL WITH A FEW UP TO QUARTER SIZED. PHOTO AND REPORT POSTED VIA SOCIAL MEDIA. (FGF)
0415,100,KIDDER,MARSHALL,SD,45.88,-97.71,TIME ESTIMATED BY RADAR. REPORT VIA FACEBOOK. HAIL SIZE RANGED FROM DIME TO QUARTER. (ABR)
0427,100,3 N LIDGERWOOD,Richland,ND,46.12,-97.15,NICKEL TO QUARTER SIZED HAIL. PHOTO POSTED VIA SOCIAL MEDIA. (FGF)
