Time,F_Scale,Location,County,State,Lat,Lon,Comments
2130,UNK,5 NE BELLE GLADE,PALM BEACH,FL,26.74,-80.61,A MEMBER OF THE BROADCAST MEDIA RELAYED A VIDEO OF A TORNADO SEEN FROM US 441 BETWEEN BELLE GLADE AND PAHOKEE. LOCATION AND TIME IS ESTIMATED BASED ON RADAR DATA. THERE (MFL)
Time,Speed,Location,County,State,Lat,Lon,Comments
0445,UNK,MORSE,HANSFORD,TX,36.06,-101.48,LATE REPORT...6 INCH DIAMETER TREE LIMBS DOWNED AND QUARTER SIZED HAIL FELL. TIME ESTIMATED FROM RADAR. (AMA)
0508,UNK,4 S WOODWARD,WOODWARD,OK,36.38,-99.39,MOBILE HOME FLIPPED OVER. (OUN)
0605,UNK,2 N SKELLYTOWN,CARSON,TX,35.6,-101.17,1 POWER POLES KNOCKED DOWN CAUSING TRANSFORMER FIRES. ON COUNTY ROAD Y. 2 OTHER POWER POLES LEANING. (AMA)
0615,UNK,ALINE,ALFALFA,OK,36.51,-98.45,CARPORT BLOWN OFF HOUSE. (OUN)
0640,UNK,4 NW CARRIER,GARFIELD,OK,36.51,-98.08,APPROXIMATELY 22 UTILITY POLES DOWNED BETWEEN SHERIDAN AND STABLE ROADS. SOME TREES WERE UPROOTED. ESTIMATED 70 MPH WINDS. TIME ESTIMATE BASED ON RADAR. (OUN)
0713,UNK,HUNTER,GARFIELD,OK,36.56,-97.66,ROOFS BLOWN OFF OUTBUILDINGS. ESTIMATED 70 MPH WINDS. TIME OF EVENT IS UNCERTAIN. (OUN)
0715,61,3 SE BRECKENRIDGE,GARFIELD,OK,36.41,-97.69,(OUN)
0730,82,4 NW TALALA,ROGERS,OK,36.57,-95.75,(TSA)
0810,58,8 E NEWKIRK,KAY,OK,36.88,-96.91,(OUN)
Time,Size,Location,County,State,Lat,Lon,Comments
0239,100,SPEARMAN,HANSFORD,TX,36.2,-101.19,DEPUTY AT PALO DURO LAKE - REPORTED QUARTER SIZE HAIL AT 939PM (AMA)
0307,200,9 NNE PERRYTON,BEAVER,OK,36.51,-100.74,(AMA)
0313,100,2 W BOOKER,OCHILTREE,TX,36.46,-100.58,(AMA)
0315,100,DALHART,HARTLEY,TX,36.06,-102.52,(AMA)
0328,150,3 E FARNSWORTH,OCHILTREE,TX,36.32,-100.91,LATE REPORT OF GOLF BALL SIZE HAIL RECEIVED. (AMA)
0330,175,ENID,GARFIELD,OK,36.4,-97.88,(OUN)
0352,100,SPEARMAN,HANSFORD,TX,36.2,-101.19,DEPUTY AT PALO DURO LAKE - REPORTED QUARTER SIZE HAIL AT 939PM (AMA)
0358,125,WOLF CREEK PARK,OCHILTREE,TX,36.21,-100.65,(AMA)
0403,100,KREMLIN,GARFIELD,OK,36.55,-97.83,(OUN)
0407,100,JET,ALFALFA,OK,36.67,-98.18,(OUN)
0442,175,2 W SPEARMAN,HANSFORD,TX,36.2,-101.23,LAW ENFORCEMENT REPORTED GOLF BALL SIZE HAIL (AMA)
0445,100,MORSE,HANSFORD,TX,36.06,-101.48,LATE REPORT...6 INCH DIAMETER TREE LIMBS DOWNED AND QUARTER SIZED HAIL FELL. TIME ESTIMATED FROM RADAR. (AMA)
0452,100,3 SSE MORSE,HUTCHINSON,TX,36.02,-101.45,(AMA)
0500,125,TANGIER,WOODWARD,OK,36.42,-99.53,(OUN)
0517,175,DEER CREEK,GRANT,OK,36.81,-97.52,(OUN)
0530,100,3 SW BORGER,HUTCHINSON,TX,35.63,-101.44,(AMA)
0542,150,3 S BRAMAN,KAY,OK,36.88,-97.33,(OUN)
0549,150,2 N BORGER,HUTCHINSON,TX,35.69,-101.4,(AMA)
1152,100,ENE WILDWOOD,HARDIN,TX,30.52,-94.44,SOCIAL MEDIA PICTURE OF APPROXIMATELY QUARTER SIZED HAIL. (LCH)
1155,175,WARREN,TYLER,TX,30.61,-94.41,MULTIPLE PICUTRES OF LARGE HAIL POSTED TO NEWS CHANNEL SOCIAL MEDIA PAGE (LCH)
