Time,F_Scale,Location,County,State,Lat,Lon,Comments
2044,UNK,5 WSW ALGONA,KOSSUTH,IA,43.05,-94.32,KOSSUTH CO. SHERIFF'S OFFICE REPORTS TORNADO ON GROUND NEAR 70TH AVE AND 200TH STREET. DAMAGE TO A BUILDING REPORTED. (DMX)
2338,UNK,1 SW MYRTLE,FREEBORN,MN,43.55,-93.18,RECEIVED CALL FROM FREEBORN COUNTY EMERGENCY MANAGER THAT A DRIVER ON HWY 13 NEAR MYRTLE SAW A TORNADO TO THE SOUTH OF MYRTLE. TORNADO WAS IN PROGRESS. NO PHOTO WAS PRO (MPX)
0248,UNK,2 E PACE,SANTA ROSA,FL,30.6,-87.12,SANTA ROSE COUNTY CALL CENTER REPORTED A TORNADO NEAR THE PEA RIDGE COMMUNITY AROUND 9:48PM. TIME ESTIMATED FROM RADAR. (MOB)
Time,Speed,Location,County,State,Lat,Lon,Comments
1914,UNK,5 W JEFFERSON,ASHTABULA,OH,41.74,-80.87,ASHTABULA COUNTY SHERIFF DISPATCH REPORTED ONE TREE DOWN ON WIRES NEAR THE INTERSECTION OF TOTE ROAD AND ASEGRA DRIVE. (CLE)
1950,UNK,4 S AUCILLA,JEFFERSON,FL,30.43,-83.76,TREE DOWN NEAR ED BISHOP AND MAYS ROAD. (TAE)
1952,UNK,2 SSW WHITE PLAINS,CHARLES,MD,38.57,-76.99,TREE DOWN ON TURKEY HILL RD. (LWX)
2015,UNK,2 SSE LA PLATA,CHARLES,MD,38.5,-76.95,TREE DOWN NEAR INTERSECTION OF SPRINGHILL NEWTOWN RD. AND ROSIER PL. (LWX)
2046,UNK,1 ESE DANCEY,HENRY,AL,31.46,-85.26,REPORT OF A TREE DOWN ON COUNTY RD 99. (TAE)
2205,UNK,1 S SHOREWOOD,MILWAUKEE,WI,43.08,-87.89,LARGE TREE SNAPPED MIDWAY UP. OTHER TREES DAMAGED IN THE AREA. (MKX)
2238,63,3 NW HOLLINGER,FURNAS,NE,40.19,-99.78,(GID)
0108,63,WAUSAU,MARATHON,WI,44.96,-89.63,(GRB)
0120,UNK,2 NW GREENWOOD,CLARK,WI,44.79,-90.63,TREES DOWN IN TOWNSHIP (ARX)
Time,Size,Location,County,State,Lat,Lon,Comments
