Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1625,UNK,SINGER,BEAUREGARD,LA,30.65,-93.41,SHERIFF REPORTS TREE DOWN IN SINGER AND PEA SIZED HAIL JUST TO THE SOUTH OF SINGER (LCH)
1637,UNK,4 N CROWVILLE,FRANKLIN,LA,32.3,-91.58,REPORT OF A FEW TREES DOWN ON UNION CHURCH ROAD. (JAN)
1655,UNK,2 N DEQUINCY,CALCASIEU,LA,30.48,-93.44,OFF DUTY NWS EMPLOYEE REPORTED THAT A PINE TREE IS DOWN ON A POWER LINE JUST NORTH OF DEQUINCY LA (LCH)
1658,UNK,MONTGOMERY,GRANT,LA,31.66,-92.89,TREES DOWN ACROSS WESTERN GRANT PARISH (SHV)
1722,UNK,ALEXANDRIA,RAPIDES,LA,31.29,-92.46,RAPIDES POLICE RELAYED REPORT OF MULTIPLE TREES DOWN ON CARS IN ALEXANDRIA (LCH)
1723,UNK,PINE PRAIRIE,EVANGELINE,LA,30.78,-92.42,MULTIPLE TREES DOWN IN EVANGELINE PARISH ALONG HWY 104.. HWY 106... 29 SOUTH...BEAVER RD...OAKDALE RD (LCH)
1735,UNK,DRY PRONG,GRANT,LA,31.58,-92.53,DEPUTIES RESPONDED TO TREE DOWN ACROSS ROADWAY. (SHV)
1754,UNK,BEAVER,EVANGELINE,LA,30.8,-92.57,SHERIFF REPORTING MULTIPLE TREES DOWN AND POWER LINES ALONG HWY 10 (LCH)
1800,UNK,ALTHA,CALHOUN,FL,30.57,-85.13,SEVERAL LARGE OAK TREES WERE SNAPPED NEAR THE OGLESBY NURSUERY ON BODIFORD ROAD...OGLESBY ROAD AND BUDDY JOHNSON ROAD. THERE WAS ALSO ROOF DAMAGE TO TWO OF THE NURSERY (TAE)
1808,UNK,EUNICE,ST. LANDRY,LA,30.49,-92.42,REPORT OF A TREE LEANING ON POWER LINES AT THE INTERSECTION OF ELM ST AND S. 3RD ST. (LCH)
1808,UNK,OPELOUSAS,ST. LANDRY,LA,30.52,-92.08,*** 1 INJ *** A TREE FELL ON A HOUSE ON VINCENT ST IN OPELOUSAS. ALONG WITH REPORT THERE ARE REPORTS OF PEA SIZED HAIL (LCH)
1811,UNK,1 SSE PORT WENTWORTH,CHATHAM,GA,32.13,-81.17,TREE DOWN ACROSS ROADWAY AT WILDWOOD DRIVE AND SMITH AVENUE. TIME BASED ON RADAR. (CHS)
1824,UNK,JENA,LA SALLE,LA,31.69,-92.13,LARGE TREE LIMB DAMAGED A CAR ON AZALEA STREET IN JENA. (SHV)
1845,UNK,VICKSBURG,WARREN,MS,32.33,-90.87,POWERLINES DOWN (JAN)
1847,UNK,W EARLE,CRITTENDEN,AR,35.27,-90.46,ESTIMATED 65 MPH WIND BLEW OUT PASSENGER SIDE REAR WINDOW OF CAR. (MEG)
1855,UNK,FERRIDAY,CONCORDIA,LA,31.63,-91.56,POWERLINES DOWN IN THE AREA AROUND FERRIDAY. (JAN)
1858,60,TYRONZA,POINSETT,AR,35.49,-90.36,WIND GUSTS 55 TO 60 MPH ON HWY 63. (MEG)
1900,UNK,GREENWOOD,LEFLORE,MS,33.52,-90.19,TREES AND POWERLINES DOWN (JAN)
1904,UNK,2 WSW NATCHEZ,ADAMS,MS,31.54,-91.42,REPORTS OF A TREE DOWN ON PROVIDENCE ROAD. (JAN)
1913,UNK,6 SSE VICKSBURG,WARREN,MS,32.25,-90.84,REPORT OF A TREE DOWN ACROSS LAKESIDE DRIVE. (JAN)
1916,UNK,BATON ROUGE,EAST BATON ROUGE,LA,30.45,-91.13,POWERLINES DOWN NEAR KBTR AIRPORT (LIX)
1919,UNK,8 WSW ST. JOSEPH,TENSAS,LA,31.88,-91.37,POWERLINES DOWN. OVER 2000 CUSTOMERS WITHOUT POWER PER ENTERGY WEBSITE. (JAN)
1930,UNK,CARROLLTON,CARROLL,MS,33.5,-89.92,POWERLINES DOWN (JAN)
1935,UNK,4 E WINNSBORO,FRANKLIN,LA,32.16,-91.65,TREES DOWN COUNTY WIDE. (JAN)
1940,UNK,CLARKTON,DUNKLIN,MO,36.45,-89.97,HIGH WINDS EXTENSIVELY DAMAGED ROOF OF LOCAL SCHOOL. (MEG)
1945,UNK,3 W GRENADA,GRENADA,MS,33.78,-89.86,REPORTS OF TREE DOWN AT THE INTERSECTION OF SWEETHOME ROAD AND HILLSIDE ROAD. (JAN)
1949,63,6 NE WOODBINE,CAMDEN,GA,31.03,-81.65,WINDS REPORTED GUSTING TO 63 MPH. SPOTTER HAD TO PULL OVER ON THE ROAD. (JAX)
1955,UNK,1 NW NORMANDY,DUVAL,FL,30.32,-81.78,TREE FELL ON A HOUSE AT MARINER STREET AND MEMORIAL PARK ROAD. (JAX)
1955,UNK,5 E DOTHAN,HOUSTON,AL,31.22,-85.31,NUMEROUS TREES DOWN ACROSS EASTERN PORTION OF COUNTY. TIME ESTIMATED BY RADAR. (TAE)
1955,UNK,TERRY,HINDS,MS,32.1,-90.3,TREES DOWN AND PART OF A METAL ROOF OR PORCH OFF A BUILDING. ALSO UTILITY COMPANY SHOWS POWERLINES DOWN. (JAN)
2000,UNK,1 E MILLINGTON,SHELBY,TN,35.33,-89.87,A FEW SMALL TREES BLOWN OVER NEAR HWY 14 EAST OF MILLINGTON. (MEG)
2003,UNK,WINONA,MONTGOMERY,MS,33.49,-89.73,REPORT OF A POWERLINE AND SOME SMALL LIMBS DOWN IN WINONA. (JAN)
2008,UNK,1 NNE FRUIT COVE,ST. JOHNS,FL,30.12,-81.61,TREE FELL AND BLOCKING THE ROAD ON DURBIN CREEK BLVD. OTHER TREE BRANCHES AND DEBRIS ON ROAD NEAR DAVIS POND. TIME ESTIMATED BY RADAR. (JAX)
2015,UNK,2 S GREENVILLE,BUTLER,AL,31.8,-86.63,TREE FELL ON POWER LINES. (MOB)
2015,UNK,5 W MILLINGTON,SHELBY,TN,35.33,-89.98,SEVERAL TREES...6 TO 8 INCHES IN DIAMETER DOWN IN SHELBY FOREST AREA...WALSH ROAD...WOODSTOCK CUBA ROAD AND GARNET ROAD. (MEG)
2020,UNK,4 NNE TALLAHASSEE,LEON,FL,30.49,-84.25,TREE DOWN ON THOMASVILLE ROAD BETWEEN HERMITAGE BLVD AND I-10. (TAE)
2022,UNK,1 E CANTON,MADISON,MS,32.61,-90.01,REPORTS OF A FEW TREES DOWN IN CANTON AND IN NEARBY FARMHAVEN. (JAN)
2026,UNK,1 E MADISON,MADISON,MS,32.45,-90.09,REPORTS OF A TREE DOWN ON RICE ROAD. ALSO PEA SIZE TO DIME SIZE HAIL REPORTED NEAR LIBERTY PARK. (JAN)
2030,UNK,10 NW CUT OFF,LAFOURCHE,LA,29.63,-90.45,7 POWERLINES DOWN ON HWY 1 NEAR THE VALENTINE BRIDGE. SEVERAL TREES DOWN. (LIX)
2030,UNK,3 SW DURBIN,ST. JOHNS,FL,30.07,-81.5,BROADCAST MEDIA RELAYED PUBLIC REPORT OF DAMAGE NEAR I-95 AND COUNTY ROAD 210. LARGE WOODEN PLAY HOUSE BEING THROWN ACROSS YARD. PATIO FURNITURE THROWN INTO THE YARD AS (JAX)
2030,UNK,ATOKA,TIPTON,TN,35.45,-89.77,AN 8 BY 10 SHED WAS BLOWN 30 YARDS NEAR INTERSECTION OF WALKER PARKWAY AND EDITH. (MEG)
2031,UNK,4 WSW HAZLEHURST,COPIAH,MS,31.85,-90.46,REPORTS OF TREES AND POWERLINES DOWN THROUGHOUT SOUTHERN COPIAH COUNTY. (JAN)
2033,UNK,5 SW FANNIN,RANKIN,MS,32.37,-90.01,TREE DOWN ON A VEHICLE...CAUSED MINOR DMG. (JAN)
2035,UNK,MONTICELLO,LAWRENCE,MS,31.55,-90.11,3 TREES DOWN INSIDE THE MONTICELLO CITY LIMITS. 2 FELL ON HOMES. (JAN)
2035,60,MADISON,MADISON,MS,32.45,-90.11,REPORTED BY OFF DUTY BROADCAST METEOROLOGIST (JAN)
2040,UNK,2 WSW TIBET,LONG,GA,31.61,-81.64,QUARTER SIZED HAIL FELL ON SR 57 1 MILE SOUTH OF THE TIBET BAPTIST CHURCH. TREES ALSO BLOWN DOWN BLOCKING ROAD. (CHS)
2041,UNK,2 SW MERRILLVILLE,THOMAS,GA,30.93,-83.9,DAMAGE TO HOME FROM STRONG THUNDERSTOM WINDS IN THOMAS COUNTY. (TAE)
2050,UNK,10 E FRANKLINTON,WASHINGTON,LA,30.85,-89.97,TREES DOWN ALONG HWY 436 NEAR PINE (LIX)
2050,UNK,COLUMBIA,MARION,MS,31.26,-89.83,REPORTS OF A TREE DOWN IN COLUMBIA. ALSO A BUILDING WAS STRUCK BY LIGHTNING. (JAN)
2052,62,ROCKPORT,SPENCER,IN,37.88,-87.05,(PAH)
2055,UNK,1 NW NORMANDY,DUVAL,FL,30.31,-81.77,THUNDERSTORM WINDS FLIPPED OVER A CARPORT AT RAMONA BLVD AND WESTGATE DRIVE. (JAX)
2100,UNK,1 E FIVE POINTS,THOMAS,GA,30.88,-83.78,SEVERAL TREES DOWN AROUND COFFEE AND SALEM ROADS (TAE)
2100,UNK,MAGEE,SIMPSON,MS,31.87,-89.73,OUTFLOW DOWNED LIMBS AND POWERLINES IN AREA AROUND MAGEE. EMA DIRECTOR ESTIMATED WIND GUSTS TO 60 MPH. (JAN)
2100,UNK,CARTHAGE,LEAKE,MS,32.74,-89.53,NUMEROUS TREES DOWN ACROSS LEAKE COUNTY (JAN)
2108,UNK,1 SE LOUISVILLE,JEFFERSON,GA,32.99,-82.4,911 CENTER REPORTED A TREE DOWN ON POWER LINES ALONG MOORE STREET. (FFC)
2113,58,2 NW MONTGOMERY,MONTGOMERY,AL,32.38,-86.31,ON RSA CAMERA IN DOWNTOWN MONTGOMERY. (BMX)
2115,UNK,MORVEN,BROOKS,GA,30.94,-83.5,SEVERAL TREES AND POWER LINES REPORTED DOWN IN MORVEN,GA. (TAE)
2118,UNK,MONTGOMERY,MONTGOMERY,AL,32.35,-86.28,TREES REPORTED DOWN IN MULTIPLE NEIGHBORHOODS ACROSS MONTGOMERY. (BMX)
2118,UNK,3 E EUPORA,WEBSTER,MS,33.54,-89.22,REPORTS OF A FEW TREES DOWN IN THE EUPORA AND MATHISON AREA. (JAN)
2120,UNK,MOUNT OLIVE,COVINGTON,MS,31.76,-89.66,NUMEROUS TREES DOWN ACROSS COVINGTON COUNTY (JAN)
2123,UNK,HAHIRA,LOWNDES,GA,30.99,-83.37,ONE LARGE TREE DOWN IN HAHIRA,GA. (TAE)
2125,UNK,GROOVERVILLE,BROOKS,GA,30.72,-83.73,SEVERAL TREES REPORTED DOWN IN GROOVERVILLE,GA. (TAE)
2130,UNK,SEMINARY,COVINGTON,MS,31.56,-89.5,NUMEROUS TREES DOWN ACROSS COVINGTON COUNTY (JAN)
2130,UNK,RALEIGH,SMITH,MS,32.03,-89.52,NUMEROUS TREES DOWN IN AND AROUND RALEIGH (JAN)
2133,UNK,1 S HAWESVILLE,HANCOCK,KY,37.88,-86.76,EMERGENCY MANAGEMENT REPORTED THREE TREES DOWN ACROSS THE COUNTY. ONE FELL ACROSS MIDWAY LANE IN HAWESVILLE. (LMK)
2135,UNK,6 NE SANFORD,JONES,MS,31.55,-89.37,LARGE TREE AND POWER LINES DOWNED ON LOTT ROAD (JAN)
2141,UNK,3 N LUMBERTON,LAMAR,MS,31.05,-89.46,REPORTS OF SEVERAL TREES DOWN THROUGHOUT THE COUNTY. ALSO PEA SIZE HAIL REPORTED NORTH OF LUMBERTON. (JAN)
2144,UNK,2 S MAYFIELD,GRAVES,KY,36.71,-88.65,TREES DOWN WITH ESTIMATED WIND GUST 60 TO 65 MPH. DIME TO MARBLE SIZE HAIL REPORTED. (PAH)
2150,UNK,HATTIESBURG,FORREST,MS,31.31,-89.31,A FEW TREES WERE DOWNED IN THE CITY OF HATTIESBURG (JAN)
2150,UNK,7 WSW ELLISVILLE,JONES,MS,31.56,-89.32,TREES DOWN ON MONROE AND MOSELLE-SEMINARY ROADS (JAN)
2150,UNK,LOUIN,JASPER,MS,32.07,-89.26,TREES DOWN (JAN)
2152,UNK,LAKE,SCOTT,MS,32.34,-89.33,A FEW TREES AND SOME LARGE TREE BRANCHES WERE BLOWN DOWN (JAN)
2155,UNK,BROOKLYN,FORREST,MS,31.06,-89.19,NUMEROUS TREES DOWN AROUND BROOKLYN (JAN)
2200,UNK,4 W LAUREL,JONES,MS,31.7,-89.21,TREES DOWN ACROSS HIGHWAY 28 AND HINES RD IN THE CALHOUN COMMUNITY (JAN)
2205,UNK,3 N PETAL,FORREST,MS,31.39,-89.24,REPORT OF A TREE DOWN ACROSS LYNN RAY ROAD EXTENSION. (JAN)
2206,UNK,3 NW MILL CREEK,JONES,MS,31.72,-88.99,REPORTS OF A TREE DOWN ACROSS HOPSON TRAILER ROAD NEAR PEARL HODGE ROAD. A TREE IS DOWN ON POOLE CREEK ROAD AND COMPLETELY BLOCKING THE ROADWAY. (JAN)
2207,UNK,BATTLETOWN,MEADE,KY,38.07,-86.3,SIX INCH DIAMETER BRANCH SNAPPED BY THUNDERSTORM WINDS. (LMK)
2208,UNK,2 NW GARLANDVILLE,NEWTON,MS,32.24,-89.14,TREES WERE REPORTED DOWN ON HIGHWAY 504 AND KENNEDY ROAD. (JAN)
