Time,F_Scale,Location,County,State,Lat,Lon,Comments
0122,UNK,4 NW NEWELL,BUTTE,SD,44.76,-103.48,BRIEF TORNADO TOUCHDOWN THAT LASTED ABOUT 1 MINUTE BASED ON STORM CHASER PHOTO AND RADAR DATA. ESTIMATED EF-0 WITH HALF MILE PATH LENGTH AND 20 YARD PATH WIDTH. (UNR)
Time,Speed,Location,County,State,Lat,Lon,Comments
1700,UNK,4 SSE WESLEY CHAPEL,PASCO,FL,28.18,-82.31,DOWNED SMALL TREES... MINOR ROOF SHINGLE DAMAGE... DOWNED FENCES. ESTIMATED GUST TO 50 MPH. (TBW)
1944,UNK,9 NNW TROWBRIDGE PARK,MARQUETTE,MI,46.67,-87.53,SMALL TREE BRANCHES BROKEN. REPORT VIA MPING. (MQT)
2020,UNK,4 WNW DENTSVILLE,RICHLAND,SC,34.09,-81.02,RICHLAND COUNTY DISPATCH REPORTS MULTIPLE TREES DOWN IN THE CRANE CREEK AREA NORTH OF I-20 AND W OF DENTSVILLE. (CAE)
2040,UNK,3 S KINGS STATION,SARATOGA,NY,43.11,-73.77,DANIELS ROAD NEAR MAPLE AVE ROUTE 9. REPORTS OF TREES AND WIRES DOWN IN THE ROADWAY. (ALY)
2040,UNK,KINGFIELD,FRANKLIN,ME,44.96,-70.15,TREES DOWN . (GYX)
2045,UNK,1 NNE LENOIR,CALDWELL,NC,35.92,-81.52,TREE DOWN AT INTERSECTION OF PENNELL ST AND SEEHORN ST. (GSP)
2046,UNK,2 SSW WINSTON-SALEM,FORSYTH,NC,36.08,-80.27,A LARGE TREE WAS REPORTED DOWN ON A HOME IN THE ARDMORE COMMUNITY... NEAR HAWTHORNE ROAD. (RAH)
2059,UNK,PLEASANT GROVE,ALAMANCE,NC,36.2,-79.33,TWO TREES DOWN IN PLEASANT GROVE. (RAH)
2100,UNK,SIGNAL MOUNTAIN,HAMILTON,TN,35.13,-85.34,FEW TREES DOWN. (MRX)
2100,UNK,4 N PHENIX,CHARLOTTE,VA,37.14,-78.75,TREE DOWN ON HARVEY ROAD (RNK)
2115,UNK,NE GRETNA,PITTSYLVANIA,VA,36.95,-79.36,TRESS DOWN IN GRETNA. (RNK)
2115,UNK,SSW PHENIX,CHARLOTTE,VA,37.08,-78.75,TREE DOWN ON MAIN STREET (RNK)
2127,UNK,4 NE REIDSVILLE,ROCKINGHAM,NC,36.4,-79.63,ROCKINGHAM COUNTY DOT SUPERVISOR REPORTED ONE TREE DOWN ON OREGON HILL ROAD NEAR THE COMMUNITY OF RUFFIN. EVENT TIME ESTIMATED FROM RADAR. (RNK)
2129,UNK,6 SSW ALAMANCE,ALAMANCE,NC,35.95,-79.52,ONE TREE DOWN ON SPANISH OAK HILL RD NEAR FOSTER STORE RD. (RAH)
2136,UNK,5 NNE PERKINS,DELTA,MI,46.04,-87.03,DELAYED REPORT OF SEVERAL TREES DOWN FROM 6 TO 12 INCHES IN DIAMETER. POWER IS OUT WITH TREES ON POWER LINES. TIME OF REPORT WAS ESTIMATED FROM RADAR. (MQT)
2142,UNK,5 SSE LEDA,HALIFAX,VA,36.83,-79.03,TREE DOWN ON MEADVILLE ROAD AT CHATHAM ROAD (RNK)
2153,UNK,4 E SMITH MOUNTAIN LAKE,BEDFORD,VA,37.08,-79.51,TREES DOWN ALONG TOLERS FERRY ROAD. (RNK)
2154,UNK,5 ENE GRETNA,PITTSYLVANIA,VA,36.98,-79.28,LARGE OAK DOWN ON DEER VIEW ROAD (RNK)
2155,UNK,5 WSW AZALEA PARK,ORANGE,FL,28.53,-81.37,PICTURES VIA SOCIAL MEDIA OF LARGE TREE BRANCHES FALLEN ON AND CAUSING DAMAGE TO CARS. NUMEROUS TREES ALSO REPORTED DOWN NEARBY CAUSING DAMAGE TO A BUILDING. TIME ESTIM (MLB)
2206,UNK,2 ENE HALIFAX,HALIFAX,VA,36.78,-78.9,TREE DOWN ON HOWARD P ANDERSON ROAD (RNK)
2236,UNK,3 ENE TURBEVILLE,HALIFAX,VA,36.64,-78.99,TREE DOWN ON CEDAR GROVE ROAD AT GERMAN CREEK ROAD (RNK)
2255,UNK,PULASKI,BROWN,WI,44.66,-88.23,A FEW SMALL TREE LIMBS DOWN. (GRB)
2257,UNK,3 ENE SALLEY,ORANGEBURG,SC,33.58,-81.26,HIGHWAY PATROL REPORTED TREES DOWN ON SALLEY ROAD AT WILLIAMSON JOHNSON ROAD. (CAE)
2300,UNK,1 E WADESBORO,ANSON,NC,34.97,-80.06,MULTIPLE TREES DOWN ON MORVEN ROAD NEAR WADESBORO. (RAH)
2300,UNK,5 N MILTON,PITTSYLVANIA,VA,36.61,-79.2,2 PINE TREES DOWN ON ROCKSPRINGS ROAD. (RNK)
2309,UNK,ALBEMARLE,STANLY,NC,35.37,-80.19,MULTIPLE TREES AND POWER LINES DOWN IN THE ALBEMARLE AREA. (RAH)
2315,UNK,5 SSE ALDERSON,MONROE,WV,37.67,-80.62,TREES DOWN ALONG ROUTE 3 NEAR WOLFCREEK. (RNK)
2318,UNK,WAPELLO,LOUISA,IA,41.18,-91.19,LARGE PARTIALLY ROTTEN TREE BRANCHES DOWN. PHOTOS FROM SOCIAL MEDIA (DVN)
2325,60,4 N SILVER CITY,PENNINGTON,SD,44.14,-103.57,(UNR)
2328,70,6 SSW RIDGWAY,CARTER,MT,45.39,-104.54,WIND DAMAGE: EXTENSIVE CROP DAMAGE... BROKEN WINDOWS IN HOME FROM WIND DRIVEN LARGE HAIL. (BYZ)
2328,UNK,6 SSW RIDGWAY,CARTER,MT,45.39,-104.54,WIND DAMAGE: EXTENSIVE CROP DAMAGE... BROKEN WINDOWS IN HOME FROM WIND DRIVEN LARGE HAIL. (BYZ)
2347,UNK,5 SSE ALDERSON,MONROE,WV,37.67,-80.62,TREES DOWN ALONG ROUTE 3 NEAR WOLFCREEK. (RNK)
2349,66,12 S RIDGEWAY,CARTER,MT,45.31,-104.47,(BYZ)
2355,UNK,2 NW FOUNTAIN CITY,BUFFALO,WI,44.14,-91.73,TREE BLOWN DOWN ON ROADWAY NEAR FOUNTAIN CITY. (ARX)
0010,60,8 WSW HARDING,HARDING,SD,45.33,-103.98,(UNR)
0015,UNK,7 SSW GOODYEAR,MARICOPA,AZ,33.33,-112.44,PEA SIZED HAIL... NUMEROUS PALO VERDE TREES DOWN. HEAVY RAIN. (PSR)
0030,UNK,2 WNW GLEN ELDER,MITCHELL,KS,39.51,-98.35,REPORT OF A POP-UP CAMPER AND PONTOON BOAT FLIPPED OVER AT GLEN ELDER STATE PARK. WIND SPEEDS UNKNOWN BUT NEARBY MESONET PEAKED AT 53 MPH. TIME ESTIMATED FROM RADAR. (GID)
0034,UNK,2 NNW CHARLOTTE,MECKLENBURG,NC,35.22,-80.85,LIGHT POLE BLOWN DOWN ACROSS I-277 NEAR PANTHERS STADIUM. (GSP)
0035,60,28 NNW BELLE FOURCHE RE,BUTTE,SD,45.08,-104,(UNR)
0036,UNK,RUBY,CHESTERFIELD,SC,34.74,-80.18,CHESTERFIELD COUNTY DISPATCH REPORTED MULTIPLE TREES DOWN ON HIGHWAY 9 IN RUBY... SC. (CAE)
0050,UNK,COTTONWOOD COVE,CLARK,NV,35.49,-114.69,POWER LINES DOWN REPORTED AT COTTONWOOD COVE... NV. (VEF)
0054,UNK,3 NNE CHARLOTTE,MECKLENBURG,NC,35.24,-80.81,TREE BLWON DOWN ON HOUSE ON YADKIN AVENUE. (GSP)
0055,58,SEARCHLIGHT,CLARK,NV,35.46,-114.92,(VEF)
0057,60,17 W CASTLE ROCK,BUTTE,SD,45.01,-103.77,(UNR)
0108,UNK,2 SSE WILLIAMSTON,ANDERSON,SC,34.59,-82.47,A FEW TREES DOWN. (GSP)
0112,UNK,2 S STANLEY,GASTON,NC,35.33,-81.1,2 TREES DOWN. (GSP)
0130,93,NEWELL,BUTTE,SD,44.72,-103.42,WIND SENSOR DESTROYED BY HAIL AFTER RECORDING GUST (UNR)
