Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2110,UNK,OLNEY,COAL,OK,34.47,-96.35,COLE COUNTY EMEREGENCY MANAGEMENT REPORTS NUMEROUS LARGE TREES DOWN BETWEEN CLARITA AND OLNEY OKLAHOMA. REPORTS A TREE DOWN ON A HOUSE AND SEVERAL CAR PORTS. ALSO SEVER (OUN)
2200,UNK,STRATFORD,GARVIN,OK,34.8,-96.96,POWER PLOES DOWN. (OUN)
2215,UNK,7 S STRATFORD,GARVIN,OK,34.69,-96.96,LARGE TREE LIMBS DOWN (OUN)
2235,80,4 NNE SULPHUR,MURRAY,OK,34.56,-96.95,(OUN)
2244,UNK,SULPHUR,MURRAY,OK,34.51,-96.98,SEVERAL TREES AND POWER LINES DOWN IN SULPHUR. REPORT RELAYED VIA TWITTER. (OUN)
0200,UNK,BOWIE,MONTAGUE,TX,33.57,-97.85,ROOF DAMAGE TO SEVERAL BUILDINGS AND MULTIPLE TREES REPORTED DAMAGED OR BLOWN DOWN IN THE TOWN OF BOWIE (FWD)
Time,Size,Location,County,State,Lat,Lon,Comments
1942,100,BYNG,PONTOTOC,OK,34.87,-96.66,(OUN)
2008,100,ADA,PONTOTOC,OK,34.77,-96.68,HAIL COVERING GROUND. (OUN)
2126,100,4 SW LEHIGH,COAL,OK,34.43,-96.27,NICKEL AND QUARTER HAIL. (OUN)
2152,100,VANOSS,PONTOTOC,OK,34.76,-96.87,(OUN)
