Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
0052,65,9 NNW GRACEMONT,CADDO,OK,35.31,-98.32,(OUN)
0155,60,3 NE ROARING SPRINGS,MOTLEY,TX,33.93,-100.82,(LUB)
Time,Size,Location,County,State,Lat,Lon,Comments
0045,175,5 SSW GRACEMONT,CADDO,OK,35.12,-98.29,QUARTER TO GOLFBALL HAIL (OUN)
0105,250,11 N GRACEMONT,CADDO,OK,35.35,-98.26,(OUN)
0124,175,9 W AMBER,GRADY,OK,35.16,-98.04,4W OF HWY 81 ON CR 1290 (OUN)
0126,300,4 N DOUGHERTY,FLOYD,TX,34,-101.09,ALSO REPORTED FUNNEL ALOFT WITH HIGH BASED CONVECTION AS STORM CROSSED THE ESCARPMENT (LUB)
0129,175,MARLOW,STEPHENS,OK,34.64,-97.96,NORTH SIDE OF MARLOW (OUN)
0139,100,6 W MATADOR,MOTLEY,TX,34.02,-100.93,(LUB)
0145,175,5 SSW MURRAY,YOUNG,TX,32.98,-98.93,GOLFBALL SIZED HAIL WAS REPORTED EAST OF WOODSON NEAR THE THROCKMORTON/YOUNG CO LINE. REPORT WAS RELAYED VIA WFO SJT. (FWD)
0145,175,5 E WOODSON,THROCKMORTON,TX,33.01,-98.97,(SJT)
0155,125,3 NE ROARING SPRINGS,MOTLEY,TX,33.93,-100.82,(LUB)
0222,125,WASHINGTON,MCCLAIN,OK,35.06,-97.48,(OUN)
0239,175,PURCELL,MCCLAIN,OK,35.01,-97.37,(OUN)
0258,125,10 E PURCELL,CLEVELAND,OK,35.01,-97.19,NEAR COUNTY LINE (OUN)
0432,100,LAWTON,COMANCHE,OK,34.6,-98.42,PEA TO QUARTER HAIL COVERING GROUND (OUN)
1045,100,10 NW GILMER,UPSHUR,TX,32.83,-95.07,(SHV)
1050,175,12 E GILMER,UPSHUR,TX,32.73,-94.74,(SHV)
1125,100,6 N LONGVIEW,GREGG,TX,32.6,-94.76,PUBLIC REPORTED ONE INCH HAIL NEAR INTERSECTION OF 259/449 (SHV)
