Time,F_Scale,Location,County,State,Lat,Lon,Comments
1458,UNK,BREEZY POINT,QUEENS,NY,40.55,-73.93,STRUCTURAL DAMAGE AT SURF SHOP IN BREEZY POINT. REPORTED BY FDNY. TIME BASED ON RADAR. (OKX)
1505,UNK,CANARSIE,KINGS (BROOKLYN),NY,40.65,-73.89,SEVERAL HOMES DAMAGED BETWEEN SEAVIEW AVE AND AVE N BETWEEN 93RD AND 94TH ST. SEVERAL LARGE TREES DAMAGED IN CANARSIE PARK AS WELL. (OKX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1237,UNK,BUFFALO,ERIE,NY,42.88,-78.88,TRAILER TOPPLED AND MULTIPLE TREES AND WIRES DOWN AT PARKER AND TWO ROD ROADS (BUF)
1325,UNK,GRAND ISLAND,ERIE,NY,43.02,-78.97,TREES DOWN. (BUF)
1325,UNK,LEWISTON,NIAGARA,NY,43.17,-79.04,TREE DOWN ON LOWER RIVER ROAD (BUF)
1330,UNK,WILSON,NIAGARA,NY,43.31,-78.83,POLE SNAPPED AND WIRES DOWN (BUF)
1335,UNK,DEPEW,ERIE,NY,42.91,-78.7,LARGE TREE DOWN ON E RIVER ROAD (BUF)
1345,UNK,NEWFANE,NIAGARA,NY,43.29,-78.7,TREES AND WIRES DOWN ON DRAKE SETTLEMENT ROAD (BUF)
1405,UNK,1 NW MARILLA,ERIE,NY,42.85,-78.55,TRAILER TOPPLED AND MULTIPLE TREES AND WIRES DOWN AT PARKER AND TWO ROD ROADS (BUF)
1413,UNK,MIDDLEPORT,NIAGARA,NY,43.21,-78.48,WIRES DOWN (BUF)
1415,UNK,APPLETON,NIAGARA,NY,43.33,-78.65,TREES AND WIRES DOWN (BUF)
1419,UNK,LYNDONVILLE,ORLEANS,NY,43.32,-78.39,MULTIPLE TREES AND WIRES DOWN (BUF)
1425,UNK,INDIAN FALLS,GENESEE,NY,43.03,-78.4,TREES DOWN (BUF)
1428,UNK,WASHINGTON JUNCTION,ALLEGHENY,PA,40.35,-80.03,SEVERAL LARGE LIMBS UP TO ONE FOOT IN DIAMETER AND SEVERAL SMALL TREES SNAPPED IN THE VICINITY OF FRANKLIN DRIVE AND CONNOR ROAD. SPORADIC DAMAGE TO TREES ALSO WAS NOTE (PBZ)
1438,UNK,FLATBUSH,KINGS (BROOKLYN),NY,40.64,-73.95,MULTIPLE TREES AND POWER LINES DOWN IN FLATBUSH. POSSIBLE STRUCTURAL DAMAGE. TIME BASED ON RADAR. (OKX)
1450,UNK,BLISS,WYOMING,NY,42.56,-78.24,LARGE TREE DOWN. (BUF)
1450,UNK,WARSAW,WYOMING,NY,42.74,-78.13,TREES AND POWER LINES DOWN. (BUF)
1458,UNK,BREEZY POINT,QUEENS,NY,40.55,-73.93,STRUCTURAL DAMAGE AT SURF SHOP IN BREEZY POINT. REPORTED BY FDNY. TIME BASED ON RADAR. (OKX)
1459,UNK,CUBA,ALLEGANY,NY,42.22,-78.28,TREES DOWN. (BUF)
1515,UNK,BUFFALO,ERIE,NY,42.88,-78.87,ERIE COUNTY EM REPORTED 20 TO 30 LARGE TREES DOWN IN CHEEKTOWAGA TOWN PARK. (BUF)
1530,UNK,DUBOIS,CLEARFIELD,PA,41.12,-78.76,TREES AND POWER LINES DOWN. SHINGLES OFF ROOFS. CALLER ALSO REPORTED FUNNEL CLOUD. (CTP)
1536,UNK,DANSVILLE,LIVINGSTON,NY,42.56,-77.7,TREES AND WIRES DOWN. (BUF)
1543,UNK,HOPEWELL CENTER,ONTARIO,NY,42.9,-77.18,TREE DOWN BLOCKING ROADWAY. (BUF)
1545,UNK,6 NNE COUDERSPORT,POTTER,PA,41.85,-77.97,TREES DOWN IN HEBRON TOWNSHIP (CTP)
1554,UNK,NEWARK,WAYNE,NY,43.04,-77.09,MULTIPLE REPORTS OF TREES AND WIRES DOWN. (BUF)
1554,UNK,SODUS,WAYNE,NY,43.24,-77.06,MULTIPLE REPORTS OF TREES AND WIRES DOWN. (BUF)
1600,UNK,3 NNW JOHNSTOWN,CAMBRIA,PA,40.37,-78.94,TREES DOWN IN WEST TAYLOR TOWNSHIP (CTP)
1600,UNK,GRAMPIAN,CLEARFIELD,PA,40.96,-78.61,TREE DOWN (CTP)
1605,UNK,14 NE SOMERSET,SOMERSET,PA,40.15,-78.89,TREES DOWN ON MONUMENT ROAD (CTP)
1613,UNK,WOLCOTT,WAYNE,NY,43.22,-76.81,MULTIPLE REPORTS OF TREES AND WIRES DOWN. (BUF)
1622,UNK,FAIR HAVEN,CAYUGA,NY,43.33,-76.7,TREES AND WIRES DOWN. (BUF)
1625,UNK,10 SE MANSFIELD,TIOGA,PA,41.7,-76.94,TREES DOWN (CTP)
1627,UNK,CATO,CAYUGA,NY,43.16,-76.58,TREES AND WIRES DOWN. (BUF)
1629,UNK,1 ENE MARTINSBURG,BERKELEY,WV,39.46,-77.96,LARGE TREE DOWN IN 600 BLK OF QUEEN ST (LWX)
1635,UNK,TYRONE,BLAIR,PA,40.68,-78.25,WIRES DOWN (CTP)
1636,UNK,LODI,SENECA,NY,42.61,-76.82,TOWN OF LODI AT KEADY ROAD... BARN DAMAMGE... 40 X 200 FOOT TIN ROOF BLOWN OFF BARN AND LANDED IN ROAD...HOUSED DAMAGE DUE TO NUEROUS TREES THAT FELL ON HOUSE. (BGM)
1640,UNK,1 ENE GRANBY CENTER,OSWEGO,NY,43.34,-76.45,TREE TOOK WIRES DOWN. (BUF)
1641,UNK,CAMPBELL,STEUBEN,NY,42.23,-77.2,NUMEROUS TREES AND WIRES DOWN. (BGM)
1648,UNK,1 S AUBURN CENTER,SUSQUEHANNA,PA,41.67,-76.03,TREES DOWN (BGM)
1648,UNK,3 SE AUBURN,CAYUGA,NY,42.9,-76.53,TREES DOWN (BGM)
1650,UNK,1 W CHEWSVILLE,WASHINGTON,MD,39.64,-77.65,TREES DOWN ON ROUTE 64 IN ROBINWOOD (LWX)
1653,58,SMITHSBURG,WASHINGTON,MD,39.66,-77.58,(LWX)
