Time,F_Scale,Location,County,State,Lat,Lon,Comments
2010,UNK,3 NNW NORTH AREA MINE,EUREKA,NV,40.98,-116.38,PUBLIC REPORTED TORNADO NEAR THE GOLDSTRIKE MINE IN NORTHERN EUREKA COUNTY. THIS WAS A LANDSPOUT TORNADO VERIFIED THROUGH PHOTOS. (LKN)
2312,UNK,18 E FORT BELKNAP,BLAINE,MT,48.48,-108.37,(TFX)
Time,Speed,Location,County,State,Lat,Lon,Comments
1706,UNK,MALTA,SARATOGA,NY,42.97,-73.8,MULTIPLE TREES DOWN. TREES DOWN ON CARS. TIME ESTIMATED BY RADAR (ALY)
1739,UNK,STILLWATER,SARATOGA,NY,42.95,-73.64,TREE DOWN ON WIRES (ALY)
2245,UNK,1 S BOURBON,MARSHALL,IN,41.28,-86.12,TREE DOWN ALONG STATE ROUTE 331. RELAYED TO NWS BY WSBT. (IWX)
0310,UNK,CLEVELAND,LIBERTY,TX,30.34,-95.08,LARGE TREE DOWN BLOCKING FM787 1 4 MILE EAST OF CLEVELAND ANNEX BUILDING. (HGX)
0337,UNK,5 NE BUCKEYE,MARICOPA,AZ,33.43,-112.54,SEVERAL RV TRAILERS OVERTURNED. MEDIA REPORTS SOME INJURIES INVOLVED. TIME ESTIMATED (PSR)
Time,Size,Location,County,State,Lat,Lon,Comments
1725,100,SARATOGA NHP,SARATOGA,NY,43,-73.64,(ALY)
2043,125,5 SSW ANTONITO,CONEJOS,CO,37.01,-106.04,(PUB)
2140,125,6 NW STROMSBURG,POLK,NE,41.18,-97.67,DELAYED REPORT OF HAIL UP TO HALF DOLLAR SIZE ON THURSDAY 2 MILES WEST OF SWEDEHOME ON 129 ROAD. (GID)
2150,100,CLEARWATER,ANTELOPE,NE,42.17,-98.19,(OAX)
2205,100,3 SW STROMSBURG,POLK,NE,41.09,-97.63,DELAYED REPORT OF QUARTER SIZE HAIL AND ALSO 60 MPH WINDS FROM THURSDAY ALONG HIGHWAY 66. TIME ESTIMATED FROM RADAR. (GID)
2225,175,BENEDICT,YORK,NE,41.01,-97.61,NE RAIN OBSERVER REPORTS QUARTER TO GOLF BALL SIZE HAIL IN BENEDICT FOR 10 TO 15 MINUTES. HAIL COVERS THE GROUND. (GID)
2245,100,1 SE SAN GERONIMO,SAN MIGUEL,NM,35.57,-105.38,(ABQ)
2245,100,PETERSBURG,BOONE,NE,41.85,-98.08,(OAX)
2247,125,3 NE YORK,YORK,NE,40.9,-97.56,PUBLIC REPORT OF HAIL UP TO HALF DOLLAR SIZE FOR APPROXIMATELY 10 MINUTES. (GID)
2302,100,4 WSW PRAIRIE FARM,BARRON,WI,45.21,-92.06,(MPX)
2305,125,6 ESE YORK,YORK,NE,40.83,-97.5,DELAYED REPORT OF A FEW HAIL STONES UP TO HALF DOLLAR SIZE ON THURSDAY JUST NORTH OF I-80. TIME ESTIMATED FROM RADAR. (GID)
2332,100,PLOVER,PORTAGE,WI,44.45,-89.53,(GRB)
