Time,F_Scale,Location,County,State,Lat,Lon,Comments
1650,UNK,6 S MOENAVE,COCONINO,AZ,36.05,-111.35,TIME AND LOCATION ESTIMATED BY REPORT... VIDEO... AND RADAR. (FGZ)
2000,UNK,4 W PADUCAH,COTTLE,TX,34.01,-100.37,(LUB)
2029,UNK,6 SW WELLINGTON,COLLINGSWORTH,TX,34.79,-100.29,NWS DAMAGE SURVEY INFORMATION SUGGESTS THAT A TORNADO TOUCHDOWN OCCURRED AT 0329 PM CDT 6 MILES SOUTHWEST OF WELLINGTON... LASTING ONLY 1 MINUTE. SMALL TREE LIMBS WERE (AMA)
2033,UNK,5 NW CASHION,KINGFISHER,OK,35.85,-97.74,(OUN)
2051,UNK,4 NW CRESCENT,LOGAN,OK,35.99,-97.64,CORRECTED TIME. (OUN)
2114,UNK,2 NE WEIR,CHEROKEE,KS,37.33,-94.75,STARTING POINT FOR EF-1 WEIR TORNADO FROM MAY 20TH. NUMEROUS TREE AND OUTBUILDING DAMAGE. (SGF)
2119,UNK,2 SSE CHICOPEE,CRAWFORD,KS,37.36,-94.73,END POINT OF WEIR EF-1 TORNADO. NUMEROUS TREES AND OUTBUILINGS DAMAGED. (SGF)
2120,UNK,3 N CARONA,CHEROKEE,KS,37.33,-94.87,SPOTTER SAW TORNADO. TIME BASED ON RADAR. (SGF)
2122,UNK,4 W PERRY,NOBLE,OK,36.29,-97.35,HOMES AND TREES DAMAGED. (OUN)
2123,UNK,3 SSE CHICOPEE,CHEROKEE,KS,37.34,-94.72,TORNADO REPORTED ON THE GROUND. (SGF)
2134,UNK,3 SE MINDENMINES,BARTON,MO,37.44,-94.55,END POINT FOR PITTSBURG... KS EF-1 TORNADO. NUMEROUS TREES SNAPPED. NUMEROUS HOMES WITH ROOF LOSS. OUTBUILDINGS DESTROYED. (SGF)
2212,UNK,8 SW MANGUM,GREER,OK,34.8,-99.6,(OUN)
2230,UNK,7 NE PLEASANT FARMS,Midland,TX,31.75,-102.26,(MAF)
2240,UNK,10 S MIDLAND IN`TERNATI,Midland,TX,31.8,-102.19,(MAF)
2347,UNK,13 E DICKENS,DICKENS,TX,33.62,-100.61,LARGE RAIN-WRAPPED TORNADO (LUB)
2350,UNK,1 SW DUDENVILLE,JASPER,MO,37.3,-94.11,VIDEO SHOWING TORNADO SOUTH OF GOLDEN CITY NEAR HWY 37 AND BASELINE. NO REPORT OF DAMAGE. VIA SOCIAL MEDIA. (SGF)
2354,UNK,16 E DICKENS,DICKENS,TX,33.62,-100.57,TREES BLOWN DOWN AT CR371 AND HW82 (LUB)
2357,UNK,19 SE MIDLAND,Midland,TX,31.81,-101.85,4 MILES EAST OF INTERSECTION OF SH 349 AND FM 1787 (MAF)
0014,UNK,2 W FORSAN,Howard,TX,32.11,-101.4,ON HIGHWAY 87 JUST WEST OF FORSAN (MAF)
0208,UNK,5 E HOBBS,FISHER,TX,32.77,-100.5,SPOTTER REPORTED A CONFIRMED TORNADO SOUTHWEST OF ROTAN. (SJT)
0209,UNK,2 ENE WASTELLA,NOLAN,TX,32.52,-100.62,A BRIEF TORNADO WAS REPORTED NORTH OF INTERSTATE 20. (SJT)
0305,UNK,6 N BALD HILL,OKMULGEE,OK,35.83,-95.84,EMERGENCY MANAGER REPORTED A TORNADO. DEBRIS WAS OBSERVED IN THE ASSOCIATED RADAR DATA. (TSA)
0329,UNK,SAGERTON,HASKELL,TX,33.08,-99.95,A TRAINED SPOTTER REPORTED A BRIEF TORNADO NEAR SAGERTON. (SJT)
0345,UNK,LEACH,DELAWARE,OK,36.2,-94.92,A TORNADO DEVELOPED NEAR PEGGS... OK AND TRAVELED TO THE LEACH AREA. (TSA)
0845,UNK,3 SE GOLDSBY,MCCLAIN,OK,35.11,-97.45,AN EF1 TORNADO MOVED FROM 3 MILES SE OF GOLDSBY TO 1 MILE NORTH-NORTHWEST OF NOBLE IN CLEVELAND COUNTY FROM 3:45 TO 3:50 AM. (OUN)
0857,UNK,5 E NORMAN,CLEVELAND,OK,35.22,-97.36,AN EF1 TORNADO MOVED NORTH-NORTHEAST THEN NORTHWEST FROM ALAMEDA STREET BETWEEN 48TH AND 60TH AVENUES NE TO NORTHWEST OF TECUMSEH ROAD AND 60TH AVENUE NE. (OUN)
0913,UNK,5 SSE STANLEY DRAPER LA,CLEVELAND,OK,35.28,-97.32,A BRIEF EF0 TORNADO DAMAGED TREES NEAR 84TH AVENUE NE AND FRANKLIN ROAD. (OUN)
0922,UNK,4 NW STELLA,CLEVELAND,OK,35.36,-97.25,AN EF1 TORNADO MOVED EAST FOR 1.4 MILES FROM SOUTHWEST OF SE 104TH STREET AND INDIAN MERIDIAN ROAD. (OUN)
0932,UNK,1 E DALE,POTTAWATOMIE,OK,35.39,-97.03,CAMPER FLIPPED OVER... HOME DAMAGED... TREES DAMAGED. (OUN)
0950,UNK,3 ENE AYDELOTTE,POTTAWATOMIE,OK,35.46,-96.86,AN EF0 TORNADO MOVED NORTH AND NORTHEAST FROM JUST SOUTH OF THE LINCOLN-POTTAWATOMIE COUNTY LINE INTO LINCOLN COUNTY DISSIPATING ABOUT 3 MILES EAST-SOUTHEAST OF MEEKER. (OUN)
1100,UNK,SAPULPA,CREEK,OK,36,-96.11,PUBLIC REPORTED TORNADO TOUCHED DOWN AT 6 AM ON HIGHWAY 97 NEXT TO 71 STREET IN SAPULPA. PICTURES RECEIVED VIA SOCIAL MEDIA. (TSA)
1120,UNK,LAKE TEXOMA,MARSHALL,OK,33.87,-96.7,OVER LAKE TEXOMA (OUN)
1130,UNK,TULSA,TULSA,OK,36.13,-95.92,*** 1 INJ *** A TORNADO DEVELOPED NEAR DOWNTOWN TULSA AND TRAVELED EAST FOR APPROXIMATELY 1.5 MILES. THE TORNADO WAS RATED EF-1. IT DAMAGED A NUMBER OF HOMES. ONE INJUR (TSA)
1137,UNK,TULSA INTERNATIONAL AIR,TULSA,OK,36.21,-95.9,RADAR CONFIRMED TORNADO NEAR TULSA INTERNATIONAL AIRPORT. TORNADIC DEBRIS SIGNATURE NOTED IN RADAR DATA. (TSA)
1152,UNK,OWASSO,TULSA,OK,36.27,-95.85,EMERGENCY MANAGEMENT REPORTED BRIEF TOUCHDOWN NEAR TCC/TULSA TECH NEAR 106TH STREET AND HIGHWAY 169. (TSA)
Time,Speed,Location,County,State,Lat,Lon,Comments
1736,60,4 WNW ADAIR,MAYES,OK,36.46,-95.34,(TSA)
1815,UNK,3 W GROVE,DELAWARE,OK,36.59,-94.82,DAMAGE ON MONKEY ISLAND. BOAT DOCKS DESTROYED AND BOATS LIFTED FROM WATER. (TSA)
1837,UNK,GROVE,DELAWARE,OK,36.59,-94.77,EMERGENCY MANAGEMENT REPORTED STORM DAMAGE NEAR THE HONEY CREEK ARM OF GRAND LAKE IN GROVE NEAR SH-59. REPORTS OF DOCKS DAMAGED. (TSA)
1915,UNK,4 NNW PIONEER,NEWTON,MO,36.89,-94.09,DELAYED REPORT OF TREE DOWN ON JOLLY MILL DRIVE. (SGF)
2047,UNK,NEW HOME,LYNN,TX,33.33,-101.91,FEW POWER LINES DOWNED (LUB)
2104,60,4 SSW LUBBOCK,LUBBOCK,TX,33.53,-101.88,(LUB)
2107,UNK,SLIDE,LUBBOCK,TX,33.41,-101.93,SEMI-TRAILER BLOWN ONTO CAR 1/4 MILE WEST OF SLIDE ROAD ON FM41 (LUB)
2108,UNK,IDALOU,LUBBOCK,TX,33.66,-101.68,POWERLINES BLOWN DOWN (LUB)
2110,UNK,1 SE LUBBOCK,LUBBOCK,TX,33.58,-101.88,TREE DOWN IN MIDDLE OF STREET AT 23RD/24TH ON AVE L (LUB)
2110,UNK,1 SSE ROSELAND,CHEROKEE,KS,37.27,-94.84,TREES DOWN. WINDS ESTIMATED AT 70 MPH. (SGF)
2130,58,5 ENE ABERNATHY,HALE,TX,33.88,-101.76,(LUB)
2135,74,2 NNE FLOYDADA,FLOYD,TX,34,-101.33,(LUB)
2135,UNK,SCITUATE,PROVIDENCE,RI,41.8,-71.62,MULTIPLE TREES DOWN ACROSS TOWN (BOX)
2150,UNK,PROVIDENCE,PROVIDENCE,RI,41.82,-71.42,1 FT DIAMETER TREE LIMB DOWN ON IRVING AVENUE. TWO 1 FT DIAMETER TREE LIMBS DOWN ON ARLINGTON AVENUE BY IRVING AVENUE. A COUPLE OF ISOLATED 4 INCH DIAMTER TREE LIMBS DO (BOX)
2200,60,8 NNW KAW LAKE,KAY,OK,36.88,-96.91,(OUN)
2200,UNK,4 SW MILFORD,BARTON,MO,37.54,-94.2,STRAIGHT LINE WIND DAMAGE TO TREES NEAR A CHURCH AND BETWEEN STATE HIGHWAYS A AND F. (SGF)
2205,94,4 SSE MARSHALL,LOGAN,OK,36.11,-97.6,(OUN)
2210,UNK,CANAAN,SOMERSET,ME,44.76,-69.56,TREES DOWN ON POWER LINES (GYX)
2225,65,7 SSE WELLINGTON,COLLINGSWORTH,TX,34.75,-100.19,(AMA)
2300,58,3 W GOULD,HARMON,OK,34.67,-99.83,(OUN)
2322,UNK,13 W GARDEN CITY,Glasscock,TX,31.87,-101.7,SEVERAL POWER POLES DOWN ALONG STATE HIGHWAY 158 AT STATE HIGHWAY 137. (MAF)
2330,80,1 W SPUR,DICKENS,TX,33.48,-100.88,(LUB)
2330,UNK,3 NW SPUR,DICKENS,TX,33.51,-100.89,APPROX. 20 HIGH LINES DOWN ALONG FM 1868 (LUB)
2339,60,2 W BOLTON,MONTGOMERY,KS,37.18,-95.84,. (ICT)
2340,UNK,2 E GREENFIELD,DADE,MO,37.42,-93.81,TOP OF TREE BROKEN OFF. VIA SOCIAL MEDIA. (SGF)
2347,77,2 WSW BURNS FLAT,WASHITA,OK,35.35,-99.2,AT CLINTON/SHERMAN AIRPORT. (OUN)
2350,UNK,1 S SEDAN,CHAUTAUQUA,KS,37.11,-96.18,COOPERATIVE OBSERVER REPORTS A THREE TO FOUR INCH TREE LIMB IS DOWN ON HIGHWAY 99 SOUTH OF SEDAN. TIME IS ESTIMATED FROM RADAR. (ICT)
0009,UNK,INDEPENDENCE,MONTGOMERY,KS,37.23,-95.71,LAW ENFORCEMENT REPORTS THREE TO FOUR INCH TREE LIMBS DOWN AND AS WELL AS ELECTRICAL POLES. (ICT)
0014,UNK,SPUR,DICKENS,TX,33.48,-100.85,WINDOWS BROKEN... TREE LIMBS BROKEN... SMALL FENCE BROKEN (LUB)
0030,UNK,3 E PLEASANT HOPE,POLK,MO,37.46,-93.21,LARGE TREES UPROOTED. VIA SOCIAL MEDIA. (SGF)
0030,UNK,3 WSW MARCH,DALLAS,MO,37.51,-93.14,BARN LIFTED UP SLIGHTLY. TIN OFF OF THE MILK BARN ROOF... TORE TREES OUT AND TOOK OUT A SMALL POLE BARN. POSSIBLE TORNADO. VIA SOCIAL MEDIA. (SGF)
0030,UNK,ERIE,NEOSHO,KS,37.57,-95.24,DELAYED REPORT. ROOF DAMAGE REPORT DOWN POWER LINES. (ICT)
0030,60,5 S CHANUTE,NEOSHO,KS,37.6,-95.46,WINDS WERE REALLY KNOCKING THE CAR AROUND WITH ESTIMATED SPEEDS OF 55 TO 60 MPH. (ICT)
0032,UNK,4 SSW LUBBOCK,LUBBOCK,TX,33.52,-101.9,TREE BROKEN ONTO HOUSE AT 82ND AND UNIVERSITY (LUB)
0045,UNK,1 E WALNUT,CRAWFORD,KS,37.6,-95.06,DELAYED REPORT. TREE UPROOTED IN WALNUT VIA SOCIAL MEDIA. (SGF)
0049,UNK,BOLIVAR,POLK,MO,37.61,-93.41,STORM SURVEY FOUND DAMAGE FROM STRAIGHT LINE WINDS. TREES UPROOTED AND CONSTRUCTION TRAILER OVERTURNED. (SGF)
0125,58,4 SE PIEDMONT,CANADIAN,OK,35.6,-97.71,AT SUNDANCE AIRPORT. (OUN)
0145,UNK,NEVADA,VERNON,MO,37.84,-94.35,TREE LIMBS DOWN. DIME SIZED HAIL. (SGF)
0147,61,2 SW HORTON,VERNON,MO,37.96,-94.39,61 MPH GUSTS. (SGF)
0215,60,2 NNW IRON GATES,JASPER,MO,37.09,-94.56,DELAYED REPORT. ESTIMATING 60-70 MPH WINDS HAVE COME THROUGH WEST SIDE OF JOPLIN. ALSO REPORTS OF QUARTER SIZE HAIL IN JOPLIN. (SGF)
0230,UNK,COLLINS,ST. CLAIR,MO,37.89,-93.62,SHOP BLEW OVER... SHED MOVED 6 TO 8 FT... NUMEROUS TREES TOPS SNAPPED OFF. (SGF)
0239,UNK,5 WSW GANNON,FISHER,TX,32.53,-100.56,LARGE TREE BRANCHES WERE BROKEN AND A FENCE WAS BLOWN DOWN. (SJT)
0250,UNK,WHEATLAND,HICKORY,MO,37.94,-93.4,STRUCTURAL DAMAGE OCCURRED ON SOUTH SIDE OF TOWN ALONG WITH TREES AND POWER LINES DOWN. WINDS ESTIMATED AT 90 MPH. (SGF)
0253,60,4 ENE ODESSA,Ector,TX,31.88,-102.31,(MAF)
0305,58,3 W GRANDFIELD,TILLMAN,OK,34.24,-98.74,(OUN)
0310,UNK,CROSS TIMBERS,HICKORY,MO,38.02,-93.23,NUMEROUS TREES DOWN. RELAYED BY ARES AREA COORDINATOR. (SGF)
0310,UNK,FRISTOE,BENTON,MO,38.11,-93.28,DAMAGE TO A BARN AND ROOF DAMAGE TO A HOME. REPORT RELAYED BY LOCAL MEDIA FROM PUBLIC. (SGF)
0313,61,4 NNW HALLTOWN,LAWRENCE,MO,37.25,-93.65,61 MPH WIND GUSTS. (SGF)
0320,61,3 SSE FORT COBB RESERVO,CADDO,OK,35.16,-98.46,(OUN)
