Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
2237,UNK,2 NNE HOME GARDENS,RIVERSIDE,CA,33.9,-117.5,7 POWER POLES SNAPPED AT INTERSECTION ACCORDING TO POLICE DEPT. 51 MPH WIND GUSTS AT RIVERSIDE AIRPORT. (SGX)
2315,UNK,2 ENE ANAHEIM,ORANGE,CA,33.85,-117.84,100FT. CHAIN LINK FENCE KNOCKED DOWN. TREE UPROOTED ABOUT 3" CIRCUMFERENCE. BROKEN TREE BRANCH SHATTERED BACK WINDOW OF SUV. (SGX)
2330,UNK,1 NE ESCONDIDO,SAN DIEGO,CA,33.15,-117.06,LARGE TREE BLOCKED EAST EL NORTE PARKWAY AND LA HONDA DRIVE. PUBLIC WORKS CALLED TO CLEAR DEBRIS (DELAYED REPORT). (SGX)
2337,UNK,2 NNE HOME GARDENS,RIVERSIDE,CA,33.9,-117.5,POWER POLES SNAPPED AT INTERSECTION ACCORDING TO POLICE DEPT. 51 MPH WIND GUSTS AT RIVERSIDE AIRPORT. (SGX)
2346,UNK,2 SSW ESCONDIDO,SAN DIEGO,CA,33.11,-117.08,LARGE TREE FELL ON STREET (DELAYED REPORT) (SGX)
0015,UNK,2 ENE ANAHEIM,ORANGE,CA,33.85,-117.84,100FT. CHAIN LINK FENCE KNOCKED DOWN. TREE UPROOTED ABOUT 3" CIRCUMFERENCE. BROKEN TREE BRANCH SHATTERED BACK WINDOW OF SUV. (SGX)
0030,UNK,DESERT HOT SPRINGS,RIVERSIDE,CA,33.96,-116.5,5 POWER POLES DOWNED BY WIND AND UP TO 7 DAMAGED AND REPORTED TO RIVERSIDE COUNTY EOC. EDOM HILL HAD GUST 79 MPH BETWEEN 5 AND 6 PM FRIDAY. APPEARED RELATED TO THE 10 P (SGX)
0104,UNK,1 WNW THOUSAND PALMS,RIVERSIDE,CA,33.82,-116.4,TV MEDIA KMIR REPORTED POWER POLE DAMAGE. (SGX)
0110,68,2 NNE JULIAN,SAN DIEGO,CA,33.1,-116.58,MESONET STATION VOLCAN MOUNTAIN /VCMSD/ (SGX)
Time,Size,Location,County,State,Lat,Lon,Comments
