Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
0110,UNK,1 NW KELLER,TARRANT,TX,32.94,-97.26,NWS EMPLOYEE IN FAR NW KELLER REPORTED SEVERAL SECTIONS OF FENCE DOWN ALONG WITH QUARTER SIZE HAIL. (FWD)
0230,UNK,4 W MARLIN,FALLS,TX,31.3,-96.97,MULTIPLE TREES WERE BLOWN DOWN ACROSS THE COUNTY. (FWD)
0320,UNK,BELTON,BELL,TX,31.07,-97.47,MULTIPLE TREES WERE UPROOTED IN BELTON INCLUDING A VERY LARGE LIVE OAK. (FWD)
1010,UNK,1 SW SHENANDOAH,MONTGOMERY,TX,30.18,-95.46,NUMEROUS TREES DOWN NORTHWEST OF THE WOODLANDS MALL. THERE WAS A TREE DOWN ON A PARKED CAR NEAR THE INTERSECTION OF RESEARCH FOREST DRIVE AND GROGANS MILL ROAD. (HGX)
1015,UNK,SPRING,HARRIS,TX,30.06,-95.38,A DOWNED TREE DAMAGED A RESIDENTIAL FENCE. (HGX)
Time,Size,Location,County,State,Lat,Lon,Comments
2050,100,2 SSW ATWELL,CALLAHAN,TX,32.23,-99.15,(SJT)
2105,250,EASTLAND,EASTLAND,TX,32.4,-98.82,NEAR TENNIS BALL SIZE HAIL IN EASTLAND (FWD)
2106,150,5 N RISING STAR,EASTLAND,TX,32.17,-98.97,(FWD)
2130,100,5 N ST. JO,MONTAGUE,TX,33.77,-97.53,(FWD)
2208,175,MYRA,COOKE,TX,33.63,-97.32,GOLFBALL HAIL IN MYRA (FWD)
2220,125,PROCTOR,COMANCHE,TX,31.98,-98.43,HALF DOLLAR SIZE HAIL COVERING HALF OF THE GROUND IN PROCTOR (FWD)
2241,125,4 N JACKSBORO,JACK,TX,33.28,-98.17,SPOTTER REPORTED HALF DOLLAR SIZE HAIL NORTH OF JACKSBORO. (FWD)
2318,150,1 W RUNAWAY BAY,WISE,TX,33.17,-97.88,PING PONG BALL SIZE HAIL 2 WEST OF RUNAWAY BAY (FWD)
0010,100,8 S INDIAHOMA,TILLMAN,OK,34.5,-98.75,PEA TO QUARTER HAIL LASTED FOR ABOUT 30 MINUTES. ESTIMATED DEPTH OF HAIL ON THE GROUND WAS 3-4 INCHES. (OUN)
0037,100,BRIAR,PARKER,TX,33,-97.65,QUARTER SIZE HAIL IN BRIAR (FWD)
0041,100,1 S RHOME,WISE,TX,33.04,-97.48,QUARTER SIZE HAIL REPORTED JUST SOUTH OF RHOME,TEXAS. (FWD)
0043,100,5 W HASLET,TARRANT,TX,32.97,-97.44,QUARTER SIZE HAIL (FWD)
0106,100,1 N MCGREGOR,MCLENNAN,TX,31.44,-97.42,QUARTER HAIL 1 MILE NORTH OF MCGREGOR (FWD)
0109,175,2 S HASLET,TARRANT,TX,32.94,-97.35,GOLF BALL HAIL 2 MILES SOUTH OF HASLET ON FM156 (FWD)
0127,175,EAGLE MOUNTAIN,TARRANT,TX,32.89,-97.44,GOLFBALL HAIL COVERING GROUND NEAR EAGLE MOUNTAIN (FWD)
0135,175,SOUTHLAKE,TARRANT,TX,32.97,-97.13,HAIL UP TO THE SIZE OF GOLFBALLS COVERING THE GROUND IN SOUTHLAKE. (FWD)
0136,100,MCGREGOR,MCLENNAN,TX,31.43,-97.42,QUARTER HAIL NEAR MCGREGOR AIRPORT OFF HWY 84. (FWD)
0435,150,CAMERON,MILAM,TX,30.85,-96.97,SHERIFFS OFFICE REPORTED PING PONG SIZE HAIL,MIXED IN WITH A LOT OF SMALL HAIL. (FWD)
