Time,F_Scale,Location,County,State,Lat,Lon,Comments
2145,UNK,SE SUMNER,LAWRENCE,IL,38.72,-87.86,LIKELY RAIN-WRAPPED TORNADO. HOME DAMAGED... OUT BUILDING DESTROYED... POWER OUTAGES... AND TREES ALSO SNAPPED. (ILX)
0341,UNK,4 NW CAMERON,LE FLORE,OK,35.17,-94.58,A TORNADO DESTROYED MOBILE HOMES...DAMAGED HOMES...DESTROYED OUTBUILDINGS...SNAPPED NUMEROUS TREES AND POWER POLES...UPROOTED NUMEROUS TRESS...AND ROLLED SEVERAL VEHICL (TSA)
0353,UNK,GOSHEN,OLDHAM,KY,38.41,-85.59,EXTENSIVE DAMAGE ALONG HARMONY LANDING WITH NUMEROUS TREES AND POWER POLES DOWN. ROOF DAMAGE TO A RESIDENCE AND BARN DAMAGE. MAJOR ROOF DAMAGE TO A LARGE CHURCH AT 1620 (LMK)
Time,Speed,Location,County,State,Lat,Lon,Comments
2100,UNK,CALHOUN,RICHLAND,IL,38.65,-88.04,STRAIGHT LINE WINDS BLEW NUMEROUS TREES AND POWER LINES DOWN COUNTY-WIDE... INCLUDING NOBLE... CALHOUN... AND CLAREMONT...FROM 400 PM TO 450 PM (ILX)
2145,UNK,BRIDGEPORT,LAWRENCE,IL,38.71,-87.76,TREES AND NUMEROUS POWER LINES BLOWN DOWN COUNTY-WIDE... INCLUDING BRIDGEPORT... LAWRENCEVILLE... SUMNER... AND CHAUNCEY...FROM 445 PM TO 515 PM (ILX)
2312,UNK,4 S WHITEHALL,MONROE,IN,39.12,-86.57,A COUPLE OF TREES (APPROX. 1.5 FT DIAMETER) HAVE FALLEN DOWN. POWER HAS BEEN KNOCKED OUT. WINDS WERE ESTIMATED TO BE AROUND 50-60 MPH. (IND)
2330,UNK,2 NE STONE HEAD,BROWN,IN,39.15,-86.13,TREE FELL ON HOUSE... MAN TRAPPED INSIDE. TREES DOWN ACROSS THE TOWNSHIP... BLOCKING ROADWAYS... DELAYING EMERGENCY RESPONDERS. TIME RADAR ESTIMATED. (IND)
0013,60,2 ESE COLUMBUS,BARTHOLOMEW,IN,39.2,-85.87,TREES DOWN ACROSS THE AREA. WINDS AROUND 50-60 MPH. PEA SIZED HAIL. (IND)
0025,UNK,2 N OSGOOD,RIPLEY,IN,39.16,-85.29,TREE DOWN ON A POWERLINE BETWEEN OSGOOD AND NAPOLEON. TIME ESTIMATED BY RADAR. (ILN)
0054,UNK,BRIGHT,DEARBORN,IN,39.22,-84.86,TREES DOWN IN THE BRIGHT AREA. TIME ESTIMATED BY RADAR. (ILN)
0107,UNK,MACKEY,GIBSON,IN,38.25,-87.39,BASEBALL FIELD BUILDINGS/FACILITIES DAMAGED/DESTROYED. (PAH)
0126,UNK,4 SW BLUE ASH,HAMILTON,OH,39.2,-84.43,NUMEROUS LARGE BRANCHES KNOCKED DOWN. (ILN)
0305,UNK,3 S HAYSVILLE,DUBOIS,IN,38.44,-86.92,POWER LINES DOWN ON 400 NORTH A HALF MILE EAST OF MILL STREET. (LMK)
0328,UNK,1 S SINKING SPRING,HIGHLAND,OH,39.06,-83.39,SEVERAL TREES SNAPPED AT THE TIP AND SEVERAL TREES UPROOTED IN THE SINKING SPRING AREA. TIME ESTIMATED BY RADAR. (ILN)
0337,UNK,WELLSTON,JACKSON,OH,39.12,-82.54,MULTIPLE LARGE TREES DOWN ALONG OHIO AVENUE AND C STREET (RLX)
0354,UNK,2 WSW CHARLESTOWN,CLARK,IN,38.43,-85.71,TREES DOWN ALONG 403 IN CHARLESTOWN. (LMK)
0355,UNK,1 W CAMERON,LE FLORE,OK,35.13,-94.55,TREES AND POWER LINES DOWN WEST OF CAMERON. (TSA)
0357,UNK,JACKSON,JACKSON,OH,39.05,-82.63,MULTIPLE TREES DOWN AND POWER OUT. ALSO VERY LOW VISIBILITY IN HEAVY RAIN. (RLX)
0400,UNK,4 E PEA RIDGE,BENTON,AR,36.45,-94.04,MULTIPLE TREES DOWN AT THE PEA RIDGE NATIONAL MILITARY PARK. TIME ESTIMATED VIA RADAR. (TSA)
0404,UNK,1 SE GOSHEN,OLDHAM,KY,38.4,-85.58,MULTIPLE TREES DOWN IN GOSHEN. (LMK)
0415,UNK,1 W CAMERON,LE FLORE,OK,35.13,-94.55,DAMAGE TO A MOBILE HOME WEST OF CAMERON. (TSA)
0440,UNK,BERRYVILLE,CARROLL,AR,36.36,-93.57,TREES AND POWER LINES DOWN IN BERRYVILLE (TSA)
0444,UNK,2 SSW SQUIRESVILLE,OWEN,KY,38.51,-84.97,TREE DOWN ALONG KY 355. TIME ESTIMATED BY RADAR. (ILN)
0528,UNK,FALMOUTH,PENDLETON,KY,38.67,-84.33,TREE DOWN. TIME ESTIMATED BY RADAR. (ILN)
0530,UNK,2 NNW CHLOE,CALHOUN,WV,38.71,-81.1,2 LARGE PINE TREES DOWN (RLX)
0557,UNK,2 SW BROOKSVILLE,BRACKEN,KY,38.67,-84.09,SEVERAL TREES DOWN THROUGHOUT COUNTY. BARN DAMAGE NEAR INTERSECTION OF HWY 19 AND HAMILTON ROAD. TIME ESTIMATED BY RADAR. (ILN)
0620,UNK,3 N KINGFISHER,KINGFISHER,OK,35.9,-97.93,SEVERAL HIGHWAY SIGNS BLOWN DOWN ALONG US HWY 81. ONE MILE EAST ON A SECTION ROAD... 15 POWER POLES SNAPPED OFF 15-20 FEET ABOVE THE GROUND. A BARN WAS DESTROYED JUST E (OUN)
0630,70,5 S CALUMET,CANADIAN,OK,35.53,-98.12,(OUN)
0634,UNK,1 S NEW ALBANY,FLOYD,IN,38.29,-85.83,ROAD CLOSED DUE TO POWER LINES DOWN ON MONROE STREET AT PEARL STREET. TIME ESTIMATED. (LMK)
