Time,F_Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
0631,71,1 N CANNON AFB,CURRY,NM,34.39,-103.31,KCVS ASOS. (ABQ)
0655,60,2 NE FRIONA,PARMER,TX,34.65,-102.69,MEASURED BY WEST TEXAS MESONET. (LUB)
0710,67,2 SSW MULESHOE,BAILEY,TX,34.21,-102.74,MEASURED BY WEST TEXAS MESONET. (LUB)
0720,61,9 WSW EARTH,LAMB,TX,34.19,-102.56,MEASURED BY WEST TEXAS MESONET. (LUB)
0740,59,3 N HART,CASTRO,TX,34.42,-102.11,MEASURED BY WEST TEXAS MESONET. (LUB)
0750,58,6 S OLTON,LAMB,TX,34.09,-102.12,MEASURED BY WEST TEXAS MESONET. (LUB)
0755,66,2 ENE TULIA,SWISHER,TX,34.54,-101.74,WEST TEXAS MESONET (LUB)
0804,65,VIGO PARK,SWISHER,TX,34.65,-101.5,ALSO GUSTED TO 60 MPH AT 205 AM. MEASURED BY WEST TEXAS MESONET. (LUB)
0810,65,4 S LEVELLAND,HOCKLEY,TX,33.53,-102.36,WEST TEXAS MESONET. (LUB)
0810,62,1 S PLAINVIEW,HALE,TX,34.18,-101.71,WEST TEXAS MESONET (LUB)
0815,64,6 SSW ANTON,HOCKLEY,TX,33.73,-102.19,WEST TEXAS MESONET (LUB)
0829,60,3 ENE SOUTH PLAINS,FLOYD,TX,34.24,-101.26,WEST TEXAS MESONET (LUB)
0830,62,5 ENE ABERNATHY,HALE,TX,33.88,-101.76,WEST TEXAS MESONET (LUB)
0833,59,6 NNE LUBBOCK,LUBBOCK,TX,33.67,-101.82,(LUB)
0835,59,2 S BROWNFIELD,TERRY,TX,33.15,-102.27,WEST TEXAS MESONET (LUB)
0835,63,CAPROCK CANYON SP,BRISCOE,TX,34.41,-101.06,WEST TEXAS MESONET (LUB)
0840,58,6 SSW WOLFFORTH,LUBBOCK,TX,33.42,-102.05,WEST TEXAS MESONET (LUB)
0841,66,2 S LESLEY,HALL,TX,34.65,-100.81,GUSTS OF 60 TO 66 MPH FROM 241 AM TO 245 AM. MEASURED BY WEST TEXAS MESONET. (LUB)
0845,80,2 WSW TURKEY,HALL,TX,34.38,-100.93,SUSTAINED 53 MPH. MEASURED BY WEST TEXAS MESONET. (LUB)
0905,60,1 S NORTHFIELD,MOTLEY,TX,34.27,-100.6,WEST TEXAS MESONET (LUB)
0916,71,2 W CHILDRESS,CHILDRESS,TX,34.43,-100.28,(LUB)
0925,67,6 NW WHITE RIVER LAKE,CROSBY,TX,33.53,-101.17,WEST TEXAS MESONET (LUB)
0944,60,2 SSE HACKBERRY,COTTLE,TX,33.9,-100.13,WEST TEXAS MESONET (LUB)
Time,Size,Location,County,State,Lat,Lon,Comments
0942,100,JOPLIN,JASPER,MO,37.08,-94.51,QUARTER SIZE HAIL OBSERVED AT THE WALMART ON 7TH STREET. (SGF)
1015,100,5 NE WYANDOTTE,OTTAWA,OK,36.84,-94.66,SOCIAL MEDIA REPORT OF HAIL 1 MILE WEST OF MISSOURI STATE LINE ON HIGHWAY 60. (TSA)
1051,125,LAKE WORTH,TARRANT,TX,32.8,-97.4,HALF DOLLAR SIZED HAIL IN LAKE WORTH NEAR AZLE AVE AND I-820 (FWD)
1112,100,GRAPEVINE,TARRANT,TX,32.93,-97.08,QUARTER SIZE HAIL IN GRAPEVINE (FWD)
1114,100,PROSPER,COLLIN,TX,33.23,-96.82,QUARTER SIZE HAIL IN PROSPER (FWD)
1115,100,7.40 N FORT WORTH,TARRANT,TX,32.86,-97.34,QUARTER SIZE HAIL AT BASSWOOD AND I-35 INTERSECTION IN FT WORTH (FWD)
1119,100,FLOWER MOUND,DENTON,TX,33.03,-97.09,QUARTER SIZE HAIL IN FLOWER MOUND (FWD)
1130,100,HEBRON,DENTON,TX,33.03,-96.88,QUARTER SIZE HAIL NEAR CARROLLTON HEBRON AND JOSEY LN. (FWD)
1134,100,3 NNW ALLEN,COLLIN,TX,33.14,-96.7,QUARTER SIZE HAIL 3 MILES NNW OF ALLEN (FWD)
