Time,F-Scale,Location,County,State,Lat,Lon,Comments
Time,Speed,Location,County,State,Lat,Lon,Comments
1908,UNK,2 S BRONSON,BRANCH,MI,41.84,-85.19,PUBLIC REPORT TREE DOWN ON VEHICLE. WIND GUST ESTIMATED TO 56 MPH. (IWX)
1929,UNK,QUINCY,BRANCH,MI,41.94,-84.88,PUBLIC REPORT OF TREES DOWN IN QUINCY. TIME ESTIMATED FROM RADAR. (IWX)
1940,UNK,2 SSE ALLEN,HILLSDALE,MI,41.93,-84.75,REPORT OF TREES DOWN ACROSS THE COUNTY. TREE FELL ON A CAR NEAR STATE ROUTE 49 AND WEST BACON ROAD. (IWX)
2023,UNK,4 NE CHELSEA,WASHTENAW,MI,42.36,-83.98,BETWEEN CHELSEA AND DEXTER-ISLAND RD AND WATERLOO - NUMEROUS LARGE TREES DOWN. (DTX)
2030,UNK,PORT HURON,ST. CLAIR,MI,42.99,-82.43,WIND ESTIMATED 55 MPH - LARGE TREE BRANCHES DOWN...ONE BRANCH LANDED ON A CAR AND BUSTED OUT REAR WINDOW. (DTX)
2110,UNK,2 E ARMADA,MACOMB,MI,42.84,-82.84,ESTIMATED 8 INCH DIAMETER LIMB DOWN (DTX)
2128,UNK,1 N ADAIR,ST. CLAIR,MI,42.81,-82.63,LARGE TREE DOWN BLOCKING THE ROAD. (DTX)
2132,UNK,LINCOLN PARK,WAYNE,MI,42.24,-83.18,LARGE TREE DOWN (DTX)
2155,60,3 NNW MATTSON,KITTSON,MN,48.73,-97.1,SEVERAL LARGE 4-6 INCH BRANCHES BROKEN DOWN IN FARM YARD. WIND REMAINED QUITE STRONG FOR ABOUT 10 MINUTES. (FGF)
2223,UNK,4 ESE FOREST,CAMPBELL,VA,37.33,-79.22,ONE 10 INCH MAPLE BLOWN DOWN,AND SEVERAL LARGE OAKS WITH THEIR TOPS BLOWN OUT. (RNK)
2223,61,5 ESE FOREST,CAMPBELL,VA,37.33,-79.2,AT LYNCHBURG AIRPORT. (RNK)
2224,UNK,4 NNE DEFIANCE,DEFIANCE,OH,41.34,-84.33,THREE TREES AND A POWER POLE DOWN ALONG THE 6600 BLOCK OF DOMERSVILLE ROAD NEAR DEFIANCE. TIME ESTIMATED FROM RADAR. (IWX)
2243,UNK,4 ENE FOREST,CITY OF LYNCHBURG,VA,37.4,-79.22,ONE LARGE TREE LIMB BLOWN DOWN ON HIGHWAY 501 NEAR LAKESIDE DRIVE,BLOCKING THE ROAD. (RNK)
2308,UNK,NNE LYNCHBURG CITY,CITY OF LYNCHBURG,VA,37.42,-79.15,TREE BLOWN DOWN NEAR 300 BLOCK OF RIVERMONT AVENUE,BLOCKING THE ROAD. (RNK)
2318,UNK,2 WSW SCOTTSVILLE,ALBEMARLE,VA,37.79,-78.52,SMALL LIMBS DOWN FROM VERY STRONG THUNDERSTORM WIND. (LWX)
2355,UNK,3 ENE PRINCETON,MERCER,WV,37.39,-81.05,TREE DOWN EADS MILL ROAD NEAR MELROSE SQUARE (RNK)
Time,Size,Location,County,State,Lat,Lon,Comments
1908,100,2 S BRONSON,BRANCH,MI,41.84,-85.19,PUBLIC REPORT TREE DOWN ON VEHICLE. WIND GUST ESTIMATED TO 56 MPH. (IWX)
2130,100,6 SW PEMBINA,PEMBINA,ND,48.91,-97.34,VERY STRONG WINDS ALSO REPORTED WITH SOME TREE BRANCHES DOWN IN YARD. (FGF)
2300,100,7 W ARGYLE,MARSHALL,MN,48.34,-96.97,(FGF)
0038,100,SHALLOWATER,LUBBOCK,TX,33.69,-101.99,(LUB)
